mmsdm_month,quarter,tranche,contract_id,version_no,interconnector_id,from_region,units_offered,units_sold,clearing_price,reserve_price
2025-06,C2028Q2,T01,C2028Q2T01,1,NSW1-QLD1,QLD1,108,108,30360.0,0.0
2025-06,C2028Q1,T02,C2028Q1T02,1,VIC1-NSW1,VIC1,125,125,14260.9,0.0
2025-06,C2028Q1,T02,C2028Q1T02,1,VIC1-NSW1,NSW1,121,116,4528.67,0.0
2025-06,C2028Q1,T02,C2028Q1T02,1,V-SA,SA1,64,64,4775.0,0.0
2025-06,C2028Q1,T02,C2028Q1T02,1,V-SA,VIC1,78,77,22105.43,0.0
2025-06,C2028Q1,T02,C2028Q1T02,1,NSW1-QLD1,QLD1,108,108,20000.84,0.0
2025-06,C2026Q3,T08,C2026Q3T08,1,VIC1-NSW1,NSW1,132,108,3380.16,0.0
2025-06,C2027Q4,T03,C2027Q4T03,1,NSW1-QLD1,QLD1,114,108,20053.0,0.0
2025-06,C2028Q2,T01,C2028Q2T01,1,VIC1-NSW1,NSW1,108,108,3050.22,0.0
2025-06,C2027Q2,T05,C2027Q2T05,1,VIC1-NSW1,NSW1,108,108,3312.0,0.0
2025-06,C2027Q3,T04,C2027Q3T04,1,NSW1-QLD1,NSW1,62,62,4496.2,0.0
2025-06,C2027Q2,T05,C2027Q2T05,1,VIC1-NSW1,VIC1,165,125,14306.16,0.0
2025-06,C2027Q2,T05,C2027Q2T05,1,NSW1-QLD1,QLD1,150,108,29673.28,0.0
2025-06,C2027Q2,T05,C2027Q2T05,1,V-SA,SA1,64,64,4003.0,0.0
2025-06,C2026Q2,T09,C2026Q2T09,1,VIC1-NSW1,VIC1,197,125,16951.32,0.0
2025-06,C2026Q2,T09,C2026Q2T09,1,VIC1-NSW1,NSW1,155,113,3578.0,0.0
2025-06,C2026Q3,T08,C2026Q3T08,1,NSW1-QLD1,NSW1,45,45,4803.45,0.0
2025-06,C2026Q3,T08,C2026Q3T08,1,V-SA,SA1,104,69,4843.21,0.0
2025-06,C2026Q4,T07,C2026Q4T07,1,VIC1-NSW1,VIC1,190,125,16232.13,0.0
2025-06,C2026Q4,T07,C2026Q4T07,1,VIC1-NSW1,NSW1,108,108,2353.0,0.0
2025-06,C2026Q3,T08,C2026Q3T08,1,NSW1-QLD1,QLD1,147,100,30280.84,0.0
2025-06,C2026Q4,T07,C2026Q4T07,1,V-SA,SA1,92,75,4509.0,0.0
2025-06,C2026Q4,T07,C2026Q4T07,1,V-SA,VIC1,83,77,11713.69,0.0
2025-06,C2026Q4,T07,C2026Q4T07,1,NSW1-QLD1,QLD1,132,100,19044.0,0.0
2025-06,C2026Q4,T07,C2026Q4T07,1,NSW1-QLD1,NSW1,45,45,9003.0,0.0
2025-06,C2028Q2,T01,C2028Q2T01,1,V-SA,VIC1,73,73,10836.31,0.0
2025-06,C2026Q3,T08,C2026Q3T08,1,VIC1-NSW1,VIC1,196,125,17904.59,0.0
2025-06,C2028Q2,T01,C2028Q2T01,1,V-SA,SA1,64,64,4082.0,0.0
2025-06,C2028Q2,T01,C2028Q2T01,1,NSW1-QLD1,NSW1,62,62,4476.45,0.0
2025-06,C2025Q3,T12,C2025Q3T12,1,VIC1-NSW1,VIC1,263,125,18292.01,0.0
2025-06,C2025Q4,T11,C2025Q4T11,1,NSW1-QLD1,QLD1,160,100,23000.84,0.0
2025-06,C2025Q4,T11,C2025Q4T11,1,NSW1-QLD1,NSW1,57,45,9478.79,0.0
2025-06,C2025Q4,T11,C2025Q4T11,1,V-SA,SA1,137,79,4603.0,0.0
2025-06,C2027Q1,T06,C2027Q1T06,1,VIC1-NSW1,VIC1,150,125,14840.9,0.0
2025-06,C2027Q1,T06,C2027Q1T06,1,VIC1-NSW1,NSW1,136,108,5511.87,0.0
2025-06,C2025Q3,T12,C2025Q3T12,1,VIC1-NSW1,NSW1,201,117,3903.0,0.0
2025-06,C2027Q2,T05,C2027Q2T05,1,NSW1-QLD1,NSW1,79,62,3903.0,0.0
2025-06,C2027Q3,T04,C2027Q3T04,1,V-SA,SA1,64,64,4753.0,0.0
2025-06,C2027Q2,T05,C2027Q2T05,1,V-SA,VIC1,106,83,11126.0,0.0
2025-06,C2027Q3,T04,C2027Q3T04,1,NSW1-QLD1,QLD1,133,108,29350.32,0.0
2025-06,C2027Q3,T04,C2027Q3T04,1,V-SA,VIC1,75,73,10753.0,0.0
2025-06,C2027Q4,T03,C2027Q4T03,1,V-SA,SA1,64,64,5003.0,0.0
2025-06,C2027Q3,T04,C2027Q3T04,1,VIC1-NSW1,NSW1,109,109,2989.18,0.0
2025-06,C2028Q2,T01,C2028Q2T01,1,VIC1-NSW1,VIC1,125,125,13950.0,0.0
2025-06,C2027Q4,T03,C2027Q4T03,1,V-SA,VIC1,80,73,10308.76,0.0
2025-06,C2027Q4,T03,C2027Q4T03,1,VIC1-NSW1,NSW1,108,108,1903.0,0.0
2025-06,C2027Q1,T06,C2027Q1T06,1,V-SA,SA1,64,64,4800.0,0.0
2025-06,C2027Q4,T03,C2027Q4T03,1,VIC1-NSW1,VIC1,125,125,14582.7,0.0
2025-06,C2026Q3,T08,C2026Q3T08,1,V-SA,VIC1,103,81,16180.33,0.0
2025-06,C2027Q1,T06,C2027Q1T06,1,V-SA,VIC1,103,103,24019.94,0.0
2025-06,C2028Q1,T02,C2028Q1T02,1,NSW1-QLD1,NSW1,67,62,15497.2,0.0
2025-06,C2027Q1,T06,C2027Q1T06,1,NSW1-QLD1,NSW1,47,45,16887.87,0.0
2025-06,C2027Q1,T06,C2027Q1T06,1,NSW1-QLD1,QLD1,126,100,21880.29,0.0
2025-06,C2027Q4,T03,C2027Q4T03,1,NSW1-QLD1,NSW1,64,62,8280.0,0.0
2025-06,C2027Q3,T04,C2027Q3T04,1,VIC1-NSW1,VIC1,150,125,16472.7,0.0
2025-06,C2026Q1,T10,C2026Q1T10,1,VIC1-NSW1,NSW1,176,108,6000.0,0.0
2025-06,C2026Q1,T10,C2026Q1T10,1,VIC1-NSW1,VIC1,205,125,16403.16,0.0
2025-06,C2026Q2,T09,C2026Q2T09,1,NSW1-QLD1,NSW1,50,45,4368.0,0.0
2025-06,C2026Q2,T09,C2026Q2T09,1,NSW1-QLD1,QLD1,147,100,32148.48,0.0
2025-06,C2026Q2,T09,C2026Q2T09,1,V-SA,VIC1,115,73,12370.0,0.0
2025-06,C2026Q2,T09,C2026Q2T09,1,V-SA,SA1,70,69,4703.0,0.0
2025-06,C2025Q3,T12,C2025Q3T12,1,V-SA,SA1,118,66,5550.0,0.0
