mmsdm_month,quarter,tranche,contract_id,version_no,interconnector_id,from_region,units_offered,units_sold,clearing_price,reserve_price
2025-06,C2025Q3,T12,C2025Q3T12,1,NSW1-QLD1,QLD1,192,100,31051.93,0.0
2025-06,C2025Q3,T12,C2025Q3T12,1,NSW1-QLD1,NSW1,69,55,4250.0,0.0
2025-06,C2025Q4,T11,C2025Q4T11,1,VIC1-NSW1,VIC1,245,125,18154.0,0.0
2025-06,C2026Q1,T10,C2026Q1T10,1,NSW1-QLD1,QLD1,130,100,23639.2,0.0
2025-06,C2026Q1,T10,C2026Q1T10,1,NSW1-QLD1,NSW1,62,45,19245.59,0.0
2025-06,C2026Q1,T10,C2026Q1T10,1,V-SA,SA1,80,68,5466.22,0.0
2025-06,C2025Q3,T12,C2025Q3T12,1,V-SA,VIC1,117,79,16830.0,0.0
2025-06,C2026Q1,T10,C2026Q1T10,1,V-SA,VIC1,113,73,17532.03,0.0
2025-06,C2025Q4,T11,C2025Q4T11,1,VIC1-NSW1,NSW1,108,108,2430.11,0.0
2025-06,C2025Q4,T11,C2025Q4T11,1,V-SA,VIC1,116,79,10643.83,0.0
