mmsdm_month,quarter,tranche,contract_id,version_no,interconnector_id,from_region,units_offered,units_sold,clearing_price,reserve_price
2023-03,C2023Q2,T12,C2023Q2T12,1,NSW1-QLD1,NSW1,89,88,7000.4,0.0
2023-03,C2023Q2,T12,C2023Q2T12,1,NSW1-QLD1,QLD1,256,100,15000.34,0.0
2023-03,C2023Q2,T12,C2023Q2T12,1,V-SA,SA1,143,66,4770.85,0.0
2023-03,C2023Q2,T12,C2023Q2T12,1,V-SA,VIC1,186,77,13650.0,0.0
2023-03,C2023Q2,T12,C2023Q2T12,1,VIC1-NSW1,NSW1,234,123,2926.13,0.0
2023-03,C2023Q2,T12,C2023Q2T12,1,VIC1-NSW1,VIC1,327,145,22004.0,0.0
2023-03,C2023Q3,T11,C2023Q3T11,1,NSW1-QLD1,NSW1,78,78,7152.37,0.0
2023-03,C2023Q3,T11,C2023Q3T11,1,NSW1-QLD1,QLD1,233,106,20840.34,0.0
2023-03,C2023Q3,T11,C2023Q3T11,1,V-SA,SA1,151,64,6514.0,0.0
2023-03,C2023Q3,T11,C2023Q3T11,1,V-SA,VIC1,185,73,12970.1,0.0
2023-03,C2023Q3,T11,C2023Q3T11,1,VIC1-NSW1,NSW1,202,117,3409.09,0.0
2023-03,C2023Q3,T11,C2023Q3T11,1,VIC1-NSW1,VIC1,277,135,22010.0,0.0
2023-03,C2023Q4,T10,C2023Q4T10,1,NSW1-QLD1,NSW1,73,54,11223.0,0.0
2023-03,C2023Q4,T10,C2023Q4T10,1,NSW1-QLD1,QLD1,205,107,13328.55,0.0
2023-03,C2023Q4,T10,C2023Q4T10,1,V-SA,SA1,156,64,5982.4,0.0
2023-03,C2023Q4,T10,C2023Q4T10,1,V-SA,VIC1,170,73,12868.45,0.0
2023-03,C2023Q4,T10,C2023Q4T10,1,VIC1-NSW1,NSW1,172,108,1262.98,0.0
2023-03,C2023Q4,T10,C2023Q4T10,1,VIC1-NSW1,VIC1,270,135,22011.0,0.0
2023-03,C2024Q1,T09,C2024Q1T09,1,NSW1-QLD1,NSW1,103,76,13620.0,0.0
2023-03,C2024Q1,T09,C2024Q1T09,1,NSW1-QLD1,QLD1,191,100,15500.0,0.0
2023-03,C2024Q1,T09,C2024Q1T09,1,V-SA,SA1,76,64,5647.4,0.0
2023-03,C2024Q1,T09,C2024Q1T09,1,V-SA,VIC1,119,73,30550.64,0.0
2023-03,C2024Q1,T09,C2024Q1T09,1,VIC1-NSW1,NSW1,153,108,3931.2,0.0
2023-03,C2024Q1,T09,C2024Q1T09,1,VIC1-NSW1,VIC1,254,130,22011.0,0.0
2023-03,C2024Q2,T08,C2024Q2T08,1,NSW1-QLD1,NSW1,69,69,7536.0,0.0
2023-03,C2024Q2,T08,C2024Q2T08,1,NSW1-QLD1,QLD1,184,100,26208.0,0.0
2023-03,C2024Q2,T08,C2024Q2T08,1,V-SA,SA1,121,64,5008.0,0.0
2023-03,C2024Q2,T08,C2024Q2T08,1,V-SA,VIC1,140,73,13080.6,0.0
2023-03,C2024Q2,T08,C2024Q2T08,1,VIC1-NSW1,NSW1,166,108,2184.0,0.0
2023-03,C2024Q2,T08,C2024Q2T08,1,VIC1-NSW1,VIC1,212,125,21000.08,0.0
2023-03,C2024Q3,T07,C2024Q3T07,1,NSW1-QLD1,NSW1,63,63,7592.0,0.0
2023-03,C2024Q3,T07,C2024Q3T07,1,NSW1-QLD1,QLD1,173,100,23990.34,0.0
2023-03,C2024Q3,T07,C2024Q3T07,1,V-SA,SA1,110,64,5500.24,0.0
2023-03,C2024Q3,T07,C2024Q3T07,1,V-SA,VIC1,150,73,13650.0,0.0
2023-03,C2024Q3,T07,C2024Q3T07,1,VIC1-NSW1,NSW1,141,108,2208.0,0.0
2023-03,C2024Q3,T07,C2024Q3T07,1,VIC1-NSW1,VIC1,212,125,22000.08,0.0
2023-03,C2024Q4,T06,C2024Q4T06,1,NSW1-QLD1,NSW1,63,45,9936.0,0.0
2023-03,C2024Q4,T06,C2024Q4T06,1,NSW1-QLD1,QLD1,176,103,14278.0,0.0
2023-03,C2024Q4,T06,C2024Q4T06,1,V-SA,SA1,111,64,5500.24,0.0
2023-03,C2024Q4,T06,C2024Q4T06,1,V-SA,VIC1,108,73,13000.17,0.0
2023-03,C2024Q4,T06,C2024Q4T06,1,VIC1-NSW1,NSW1,148,108,993.6,0.0
2023-03,C2024Q4,T06,C2024Q4T06,1,VIC1-NSW1,VIC1,290,125,17000.0,0.0
2023-03,C2025Q1,T05,C2025Q1T05,1,NSW1-QLD1,NSW1,65,45,13395.11,0.0
2023-03,C2025Q1,T05,C2025Q1T05,1,NSW1-QLD1,QLD1,175,100,16300.34,0.0
2023-03,C2025Q1,T05,C2025Q1T05,1,V-SA,SA1,64,64,5400.0,0.0
2023-03,C2025Q1,T05,C2025Q1T05,1,V-SA,VIC1,76,73,26005.85,0.0
2023-03,C2025Q1,T05,C2025Q1T05,1,VIC1-NSW1,NSW1,133,108,3506.0,0.0
2023-03,C2025Q1,T05,C2025Q1T05,1,VIC1-NSW1,VIC1,200,125,20010.0,0.0
2023-03,C2025Q2,T04,C2025Q2T04,1,NSW1-QLD1,NSW1,45,45,7807.8,0.0
2023-03,C2025Q2,T04,C2025Q2T04,1,NSW1-QLD1,QLD1,100,100,26208.0,0.0
2023-03,C2025Q2,T04,C2025Q2T04,1,V-SA,SA1,75,64,4368.0,0.0
