mmsdm_month,quarter,tranche,contract_id,version_no,interconnector_id,from_region,units_offered,units_sold,clearing_price,reserve_price
2024-12,C2026Q1,T08,C2026Q1T08,1,VIC1-NSW1,VIC1,204,125,18365.88,0.0
2024-12,C2025Q4,T09,C2025Q4T09,1,VIC1-NSW1,VIC1,296,141,18161.06,0.0
2024-12,C2026Q4,T05,C2026Q4T05,1,NSW1-QLD1,QLD1,156,100,18366.93,0.0
2024-12,C2026Q4,T05,C2026Q4T05,1,NSW1-QLD1,NSW1,45,45,10115.0,0.0
2024-12,C2026Q3,T06,C2026Q3T06,1,VIC1-NSW1,VIC1,234,129,20580.0,0.0
2024-12,C2026Q3,T06,C2026Q3T06,1,V-SA,VIC1,98,73,16830.0,0.0
2024-12,C2026Q3,T06,C2026Q3T06,1,VIC1-NSW1,NSW1,108,108,2976.22,0.0
2024-12,C2026Q3,T06,C2026Q3T06,1,V-SA,SA1,102,64,5722.0,0.0
2024-12,C2026Q3,T06,C2026Q3T06,1,NSW1-QLD1,NSW1,47,47,6139.01,0.0
2024-12,C2026Q2,T07,C2026Q2T07,1,V-SA,VIC1,98,73,15840.0,0.0
2024-12,C2026Q2,T07,C2026Q2T07,1,VIC1-NSW1,NSW1,135,113,3200.0,0.0
2024-12,C2026Q3,T06,C2026Q3T06,1,NSW1-QLD1,QLD1,156,100,33800.76,0.0
2024-12,C2026Q2,T07,C2026Q2T07,1,VIC1-NSW1,VIC1,254,125,19219.2,0.0
2024-12,C2026Q2,T07,C2026Q2T07,1,NSW1-QLD1,NSW1,45,45,5147.0,0.0
2024-12,C2026Q1,T08,C2026Q1T08,1,VIC1-NSW1,NSW1,141,117,5280.0,0.0
2024-12,C2026Q1,T08,C2026Q1T08,1,NSW1-QLD1,QLD1,147,110,24637.0,0.0
2024-12,C2026Q2,T07,C2026Q2T07,1,V-SA,SA1,83,74,5903.0,0.0
2024-12,C2026Q1,T08,C2026Q1T08,1,V-SA,VIC1,93,73,21103.0,0.0
2024-12,C2026Q2,T07,C2026Q2T07,1,NSW1-QLD1,QLD1,157,100,33920.76,0.0
2024-12,C2026Q1,T08,C2026Q1T08,1,V-SA,SA1,80,66,7000.0,0.0
2024-12,C2027Q3,T02,C2027Q3T02,1,VIC1-NSW1,NSW1,108,108,2658.0,0.0
2024-12,C2025Q4,T09,C2025Q4T09,1,NSW1-QLD1,QLD1,203,100,20000.0,0.0
2024-12,C2027Q4,T01,C2027Q4T01,1,NSW1-QLD1,NSW1,62,62,9375.0,0.0
2024-12,C2027Q3,T02,C2027Q3T02,1,VIC1-NSW1,VIC1,150,125,16600.0,0.0
2024-12,C2027Q3,T02,C2027Q3T02,1,NSW1-QLD1,QLD1,123,108,33200.76,0.0
2024-12,C2027Q3,T02,C2027Q3T02,1,NSW1-QLD1,NSW1,62,62,4903.0,0.0
2024-12,C2027Q2,T03,C2027Q2T03,1,VIC1-NSW1,VIC1,152,127,14307.0,0.0
2024-12,C2027Q2,T03,C2027Q2T03,1,V-SA,VIC1,96,73,9916.68,0.0
2024-12,C2027Q2,T03,C2027Q2T03,1,V-SA,SA1,74,64,4888.0,0.0
2024-12,C2027Q3,T02,C2027Q3T02,1,V-SA,VIC1,73,73,10000.79,0.0
2024-12,C2027Q3,T02,C2027Q3T02,1,V-SA,SA1,65,64,5157.0,0.0
2024-12,C2025Q1,T12,C2025Q1T12,1,VIC1-NSW1,VIC1,219,125,21600.0,0.0
2024-12,C2025Q1,T12,C2025Q1T12,1,VIC1-NSW1,NSW1,301,116,6651.1,0.0
2024-12,C2025Q1,T12,C2025Q1T12,1,NSW1-QLD1,NSW1,104,55,25000.23,0.0
2024-12,C2025Q1,T12,C2025Q1T12,1,V-SA,VIC1,122,77,21103.0,0.0
2024-12,C2025Q1,T12,C2025Q1T12,1,V-SA,SA1,133,70,7850.0,0.0
2024-12,C2025Q1,T12,C2025Q1T12,1,NSW1-QLD1,QLD1,166,104,25600.0,0.0
2024-12,C2027Q4,T01,C2027Q4T01,1,VIC1-NSW1,VIC1,125,125,14835.0,0.0
2024-12,C2025Q4,T09,C2025Q4T09,1,V-SA,VIC1,114,73,13862.8,0.0
2024-12,C2025Q4,T09,C2025Q4T09,1,V-SA,SA1,140,65,5610.59,0.0
2024-12,C2025Q4,T09,C2025Q4T09,1,VIC1-NSW1,NSW1,166,126,2986.0,0.0
2024-12,C2026Q1,T08,C2026Q1T08,1,NSW1-QLD1,NSW1,51,45,20079.36,0.0
2024-12,C2025Q2,T11,C2025Q2T11,1,NSW1-QLD1,NSW1,66,45,5824.0,0.0
2024-12,C2025Q2,T11,C2025Q2T11,1,V-SA,SA1,129,64,6360.0,0.0
2024-12,C2025Q2,T11,C2025Q2T11,1,NSW1-QLD1,QLD1,193,100,34750.76,0.0
2024-12,C2025Q2,T11,C2025Q2T11,1,V-SA,VIC1,121,73,18598.8,0.0
2024-12,C2027Q2,T03,C2027Q2T03,1,NSW1-QLD1,QLD1,129,108,33633.6,0.0
2024-12,C2025Q2,T11,C2025Q2T11,1,VIC1-NSW1,VIC1,285,136,21480.94,0.0
2024-12,C2027Q4,T01,C2027Q4T01,1,VIC1-NSW1,NSW1,108,108,1620.0,0.0
2024-12,C2025Q2,T11,C2025Q2T11,1,VIC1-NSW1,NSW1,222,114,4019.0,0.0
2024-12,C2027Q4,T01,C2027Q4T01,1,V-SA,VIC1,73,73,9978.5,0.0
2024-12,C2027Q2,T03,C2027Q2T03,1,VIC1-NSW1,NSW1,108,108,2353.0,0.0
2024-12,C2025Q3,T10,C2025Q3T10,1,NSW1-QLD1,NSW1,54,45,4903.0,0.0
2024-12,C2027Q1,T04,C2027Q1T04,1,V-SA,VIC1,93,73,19720.16,0.0
2024-12,C2027Q1,T04,C2027Q1T04,1,VIC1-NSW1,VIC1,175,127,16215.0,0.0
2024-12,C2027Q4,T01,C2027Q4T01,1,NSW1-QLD1,QLD1,108,108,19253.0,0.0
2024-12,C2025Q3,T10,C2025Q3T10,1,V-SA,SA1,148,64,6370.0,0.0
2024-12,C2025Q3,T10,C2025Q3T10,1,NSW1-QLD1,QLD1,193,100,33250.76,0.0
2024-12,C2025Q3,T10,C2025Q3T10,1,VIC1-NSW1,NSW1,234,114,4091.0,0.0
2024-12,C2025Q3,T10,C2025Q3T10,1,V-SA,VIC1,114,73,17190.0,0.0
2024-12,C2027Q1,T04,C2027Q1T04,1,VIC1-NSW1,NSW1,148,108,4541.13,0.0
2024-12,C2027Q2,T03,C2027Q2T03,1,NSW1-QLD1,NSW1,72,62,4505.0,0.0
2024-12,C2025Q4,T09,C2025Q4T09,1,NSW1-QLD1,NSW1,56,45,9903.0,0.0
2024-12,C2025Q3,T10,C2025Q3T10,1,VIC1-NSW1,VIC1,300,127,22652.66,0.0
2024-12,C2027Q4,T01,C2027Q4T01,1,V-SA,SA1,64,64,4753.0,0.0
2024-12,C2026Q4,T05,C2026Q4T05,1,V-SA,SA1,97,64,5300.59,0.0
2024-12,C2026Q4,T05,C2026Q4T05,1,V-SA,VIC1,88,73,12760.01,0.0
2024-12,C2026Q4,T05,C2026Q4T05,1,VIC1-NSW1,NSW1,108,108,1853.0,0.0
2024-12,C2026Q4,T05,C2026Q4T05,1,VIC1-NSW1,VIC1,185,125,15934.86,0.0
2024-12,C2027Q1,T04,C2027Q1T04,1,NSW1-QLD1,NSW1,45,45,17385.32,0.0
2024-12,C2027Q1,T04,C2027Q1T04,1,NSW1-QLD1,QLD1,126,100,21903.0,0.0
2024-12,C2027Q1,T04,C2027Q1T04,1,V-SA,SA1,74,64,6203.0,0.0
