mmsdm_month,quarter,tranche,contract_id,version_no,interconnector_id,from_region,units_offered,units_sold,clearing_price,reserve_price
2024-09,C2027Q2,T02,C2027Q2T02,1,NSW1-QLD1,QLD1,126,108,30576.0,0.0
2024-09,C2027Q2,T02,C2027Q2T02,1,VIC1-NSW1,VIC1,150,125,11600.27,0.0
2024-09,C2027Q2,T02,C2027Q2T02,1,V-SA,VIC1,94,73,8500.01,0.0
2024-09,C2027Q3,T01,C2027Q3T01,1,NSW1-QLD1,NSW1,62,62,3503.0,0.0
2024-09,C2027Q3,T01,C2027Q3T01,1,V-SA,VIC1,73,73,8553.0,0.0
2024-09,C2027Q3,T01,C2027Q3T01,1,NSW1-QLD1,QLD1,108,108,30912.0,0.0
2024-09,C2026Q4,T04,C2026Q4T04,1,NSW1-QLD1,NSW1,45,45,8603.0,0.0
2024-09,C2027Q3,T01,C2027Q3T01,1,V-SA,SA1,64,64,4500.7,0.0
2024-09,C2026Q4,T04,C2026Q4T04,1,V-SA,SA1,82,64,4670.7,0.0
2024-09,C2026Q4,T04,C2026Q4T04,1,V-SA,VIC1,87,73,11600.01,0.0
2024-09,C2026Q4,T04,C2026Q4T04,1,VIC1-NSW1,VIC1,185,125,13250.27,0.0
2024-09,C2026Q4,T04,C2026Q4T04,1,VIC1-NSW1,NSW1,108,108,1324.95,0.0
2024-09,C2027Q1,T03,C2027Q1T03,1,NSW1-QLD1,NSW1,45,45,14034.64,0.0
2024-09,C2026Q4,T04,C2026Q4T04,1,NSW1-QLD1,QLD1,155,100,17512.0,0.0
