mmsdm_month,quarter,tranche,contract_id,version_no,interconnector_id,from_region,units_offered,units_sold,clearing_price,reserve_price
2021-12,C2022Q1,T12,C2022Q1T12,1,NSW1-QLD1,NSW1,94,60,12123.0,0.0
2021-12,C2022Q1,T12,C2022Q1T12,1,NSW1-QLD1,QLD1,329,106,10987.65,0.0
2021-12,C2022Q1,T12,C2022Q1T12,1,V-SA,SA1,111,84,6593.0,0.0
2021-12,C2022Q1,T12,C2022Q1T12,1,V-SA,VIC1,112,77,12500.0,0.0
2021-12,C2022Q1,T12,C2022Q1T12,1,VIC1-NSW1,NSW1,186,137,4320.0,0.0
2021-12,C2022Q1,T12,C2022Q1T12,1,VIC1-NSW1,VIC1,349,125,19422.49,0.0
2021-12,C2022Q2,T11,C2022Q2T11,1,NSW1-QLD1,NSW1,83,55,3906.0,0.0
2021-12,C2022Q2,T11,C2022Q2T11,1,NSW1-QLD1,QLD1,251,100,9350.0,0.0
2021-12,C2022Q2,T11,C2022Q2T11,1,V-SA,SA1,114,66,5192.0,0.0
2021-12,C2022Q2,T11,C2022Q2T11,1,V-SA,VIC1,133,73,7050.0,0.0
2021-12,C2022Q2,T11,C2022Q2T11,1,VIC1-NSW1,NSW1,317,151,1240.0,0.0
2021-12,C2022Q2,T11,C2022Q2T11,1,VIC1-NSW1,VIC1,223,145,15000.0,0.0
2021-12,C2022Q3,T10,C2022Q3T10,1,NSW1-QLD1,NSW1,83,55,2993.94,0.0
2021-12,C2022Q3,T10,C2022Q3T10,1,NSW1-QLD1,QLD1,278,114,12750.0,0.0
2021-12,C2022Q3,T10,C2022Q3T10,1,V-SA,SA1,136,79,5655.55,0.0
2021-12,C2022Q3,T10,C2022Q3T10,1,V-SA,VIC1,133,73,7533.33,0.0
2021-12,C2022Q3,T10,C2022Q3T10,1,VIC1-NSW1,NSW1,265,126,1385.2,0.0
2021-12,C2022Q3,T10,C2022Q3T10,1,VIC1-NSW1,VIC1,263,131,13000.0,0.0
2021-12,C2022Q4,T09,C2022Q4T09,1,NSW1-QLD1,NSW1,73,45,6000.0,0.0
2021-12,C2022Q4,T09,C2022Q4T09,1,NSW1-QLD1,QLD1,285,100,9445.0,0.0
2021-12,C2022Q4,T09,C2022Q4T09,1,V-SA,SA1,108,64,6132.43,0.0
2021-12,C2022Q4,T09,C2022Q4T09,1,V-SA,VIC1,153,73,7940.85,0.0
2021-12,C2022Q4,T09,C2022Q4T09,1,VIC1-NSW1,NSW1,174,108,1200.0,0.0
2021-12,C2022Q4,T09,C2022Q4T09,1,VIC1-NSW1,VIC1,261,128,19024.49,0.0
2021-12,C2023Q1,T08,C2023Q1T08,1,NSW1-QLD1,NSW1,73,45,7800.94,0.0
2021-12,C2023Q1,T08,C2023Q1T08,1,NSW1-QLD1,QLD1,271,105,15164.59,0.0
2021-12,C2023Q1,T08,C2023Q1T08,1,V-SA,SA1,87,77,6603.0,0.0
2021-12,C2023Q1,T08,C2023Q1T08,1,V-SA,VIC1,104,73,13365.0,0.0
2021-12,C2023Q1,T08,C2023Q1T08,1,VIC1-NSW1,NSW1,153,110,4551.0,0.0
2021-12,C2023Q1,T08,C2023Q1T08,1,VIC1-NSW1,VIC1,165,125,21175.95,0.0
2021-12,C2023Q2,T07,C2023Q2T07,1,NSW1-QLD1,NSW1,71,45,2410.0,0.0
2021-12,C2023Q2,T07,C2023Q2T07,1,NSW1-QLD1,QLD1,220,100,17015.0,0.0
2021-12,C2023Q2,T07,C2023Q2T07,1,V-SA,SA1,129,86,4403.0,0.0
2021-12,C2023Q2,T07,C2023Q2T07,1,V-SA,VIC1,113,73,6606.6,0.0
2021-12,C2023Q2,T07,C2023Q2T07,1,VIC1-NSW1,NSW1,188,108,1104.4,0.0
2021-12,C2023Q2,T07,C2023Q2T07,1,VIC1-NSW1,VIC1,223,125,15820.49,0.0
2021-12,C2023Q3,T06,C2023Q3T06,1,NSW1-QLD1,NSW1,75,45,2400.0,0.0
2021-12,C2023Q3,T06,C2023Q3T06,1,NSW1-QLD1,QLD1,170,100,18260.0,0.0
2021-12,C2023Q3,T06,C2023Q3T06,1,V-SA,SA1,118,72,5000.0,0.0
2021-12,C2023Q3,T06,C2023Q3T06,1,V-SA,VIC1,103,73,7500.0,0.0
2021-12,C2023Q3,T06,C2023Q3T06,1,VIC1-NSW1,NSW1,175,108,1106.0,0.0
2021-12,C2023Q3,T06,C2023Q3T06,1,VIC1-NSW1,VIC1,203,125,15590.49,0.0
2021-12,C2023Q4,T05,C2023Q4T05,1,NSW1-QLD1,NSW1,65,45,5349.55,0.0
2021-12,C2023Q4,T05,C2023Q4T05,1,NSW1-QLD1,QLD1,194,100,12500.0,0.0
2021-12,C2023Q4,T05,C2023Q4T05,1,V-SA,SA1,111,64,5500.0,0.0
2021-12,C2023Q4,T05,C2023Q4T05,1,V-SA,VIC1,88,73,8500.79,0.0
2021-12,C2023Q4,T05,C2023Q4T05,1,VIC1-NSW1,NSW1,158,108,1277.0,0.0
2021-12,C2023Q4,T05,C2023Q4T05,1,VIC1-NSW1,VIC1,195,125,18232.5,0.0
2021-12,C2024Q1,T04,C2024Q1T04,1,NSW1-QLD1,NSW1,45,45,7162.96,0.0
2021-12,C2024Q1,T04,C2024Q1T04,1,NSW1-QLD1,QLD1,134,101,20748.0,0.0
2021-12,C2024Q1,T04,C2024Q1T04,1,V-SA,SA1,64,64,6893.3,0.0
2021-12,C2024Q1,T04,C2024Q1T04,1,V-SA,VIC1,90,73,15000.0,0.0
2021-12,C2024Q1,T04,C2024Q1T04,1,VIC1-NSW1,NSW1,124,115,4370.2,0.0
2021-12,C2024Q1,T04,C2024Q1T04,1,VIC1-NSW1,VIC1,145,125,22368.05,0.0
2021-12,C2024Q2,T03,C2024Q2T03,1,NSW1-QLD1,NSW1,45,45,2579.0,0.0
2021-12,C2024Q2,T03,C2024Q2T03,1,NSW1-QLD1,QLD1,100,100,20748.0,0.0
2021-12,C2024Q2,T03,C2024Q2T03,1,V-SA,SA1,79,70,4462.18,0.0
2021-12,C2024Q2,T03,C2024Q2T03,1,V-SA,VIC1,73,73,7500.0,0.0
2021-12,C2024Q2,T03,C2024Q2T03,1,VIC1-NSW1,NSW1,138,108,1048.0,0.0
2021-12,C2024Q2,T03,C2024Q2T03,1,VIC1-NSW1,VIC1,125,125,14742.0,0.0
2021-12,C2024Q3,T02,C2024Q3T02,1,NSW1-QLD1,NSW1,45,45,2400.0,0.0
2021-12,C2024Q3,T02,C2024Q3T02,1,NSW1-QLD1,QLD1,100,100,19126.0,0.0
2021-12,C2024Q3,T02,C2024Q3T02,1,V-SA,SA1,78,75,5352.18,0.0
2021-12,C2024Q3,T02,C2024Q3T02,1,V-SA,VIC1,73,73,7500.0,0.0
