mmsdm_month,quarter,tranche,contract_id,version_no,interconnector_id,from_region,units_offered,units_sold,clearing_price,reserve_price
2021-06,C2023Q4,T03,C2023Q4T03,1,VIC1-NSW1,VIC1,166,125,12750.0,0.0
2021-06,C2024Q1,T02,C2024Q1T02,1,NSW1-QLD1,NSW1,45,45,4962.58,0.0
2021-06,C2024Q1,T02,C2024Q1T02,1,NSW1-QLD1,QLD1,113,100,18007.0,0.0
2021-06,C2024Q1,T02,C2024Q1T02,1,V-SA,SA1,64,64,4504.0,0.0
2021-06,C2024Q1,T02,C2024Q1T02,1,V-SA,VIC1,73,73,7213.0,0.0
2021-06,C2024Q1,T02,C2024Q1T02,1,VIC1-NSW1,NSW1,108,108,4200.39,0.0
2021-06,C2024Q1,T02,C2024Q1T02,1,VIC1-NSW1,VIC1,133,125,15642.0,0.0
2021-06,C2024Q2,T01,C2024Q2T01,1,NSW1-QLD1,NSW1,45,45,1455.0,0.0
2021-06,C2024Q2,T01,C2024Q2T01,1,NSW1-QLD1,QLD1,100,100,15267.0,0.0
2021-06,C2024Q2,T01,C2024Q2T01,1,V-SA,SA1,64,64,3300.85,0.0
2021-06,C2024Q2,T01,C2024Q2T01,1,V-SA,VIC1,73,73,4086.47,0.0
2021-06,C2024Q2,T01,C2024Q2T01,1,VIC1-NSW1,NSW1,108,108,600.0,0.0
2021-06,C2024Q2,T01,C2024Q2T01,1,VIC1-NSW1,VIC1,125,125,11445.72,0.0
