mmsdm_month,quarter,tranche,contract_id,version_no,interconnector_id,from_region,units_offered,units_sold,clearing_price,reserve_price
2025-09,C2027Q1,T07,C2027Q1T07,1,V-SA,SA1,70,64,4500.0,0.0
2025-09,C2026Q4,T08,C2026Q4T08,1,NSW1-QLD1,QLD1,147,107,20000.0,0.0
2025-09,C2026Q4,T08,C2026Q4T08,1,V-SA,SA1,86,67,4283.55,0.0
2025-09,C2026Q4,T08,C2026Q4T08,1,VIC1-NSW1,NSW1,110,110,2353.0,0.0
2025-09,C2026Q4,T08,C2026Q4T08,1,VIC1-NSW1,VIC1,195,128,15776.87,0.0
2025-09,C2028Q3,T01,C2028Q3T01,1,VIC1-NSW1,VIC1,125,125,12219.2,0.0
2025-09,C2028Q1,T03,C2028Q1T03,1,NSW1-QLD1,NSW1,76,62,16008.72,0.0
2025-09,C2028Q3,T01,C2028Q3T01,1,VIC1-NSW1,NSW1,108,108,4000.0,0.0
2025-09,C2028Q1,T03,C2028Q1T03,1,V-SA,SA1,64,64,3815.0,0.0
2025-09,C2027Q3,T05,C2027Q3T05,1,VIC1-NSW1,VIC1,143,125,14500.87,0.0
2025-09,C2027Q2,T06,C2027Q2T06,1,V-SA,VIC1,129,73,9443.0,0.0
2025-09,C2028Q1,T03,C2028Q1T03,1,NSW1-QLD1,QLD1,111,108,20400.0,0.0
2025-09,C2028Q1,T03,C2028Q1T03,1,V-SA,VIC1,119,73,15003.0,0.0
2025-09,C2028Q1,T03,C2028Q1T03,1,VIC1-NSW1,VIC1,137,125,11910.6,0.0
2025-09,C2028Q2,T02,C2028Q2T02,1,NSW1-QLD1,NSW1,67,62,3822.0,0.0
2025-09,C2028Q2,T02,C2028Q2T02,1,NSW1-QLD1,QLD1,133,108,30591.0,0.0
2025-09,C2027Q4,T04,C2027Q4T04,1,V-SA,VIC1,103,73,7750.88,0.0
2025-09,C2027Q2,T06,C2027Q2T06,1,V-SA,SA1,68,64,3894.3,0.0
2025-09,C2027Q2,T06,C2027Q2T06,1,NSW1-QLD1,NSW1,89,62,3822.0,0.0
2025-09,C2027Q2,T06,C2027Q2T06,1,NSW1-QLD1,QLD1,135,108,31450.0,0.0
2025-09,C2027Q2,T06,C2027Q2T06,1,VIC1-NSW1,NSW1,108,108,3358.0,0.0
2025-09,C2027Q2,T06,C2027Q2T06,1,VIC1-NSW1,VIC1,194,125,12280.87,0.0
2025-09,C2027Q3,T05,C2027Q3T05,1,NSW1-QLD1,NSW1,70,62,3935.2,0.0
2025-09,C2028Q1,T03,C2028Q1T03,1,VIC1-NSW1,NSW1,133,108,4503.0,0.0
2025-09,C2027Q3,T05,C2027Q3T05,1,VIC1-NSW1,NSW1,115,108,3057.6,0.0
2025-09,C2027Q4,T04,C2027Q4T04,1,VIC1-NSW1,VIC1,140,125,12503.0,0.0
2025-09,C2027Q4,T04,C2027Q4T04,1,VIC1-NSW1,NSW1,111,108,1712.7,0.0
2025-09,C2027Q4,T04,C2027Q4T04,1,V-SA,SA1,67,64,3774.39,0.0
2025-09,C2027Q4,T04,C2027Q4T04,1,NSW1-QLD1,NSW1,74,62,9364.68,0.0
2025-09,C2028Q3,T01,C2028Q3T01,1,V-SA,SA1,64,64,3803.0,0.0
2025-09,C2028Q3,T01,C2028Q3T01,1,NSW1-QLD1,NSW1,62,62,3864.0,0.0
2025-09,C2027Q4,T04,C2027Q4T04,1,NSW1-QLD1,QLD1,134,108,20869.11,0.0
2025-09,C2026Q3,T09,C2026Q3T09,1,V-SA,SA1,110,69,4680.18,0.0
2025-09,C2026Q3,T09,C2026Q3T09,1,NSW1-QLD1,NSW1,62,55,4800.31,0.0
2025-09,C2026Q3,T09,C2026Q3T09,1,V-SA,VIC1,125,83,16380.0,0.0
2025-09,C2026Q3,T09,C2026Q3T09,1,VIC1-NSW1,NSW1,119,108,3582.0,0.0
2025-09,C2026Q3,T09,C2026Q3T09,1,VIC1-NSW1,VIC1,189,125,18856.02,0.0
2025-09,C2026Q4,T08,C2026Q4T08,1,NSW1-QLD1,NSW1,63,53,9903.0,0.0
2025-09,C2026Q2,T10,C2026Q2T10,1,V-SA,SA1,87,69,4705.0,0.0
2025-09,C2026Q2,T10,C2026Q2T10,1,VIC1-NSW1,NSW1,130,108,4133.0,0.0
2025-09,C2026Q1,T11,C2026Q1T11,1,VIC1-NSW1,NSW1,181,108,6502.0,0.0
2025-09,C2026Q1,T11,C2026Q1T11,1,VIC1-NSW1,VIC1,223,125,16337.0,0.0
2025-09,C2026Q2,T10,C2026Q2T10,1,NSW1-QLD1,NSW1,60,50,4368.0,0.0
2025-09,C2025Q4,T12,C2025Q4T12,1,V-SA,SA1,152,74,4822.0,0.0
2025-09,C2027Q3,T05,C2027Q3T05,1,NSW1-QLD1,QLD1,131,108,29920.66,0.0
2025-09,C2027Q3,T05,C2027Q3T05,1,V-SA,VIC1,100,73,9961.7,0.0
2025-09,C2027Q3,T05,C2027Q3T05,1,V-SA,SA1,68,64,4100.18,0.0
2025-09,C2025Q4,T12,C2025Q4T12,1,NSW1-QLD1,NSW1,73,56,10548.0,0.0
