contract_id,interconnector_id,from_region,mmsdm_month,quarter,tranche,version_no,units_offered,units_sold,clearing_price,reserve_price
C2025Q3T02,VIC1-NSW1,NSW1,2023-11,C2025Q3,T02,10,126,108,1421.5,0.0
C2025Q3T02,VIC1-NSW1,VIC1,2023-11,C2025Q3,T02,10,135,125,21229.0,0.0
C2025Q3T03,NSW1-QLD1,NSW1,2023-11,C2025Q3,T03,12,45,45,8030.0,0.0
C2025Q3T03,NSW1-QLD1,QLD1,2023-11,C2025Q3,T03,12,105,100,24448.34,0.0
C2025Q3T03,V-SA,SA1,2023-11,C2025Q3,T03,12,88,64,4505.0,0.0
C2025Q3T03,V-SA,VIC1,2023-11,C2025Q3,T03,12,111,73,13800.8,0.0
C2025Q3T03,VIC1-NSW1,NSW1,2023-11,C2025Q3,T03,12,164,108,1324.8,0.0
C2025Q3T03,VIC1-NSW1,VIC1,2023-11,C2025Q3,T03,12,190,125,19106.09,0.0
C2025Q3T04,NSW1-QLD1,NSW1,2023-12,C2025Q3,T04,11,45,45,7728.0,0.0
C2025Q3T04,NSW1-QLD1,QLD1,2023-12,C2025Q3,T04,11,125,100,28448.34,0.0
C2025Q3T04,V-SA,SA1,2023-12,C2025Q3,T04,11,94,64,4416.0,0.0
C2025Q3T04,V-SA,VIC1,2023-12,C2025Q3,T04,11,117,73,12337.0,0.0
C2025Q3T04,VIC1-NSW1,NSW1,2023-12,C2025Q3,T04,11,164,108,1300.0,0.0
C2025Q3T04,VIC1-NSW1,VIC1,2023-12,C2025Q3,T04,11,225,125,20061.39,0.0
C2025Q3T05,NSW1-QLD1,NSW1,2023-12,C2025Q3,T05,11,45,45,6005.76,0.0
C2025Q3T05,NSW1-QLD1,QLD1,2023-12,C2025Q3,T05,11,145,100,30794.24,0.0
C2025Q3T05,V-SA,SA1,2023-12,C2025Q3,T05,11,116,64,4408.0,0.0
C2025Q3T05,V-SA,VIC1,2023-12,C2025Q3,T05,11,98,73,15047.13,0.0
C2025Q3T05,VIC1-NSW1,NSW1,2023-12,C2025Q3,T05,11,191,109,1349.99,0.0
C2025Q3T05,VIC1-NSW1,VIC1,2023-12,C2025Q3,T05,11,220,125,22660.54,0.0
C2025Q3T06,NSW1-QLD1,NSW1,2023-12,C2025Q3,T06,1,45,45,5053.84,0.0
C2025Q3T06,NSW1-QLD1,QLD1,2023-12,C2025Q3,T06,1,157,100,27480.77,0.0
C2025Q3T06,V-SA,SA1,2023-12,C2025Q3,T06,1,144,64,3967.2,0.0
C2025Q3T06,V-SA,VIC1,2023-12,C2025Q3,T06,1,93,73,12696.0,0.0
C2025Q3T06,VIC1-NSW1,NSW1,2023-12,C2025Q3,T06,1,203,108,1250.24,0.0
C2025Q3T06,VIC1-NSW1,VIC1,2023-12,C2025Q3,T06,1,213,125,19496.0,0.0
C2025Q3T07,NSW1-QLD1,NSW1,2024-03,C2025Q3,T07,1,45,45,4503.0,0.0
C2025Q3T07,NSW1-QLD1,QLD1,2024-03,C2025Q3,T07,1,167,105,25927.44,0.0
C2025Q3T07,V-SA,SA1,2024-03,C2025Q3,T07,1,136,64,4363.92,0.0
C2025Q3T07,V-SA,VIC1,2024-03,C2025Q3,T07,1,97,73,13965.6,0.0
C2025Q3T07,VIC1-NSW1,NSW1,2024-03,C2025Q3,T07,1,172,111,2187.91,0.0
C2025Q3T07,VIC1-NSW1,VIC1,2024-03,C2025Q3,T07,1,225,125,18839.0,0.0
C2025Q3T08,NSW1-QLD1,NSW1,2024-06,C2025Q3,T08,1,45,45,4496.25,0.0
C2025Q3T08,NSW1-QLD1,QLD1,2024-06,C2025Q3,T08,1,150,113,37536.0,0.0
C2025Q3T08,V-SA,SA1,2024-06,C2025Q3,T08,1,148,64,4503.0,0.0
C2025Q3T08,V-SA,VIC1,2024-06,C2025Q3,T08,1,97,73,15362.16,0.0
C2025Q3T08,VIC1-NSW1,NSW1,2024-06,C2025Q3,T08,1,227,114,2756.0,0.0
C2025Q3T08,VIC1-NSW1,VIC1,2024-06,C2025Q3,T08,1,264,125,19500.05,0.0
C2025Q3T09,NSW1-QLD1,NSW1,2024-09,C2025Q3,T09,1,49,45,4432.56,0.0
C2025Q3T09,NSW1-QLD1,QLD1,2024-09,C2025Q3,T09,1,193,100,30200.23,0.0
C2025Q3T09,V-SA,SA1,2024-09,C2025Q3,T09,1,170,73,5754.7,0.0
C2025Q3T09,V-SA,VIC1,2024-09,C2025Q3,T09,1,117,73,16898.38,0.0
C2025Q3T09,VIC1-NSW1,NSW1,2024-09,C2025Q3,T09,1,237,112,3198.44,0.0
C2025Q3T09,VIC1-NSW1,VIC1,2024-09,C2025Q3,T09,1,303,125,20500.0,0.0
C2025Q3T10,NSW1-QLD1,NSW1,2024-12,C2025Q3,T10,1,54,45,4903.0,0.0
C2025Q3T10,NSW1-QLD1,QLD1,2024-12,C2025Q3,T10,1,193,100,33250.76,0.0
C2025Q3T10,V-SA,SA1,2024-12,C2025Q3,T10,1,148,64,6370.0,0.0
C2025Q3T10,V-SA,VIC1,2024-12,C2025Q3,T10,1,114,73,17190.0,0.0
C2025Q3T10,VIC1-NSW1,NSW1,2024-12,C2025Q3,T10,1,234,114,4091.0,0.0
C2025Q3T10,VIC1-NSW1,VIC1,2024-12,C2025Q3,T10,1,300,127,22652.66,0.0
C2025Q3T11,NSW1-QLD1,NSW1,2026-05,C2025Q3,T11,3,59,45,5000.0,0.0
C2025Q3T11,NSW1-QLD1,QLD1,2026-05,C2025Q3,T11,3,205,124,34502.14,0.0
C2025Q3T11,V-SA,SA1,2026-05,C2025Q3,T11,3,178,90,6220.06,0.0
C2025Q3T11,V-SA,VIC1,2026-05,C2025Q3,T11,3,144,111,17000.91,0.0
C2025Q3T11,VIC1-NSW1,NSW1,2026-05,C2025Q3,T11,3,235,113,4449.12,0.0
C2025Q3T11,VIC1-NSW1,VIC1,2026-05,C2025Q3,T11,3,286,129,21520.02,0.0
C2025Q3T12,NSW1-QLD1,NSW1,2025-06,C2025Q3,T12,1,69,55,4250.0,0.0
C2025Q3T12,NSW1-QLD1,QLD1,2025-06,C2025Q3,T12,1,192,100,31051.93,0.0
C2025Q3T12,V-SA,SA1,2025-06,C2025Q3,T12,1,118,66,5550.0,0.0
C2025Q3T12,V-SA,VIC1,2025-06,C2025Q3,T12,1,117,79,16830.0,0.0
C2025Q3T12,VIC1-NSW1,NSW1,2025-06,C2025Q3,T12,1,201,117,3903.0,0.0
C2025Q3T12,VIC1-NSW1,VIC1,2025-06,C2025Q3,T12,1,263,125,18292.01,0.0
C2025Q4T01,NSW1-QLD1,NSW1,2023-11,C2025Q4,T01,10,45,45,9000.0,0.0
C2025Q4T01,NSW1-QLD1,QLD1,2023-11,C2025Q4,T01,10,100,100,15000.0,0.0
C2025Q4T01,V-SA,SA1,2023-11,C2025Q4,T01,10,64,64,5246.14,0.0
C2025Q4T01,V-SA,VIC1,2023-11,C2025Q4,T01,10,73,73,21233.0,0.0
C2025Q4T01,VIC1-NSW1,NSW1,2023-11,C2025Q4,T01,10,108,108,1056.0,0.0
C2025Q4T01,VIC1-NSW1,VIC1,2023-11,C2025Q4,T01,10,125,125,19850.41,0.0
C2025Q4T02,NSW1-QLD1,NSW1,2023-11,C2025Q4,T02,12,45,45,8832.0,0.0
C2025Q4T02,NSW1-QLD1,QLD1,2023-11,C2025Q4,T02,12,114,100,14230.56,0.0
C2025Q4T02,V-SA,SA1,2023-11,C2025Q4,T02,12,77,64,4246.14,0.0
C2025Q4T02,V-SA,VIC1,2023-11,C2025Q4,T02,12,89,73,13248.0,0.0
C2025Q4T02,VIC1-NSW1,NSW1,2023-11,C2025Q4,T02,12,108,108,993.6,0.0
C2025Q4T02,VIC1-NSW1,VIC1,2023-11,C2025Q4,T02,12,160,125,17001.59,0.0
C2025Q4T03,NSW1-QLD1,NSW1,2023-12,C2025Q4,T03,11,45,45,8832.0,0.0
C2025Q4T03,NSW1-QLD1,QLD1,2023-12,C2025Q4,T03,11,100,100,14942.08,0.0
C2025Q4T03,V-SA,SA1,2023-12,C2025Q4,T03,11,94,64,4416.0,0.0
C2025Q4T03,V-SA,VIC1,2023-12,C2025Q4,T03,11,88,73,12144.0,0.0
C2025Q4T03,VIC1-NSW1,NSW1,2023-12,C2025Q4,T03,11,108,108,883.2,0.0
C2025Q4T03,VIC1-NSW1,VIC1,2023-12,C2025Q4,T03,11,180,125,16760.77,0.0
C2025Q4T04,NSW1-QLD1,NSW1,2023-12,C2025Q4,T04,11,45,45,8923.0,0.0
C2025Q4T04,NSW1-QLD1,QLD1,2023-12,C2025Q4,T04,11,130,105,15125.21,0.0
C2025Q4T04,V-SA,SA1,2023-12,C2025Q4,T04,11,116,64,4325.89,0.0
C2025Q4T04,V-SA,VIC1,2023-12,C2025Q4,T04,11,88,73,12994.08,0.0
C2025Q4T04,VIC1-NSW1,NSW1,2023-12,C2025Q4,T04,11,108,108,882.0,0.0
C2025Q4T04,VIC1-NSW1,VIC1,2023-12,C2025Q4,T04,11,218,127,17150.0,0.0
C2025Q4T05,NSW1-QLD1,NSW1,2023-12,C2025Q4,T05,1,69,45,8280.0,0.0
C2025Q4T05,NSW1-QLD1,QLD1,2023-12,C2025Q4,T05,1,148,100,16165.87,0.0
C2025Q4T05,V-SA,SA1,2023-12,C2025Q4,T05,1,134,64,3763.52,0.0
C2025Q4T05,V-SA,VIC1,2023-12,C2025Q4,T05,1,88,73,10000.0,0.0
C2025Q4T05,VIC1-NSW1,NSW1,2023-12,C2025Q4,T05,1,108,108,1034.88,0.0
C2025Q4T05,VIC1-NSW1,VIC1,2023-12,C2025Q4,T05,1,211,125,13600.2,0.0
C2025Q4T06,NSW1-QLD1,NSW1,2024-03,C2025Q4,T06,1,45,45,8137.33,0.0
C2025Q4T06,NSW1-QLD1,QLD1,2024-03,C2025Q4,T06,1,127,100,14549.28,0.0
C2025Q4T06,V-SA,SA1,2024-03,C2025Q4,T06,1,136,64,3803.0,0.0
C2025Q4T06,V-SA,VIC1,2024-03,C2025Q4,T06,1,93,73,11640.23,0.0
C2025Q4T06,VIC1-NSW1,NSW1,2024-03,C2025Q4,T06,1,113,108,1100.93,0.0
C2025Q4T06,VIC1-NSW1,VIC1,2024-03,C2025Q4,T06,1,238,125,13409.0,0.0
C2025Q4T07,NSW1-QLD1,NSW1,2024-06,C2025Q4,T07,1,57,45,8544.19,0.0
C2025Q4T07,NSW1-QLD1,QLD1,2024-06,C2025Q4,T07,1,199,102,18252.8,0.0
C2025Q4T07,V-SA,SA1,2024-06,C2025Q4,T07,1,136,64,4403.0,0.0
C2025Q4T07,V-SA,VIC1,2024-06,C2025Q4,T07,1,112,73,12291.0,0.0
C2025Q4T07,VIC1-NSW1,NSW1,2024-06,C2025Q4,T07,1,123,108,1477.44,0.0
C2025Q4T07,VIC1-NSW1,VIC1,2024-06,C2025Q4,T07,1,266,125,12700.05,0.0
C2025Q4T08,NSW1-QLD1,NSW1,2024-09,C2025Q4,T08,1,46,45,8603.0,0.0
C2025Q4T08,NSW1-QLD1,QLD1,2024-09,C2025Q4,T08,1,197,105,17767.0,0.0
C2025Q4T08,V-SA,SA1,2024-09,C2025Q4,T08,1,158,74,4851.77,0.0
C2025Q4T08,V-SA,VIC1,2024-09,C2025Q4,T08,1,114,73,13520.1,0.0
C2025Q4T08,VIC1-NSW1,NSW1,2024-09,C2025Q4,T08,1,150,120,2216.16,0.0
C2025Q4T08,VIC1-NSW1,VIC1,2024-09,C2025Q4,T08,1,233,125,13970.05,0.0
C2025Q4T09,NSW1-QLD1,NSW1,2024-12,C2025Q4,T09,1,56,45,9903.0,0.0
C2025Q4T09,NSW1-QLD1,QLD1,2024-12,C2025Q4,T09,1,203,100,20000.0,0.0
C2025Q4T09,V-SA,SA1,2024-12,C2025Q4,T09,1,140,65,5610.59,0.0
C2025Q4T09,V-SA,VIC1,2024-12,C2025Q4,T09,1,114,73,13862.8,0.0
C2025Q4T09,VIC1-NSW1,NSW1,2024-12,C2025Q4,T09,1,166,126,2986.0,0.0
C2025Q4T09,VIC1-NSW1,VIC1,2024-12,C2025Q4,T09,1,296,141,18161.06,0.0
C2025Q4T10,NSW1-QLD1,NSW1,2026-05,C2025Q4,T10,3,46,45,10532.0,0.0
C2025Q4T10,NSW1-QLD1,QLD1,2026-05,C2025Q4,T10,3,203,104,22000.16,0.0
C2025Q4T10,V-SA,SA1,2026-05,C2025Q4,T10,3,131,91,5103.0,0.0
C2025Q4T10,V-SA,VIC1,2026-05,C2025Q4,T10,3,113,93,12476.52,0.0
C2025Q4T10,VIC1-NSW1,NSW1,2026-05,C2025Q4,T10,3,155,108,2865.54,0.0
C2025Q4T10,VIC1-NSW1,VIC1,2026-05,C2025Q4,T10,3,287,125,17797.83,0.0
C2025Q4T11,NSW1-QLD1,NSW1,2025-06,C2025Q4,T11,1,57,45,9478.79,0.0
C2025Q4T11,NSW1-QLD1,QLD1,2025-06,C2025Q4,T11,1,160,100,23000.84,0.0
C2025Q4T11,V-SA,SA1,2025-06,C2025Q4,T11,1,137,79,4603.0,0.0
C2025Q4T11,V-SA,VIC1,2025-06,C2025Q4,T11,1,116,79,10643.83,0.0
C2025Q4T11,VIC1-NSW1,NSW1,2025-06,C2025Q4,T11,1,108,108,2430.11,0.0
C2025Q4T11,VIC1-NSW1,VIC1,2025-06,C2025Q4,T11,1,245,125,18154.0,0.0
C2025Q4T12,NSW1-QLD1,NSW1,2025-09,C2025Q4,T12,1,73,56,10548.0,0.0
C2025Q4T12,NSW1-QLD1,QLD1,2025-09,C2025Q4,T12,1,170,100,24118.0,0.0
C2025Q4T12,V-SA,SA1,2025-09,C2025Q4,T12,1,152,74,4822.0,0.0
C2025Q4T12,V-SA,VIC1,2025-09,C2025Q4,T12,1,114,77,9000.87,0.0
C2025Q4T12,VIC1-NSW1,NSW1,2025-09,C2025Q4,T12,1,157,124,2412.0,0.0
C2025Q4T12,VIC1-NSW1,VIC1,2025-09,C2025Q4,T12,1,293,131,19261.39,0.0
C2026Q1T01,NSW1-QLD1,NSW1,2023-11,C2026Q1,T01,12,45,45,14040.0,0.0
C2026Q1T01,NSW1-QLD1,QLD1,2023-11,C2026Q1,T01,12,100,100,17000.34,0.0
C2026Q1T01,V-SA,SA1,2023-11,C2026Q1,T01,12,64,64,5009.0,0.0
C2026Q1T01,V-SA,VIC1,2023-11,C2026Q1,T01,12,73,73,25920.0,0.0
C2026Q1T01,VIC1-NSW1,NSW1,2023-11,C2026Q1,T01,12,108,108,3510.0,0.0
C2026Q1T01,VIC1-NSW1,VIC1,2023-11,C2026Q1,T01,12,125,125,22226.4,0.0
C2026Q1T02,NSW1-QLD1,NSW1,2023-12,C2026Q1,T02,11,45,45,16146.0,0.0
C2026Q1T02,NSW1-QLD1,QLD1,2023-12,C2026Q1,T02,11,125,100,19780.0,0.0
C2026Q1T02,V-SA,SA1,2023-12,C2026Q1,T02,11,64,64,4758.55,0.0
C2026Q1T02,V-SA,VIC1,2023-12,C2026Q1,T02,11,73,73,21000.0,0.0
C2026Q1T02,VIC1-NSW1,NSW1,2023-12,C2026Q1,T02,11,108,108,3240.0,0.0
C2026Q1T02,VIC1-NSW1,VIC1,2023-12,C2026Q1,T02,11,149,125,21664.8,0.0
C2026Q1T03,NSW1-QLD1,NSW1,2023-12,C2026Q1,T03,11,45,45,16953.3,0.0
C2026Q1T03,NSW1-QLD1,QLD1,2023-12,C2026Q1,T03,11,125,100,20190.0,0.0
C2026Q1T03,V-SA,SA1,2023-12,C2026Q1,T03,11,82,64,4500.89,0.0
C2026Q1T03,V-SA,VIC1,2023-12,C2026Q1,T03,11,85,73,18358.08,0.0
C2026Q1T03,VIC1-NSW1,NSW1,2023-12,C2026Q1,T03,11,128,108,3402.0,0.0
C2026Q1T03,VIC1-NSW1,VIC1,2023-12,C2026Q1,T03,11,163,125,16489.0,0.0
C2026Q1T04,NSW1-QLD1,NSW1,2023-12,C2026Q1,T04,1,69,45,14007.0,0.0
C2026Q1T04,NSW1-QLD1,QLD1,2023-12,C2026Q1,T04,1,140,100,18900.0,0.0
C2026Q1T04,V-SA,SA1,2023-12,C2026Q1,T04,1,91,64,3879.0,0.0
C2026Q1T04,V-SA,VIC1,2023-12,C2026Q1,T04,1,98,73,15284.63,0.0
C2026Q1T04,VIC1-NSW1,NSW1,2023-12,C2026Q1,T04,1,128,108,3002.0,0.0
C2026Q1T04,VIC1-NSW1,VIC1,2023-12,C2026Q1,T04,1,165,125,13992.2,0.0
C2026Q1T05,NSW1-QLD1,NSW1,2024-03,C2026Q1,T05,1,45,45,17017.11,0.0
C2026Q1T05,NSW1-QLD1,QLD1,2024-03,C2026Q1,T05,1,136,100,19440.0,0.0
C2026Q1T05,V-SA,SA1,2024-03,C2026Q1,T05,1,71,64,5184.0,0.0
C2026Q1T05,V-SA,VIC1,2024-03,C2026Q1,T05,1,83,73,16100.23,0.0
C2026Q1T05,VIC1-NSW1,NSW1,2024-03,C2026Q1,T05,1,128,108,3770.93,0.0
C2026Q1T05,VIC1-NSW1,VIC1,2024-03,C2026Q1,T05,1,159,125,15391.42,0.0
C2026Q1T06,NSW1-QLD1,NSW1,2024-06,C2026Q1,T06,1,57,45,17867.96,0.0
C2026Q1T06,NSW1-QLD1,QLD1,2024-06,C2026Q1,T06,1,151,100,25272.0,0.0
C2026Q1T06,V-SA,SA1,2024-06,C2026Q1,T06,1,83,64,5003.0,0.0
C2026Q1T06,V-SA,VIC1,2024-06,C2026Q1,T06,1,93,73,19200.57,0.0
C2026Q1T06,VIC1-NSW1,NSW1,2024-06,C2026Q1,T06,1,148,108,4351.54,0.0
C2026Q1T06,VIC1-NSW1,VIC1,2024-06,C2026Q1,T06,1,199,125,16969.05,0.0
C2026Q1T07,NSW1-QLD1,NSW1,2024-09,C2026Q1,T07,1,45,45,18005.0,0.0
C2026Q1T07,NSW1-QLD1,QLD1,2024-09,C2026Q1,T07,1,167,113,22680.0,0.0
C2026Q1T07,V-SA,SA1,2024-09,C2026Q1,T07,1,71,71,6503.9,0.0
C2026Q1T07,V-SA,VIC1,2024-09,C2026Q1,T07,1,93,73,21120.63,0.0
C2026Q1T07,VIC1-NSW1,NSW1,2024-09,C2026Q1,T07,1,168,108,4600.35,0.0
C2026Q1T07,VIC1-NSW1,VIC1,2024-09,C2026Q1,T07,1,207,125,16696.25,0.0
C2026Q1T08,NSW1-QLD1,NSW1,2024-12,C2026Q1,T08,1,51,45,20079.36,0.0
C2026Q1T08,NSW1-QLD1,QLD1,2024-12,C2026Q1,T08,1,147,110,24637.0,0.0
C2026Q1T08,V-SA,SA1,2024-12,C2026Q1,T08,1,80,66,7000.0,0.0
C2026Q1T08,V-SA,VIC1,2024-12,C2026Q1,T08,1,93,73,21103.0,0.0
C2026Q1T08,VIC1-NSW1,NSW1,2024-12,C2026Q1,T08,1,141,117,5280.0,0.0
C2026Q1T08,VIC1-NSW1,VIC1,2024-12,C2026Q1,T08,1,204,125,18365.88,0.0
C2026Q1T09,NSW1-QLD1,NSW1,2026-05,C2026Q1,T09,3,45,45,19744.0,0.0
C2026Q1T09,NSW1-QLD1,QLD1,2026-05,C2026Q1,T09,3,127,105,24883.37,0.0
C2026Q1T09,V-SA,SA1,2026-05,C2026Q1,T09,3,81,64,6250.0,0.0
C2026Q1T09,V-SA,VIC1,2026-05,C2026Q1,T09,3,131,77,22680.0,0.0
C2026Q1T09,VIC1-NSW1,NSW1,2026-05,C2026Q1,T09,3,172,108,6000.0,0.0
C2026Q1T09,VIC1-NSW1,VIC1,2026-05,C2026Q1,T09,3,194,125,17998.56,0.0
C2026Q1T10,NSW1-QLD1,NSW1,2025-06,C2026Q1,T10,1,62,45,19245.59,0.0
C2026Q1T10,NSW1-QLD1,QLD1,2025-06,C2026Q1,T10,1,130,100,23639.2,0.0
C2026Q1T10,V-SA,SA1,2025-06,C2026Q1,T10,1,80,68,5466.22,0.0
C2026Q1T10,V-SA,VIC1,2025-06,C2026Q1,T10,1,113,73,17532.03,0.0
C2026Q1T10,VIC1-NSW1,NSW1,2025-06,C2026Q1,T10,1,176,108,6000.0,0.0
C2026Q1T10,VIC1-NSW1,VIC1,2025-06,C2026Q1,T10,1,205,125,16403.16,0.0
C2026Q1T11,NSW1-QLD1,NSW1,2025-09,C2026Q1,T11,1,82,55,21800.9,0.0
C2026Q1T11,NSW1-QLD1,QLD1,2025-09,C2026Q1,T11,1,155,100,24425.66,0.0
C2026Q1T11,V-SA,SA1,2025-09,C2026Q1,T11,1,89,64,5560.0,0.0
C2026Q1T11,V-SA,VIC1,2025-09,C2026Q1,T11,1,113,73,19160.88,0.0
C2026Q1T11,VIC1-NSW1,NSW1,2025-09,C2026Q1,T11,1,181,108,6502.0,0.0
C2026Q1T11,VIC1-NSW1,VIC1,2025-09,C2026Q1,T11,1,223,125,16337.0,0.0
C2026Q1T12,NSW1-QLD1,NSW1,2025-12,C2026Q1,T12,1,70,55,15120.0,0.0
C2026Q1T12,NSW1-QLD1,QLD1,2025-12,C2026Q1,T12,1,157,130,21759.3,0.0
C2026Q1T12,V-SA,SA1,2025-12,C2026Q1,T12,1,100,70,4450.0,0.0
C2026Q1T12,V-SA,VIC1,2025-12,C2026Q1,T12,1,127,77,15807.73,0.0
C2026Q1T12,VIC1-NSW1,NSW1,2025-12,C2026Q1,T12,1,258,112,5308.8,0.0
C2026Q1T12,VIC1-NSW1,VIC1,2025-12,C2026Q1,T12,1,228,125,12321.0,0.0
C2026Q2T01,NSW1-QLD1,NSW1,2023-12,C2026Q2,T01,11,45,45,7012.0,0.0
C2026Q2T01,NSW1-QLD1,QLD1,2023-12,C2026Q2,T01,11,100,100,28392.0,0.0
C2026Q2T01,V-SA,SA1,2023-12,C2026Q2,T01,11,64,64,4333.33,0.0
C2026Q2T01,V-SA,VIC1,2023-12,C2026Q2,T01,11,73,73,12500.04,0.0
C2026Q2T01,VIC1-NSW1,NSW1,2023-12,C2026Q2,T01,11,108,108,1280.1,0.0
C2026Q2T01,VIC1-NSW1,VIC1,2023-12,C2026Q2,T01,11,125,125,19695.59,0.0
C2026Q2T02,NSW1-QLD1,NSW1,2023-12,C2026Q2,T02,11,45,45,5460.0,0.0
C2026Q2T02,NSW1-QLD1,QLD1,2023-12,C2026Q2,T02,11,105,100,29484.0,0.0
C2026Q2T02,V-SA,SA1,2023-12,C2026Q2,T02,11,73,64,3276.0,0.0
C2026Q2T02,V-SA,VIC1,2023-12,C2026Q2,T02,11,81,73,12500.0,0.0
C2026Q2T02,VIC1-NSW1,NSW1,2023-12,C2026Q2,T02,11,131,108,1004.0,0.0
C2026Q2T02,VIC1-NSW1,VIC1,2023-12,C2026Q2,T02,11,145,125,16960.98,0.0
C2026Q2T03,NSW1-QLD1,NSW1,2023-12,C2026Q2,T03,1,45,45,4368.0,0.0
C2026Q2T03,NSW1-QLD1,QLD1,2023-12,C2026Q2,T03,1,109,100,29660.54,0.0
C2026Q2T03,V-SA,SA1,2023-12,C2026Q2,T03,1,73,64,2707.61,0.0
C2026Q2T03,V-SA,VIC1,2023-12,C2026Q2,T03,1,97,73,10000.0,0.0
C2026Q2T03,VIC1-NSW1,NSW1,2023-12,C2026Q2,T03,1,131,108,873.6,0.0
C2026Q2T03,VIC1-NSW1,VIC1,2023-12,C2026Q2,T03,1,176,125,13820.2,0.0
C2026Q2T04,NSW1-QLD1,NSW1,2024-03,C2026Q2,T04,1,45,45,4503.0,0.0
C2026Q2T04,NSW1-QLD1,QLD1,2024-03,C2026Q2,T04,1,115,100,26830.44,0.0
C2026Q2T04,V-SA,SA1,2024-03,C2026Q2,T04,1,73,64,3249.13,0.0
C2026Q2T04,V-SA,VIC1,2024-03,C2026Q2,T04,1,94,73,11750.23,0.0
C2026Q2T04,VIC1-NSW1,NSW1,2024-03,C2026Q2,T04,1,131,108,1048.32,0.0
C2026Q2T04,VIC1-NSW1,VIC1,2024-03,C2026Q2,T04,1,146,125,15202.22,0.0
C2026Q2T05,NSW1-QLD1,NSW1,2024-06,C2026Q2,T05,1,45,45,4275.0,0.0
C2026Q2T05,NSW1-QLD1,QLD1,2024-06,C2026Q2,T05,1,125,111,37001.0,0.0
C2026Q2T05,V-SA,SA1,2024-06,C2026Q2,T05,1,79,64,3086.67,0.0
C2026Q2T05,V-SA,VIC1,2024-06,C2026Q2,T05,1,100,73,13104.0,0.0
C2026Q2T05,VIC1-NSW1,NSW1,2024-06,C2026Q2,T05,1,131,108,1493.64,0.0
C2026Q2T05,VIC1-NSW1,VIC1,2024-06,C2026Q2,T05,1,197,125,16120.05,0.0
C2026Q2T06,NSW1-QLD1,NSW1,2024-09,C2026Q2,T06,1,45,45,4353.3,0.0
C2026Q2T06,NSW1-QLD1,QLD1,2024-09,C2026Q2,T06,1,159,103,30576.0,0.0
C2026Q2T06,V-SA,SA1,2024-09,C2026Q2,T06,1,73,64,4436.0,0.0
C2026Q2T06,V-SA,VIC1,2024-09,C2026Q2,T06,1,100,73,15288.0,0.0
C2026Q2T06,VIC1-NSW1,NSW1,2024-09,C2026Q2,T06,1,131,109,2579.56,0.0
C2026Q2T06,VIC1-NSW1,VIC1,2024-09,C2026Q2,T06,1,187,125,16926.05,0.0
C2026Q2T07,NSW1-QLD1,NSW1,2024-12,C2026Q2,T07,1,45,45,5147.0,0.0
C2026Q2T07,NSW1-QLD1,QLD1,2024-12,C2026Q2,T07,1,157,100,33920.76,0.0
C2026Q2T07,V-SA,SA1,2024-12,C2026Q2,T07,1,83,74,5903.0,0.0
C2026Q2T07,V-SA,VIC1,2024-12,C2026Q2,T07,1,98,73,15840.0,0.0
C2026Q2T07,VIC1-NSW1,NSW1,2024-12,C2026Q2,T07,1,135,113,3200.0,0.0
C2026Q2T07,VIC1-NSW1,VIC1,2024-12,C2026Q2,T07,1,254,125,19219.2,0.0
C2026Q2T08,NSW1-QLD1,NSW1,2026-05,C2026Q2,T08,3,45,45,5079.64,0.0
C2026Q2T08,NSW1-QLD1,QLD1,2026-05,C2026Q2,T08,3,151,106,34944.0,0.0
C2026Q2T08,V-SA,SA1,2026-05,C2026Q2,T08,3,78,73,5118.0,0.0
C2026Q2T08,V-SA,VIC1,2026-05,C2026Q2,T08,3,125,75,14256.0,0.0
C2026Q2T08,VIC1-NSW1,NSW1,2026-05,C2026Q2,T08,3,134,108,3306.0,0.0
C2026Q2T08,VIC1-NSW1,VIC1,2026-05,C2026Q2,T08,3,251,125,18834.81,0.0
C2026Q2T09,NSW1-QLD1,NSW1,2025-06,C2026Q2,T09,1,50,45,4368.0,0.0
C2026Q2T09,NSW1-QLD1,QLD1,2025-06,C2026Q2,T09,1,147,100,32148.48,0.0
C2026Q2T09,V-SA,SA1,2025-06,C2026Q2,T09,1,70,69,4703.0,0.0
C2026Q2T09,V-SA,VIC1,2025-06,C2026Q2,T09,1,115,73,12370.0,0.0
C2026Q2T09,VIC1-NSW1,NSW1,2025-06,C2026Q2,T09,1,155,113,3578.0,0.0
C2026Q2T09,VIC1-NSW1,VIC1,2025-06,C2026Q2,T09,1,197,125,16951.32,0.0
C2026Q2T10,NSW1-QLD1,NSW1,2025-09,C2026Q2,T10,1,60,50,4368.0,0.0
C2026Q2T10,NSW1-QLD1,QLD1,2025-09,C2026Q2,T10,1,162,100,34345.4,0.0
C2026Q2T10,V-SA,SA1,2025-09,C2026Q2,T10,1,87,69,4705.0,0.0
C2026Q2T10,V-SA,VIC1,2025-09,C2026Q2,T10,1,115,77,13360.88,0.0
C2026Q2T10,VIC1-NSW1,NSW1,2025-09,C2026Q2,T10,1,130,108,4133.0,0.0
C2026Q2T10,VIC1-NSW1,VIC1,2025-09,C2026Q2,T10,1,201,129,17240.0,0.0
C2026Q2T11,NSW1-QLD1,NSW1,2025-12,C2026Q2,T11,1,50,45,3184.3,0.0
