contract_id,interconnector_id,from_region,mmsdm_month,quarter,tranche,version_no,units_offered,units_sold,clearing_price,reserve_price
C2026Q2T11,NSW1-QLD1,QLD1,2025-12,C2026Q2,T11,1,147,102,33000.0,0.0
C2026Q2T11,V-SA,SA1,2025-12,C2026Q2,T11,1,70,64,4538.0,0.0
C2026Q2T11,V-SA,VIC1,2025-12,C2026Q2,T11,1,133,73,11814.2,0.0
C2026Q2T11,VIC1-NSW1,NSW1,2025-12,C2026Q2,T11,1,130,108,3889.0,0.0
C2026Q2T11,VIC1-NSW1,VIC1,2025-12,C2026Q2,T11,1,222,125,13964.4,0.0
C2026Q2T12,NSW1-QLD1,NSW1,2026-03,C2026Q2,T12,1,69,60,2706.9,0.0
C2026Q2T12,NSW1-QLD1,QLD1,2026-03,C2026Q2,T12,1,158,105,36050.18,0.0
C2026Q2T12,V-SA,SA1,2026-03,C2026Q2,T12,1,90,66,3902.68,0.0
C2026Q2T12,V-SA,VIC1,2026-03,C2026Q2,T12,1,107,81,14450.37,0.0
C2026Q2T12,VIC1-NSW1,NSW1,2026-03,C2026Q2,T12,1,176,112,3544.52,0.0
C2026Q2T12,VIC1-NSW1,VIC1,2026-03,C2026Q2,T12,1,282,127,13520.19,0.0
C2026Q3T01,NSW1-QLD1,NSW1,2023-12,C2026Q3,T01,11,45,45,5520.0,0.0
C2026Q3T01,NSW1-QLD1,QLD1,2023-12,C2026Q3,T01,11,100,100,29605.0,0.0
C2026Q3T01,V-SA,SA1,2023-12,C2026Q3,T01,11,64,64,3312.0,0.0
C2026Q3T01,V-SA,VIC1,2023-12,C2026Q3,T01,11,73,73,12200.08,0.0
C2026Q3T01,VIC1-NSW1,NSW1,2023-12,C2026Q3,T01,11,108,108,1107.0,0.0
C2026Q3T01,VIC1-NSW1,VIC1,2023-12,C2026Q3,T01,11,125,125,16960.98,0.0
C2026Q3T02,NSW1-QLD1,NSW1,2023-12,C2026Q3,T02,1,45,45,4598.16,0.0
C2026Q3T02,NSW1-QLD1,QLD1,2023-12,C2026Q3,T02,1,104,100,29660.54,0.0
C2026Q3T02,V-SA,SA1,2023-12,C2026Q3,T02,1,76,64,2852.62,0.0
C2026Q3T02,V-SA,VIC1,2023-12,C2026Q3,T02,1,86,73,10000.62,0.0
C2026Q3T02,VIC1-NSW1,NSW1,2023-12,C2026Q3,T02,1,108,108,883.2,0.0
C2026Q3T02,VIC1-NSW1,VIC1,2023-12,C2026Q3,T02,1,137,125,14005.0,0.0
C2026Q3T03,NSW1-QLD1,NSW1,2024-03,C2026Q3,T03,1,45,45,4592.64,0.0
C2026Q3T03,NSW1-QLD1,QLD1,2024-03,C2026Q3,T03,1,110,100,28327.21,0.0
C2026Q3T03,V-SA,SA1,2024-03,C2026Q3,T03,1,82,64,3103.0,0.0
C2026Q3T03,V-SA,VIC1,2024-03,C2026Q3,T03,1,92,73,11958.23,0.0
C2026Q3T03,VIC1-NSW1,NSW1,2024-03,C2026Q3,T03,1,108,108,990.93,0.0
C2026Q3T03,VIC1-NSW1,VIC1,2024-03,C2026Q3,T03,1,155,125,15720.02,0.0
C2026Q3T04,NSW1-QLD1,NSW1,2024-06,C2026Q3,T04,1,45,45,3992.25,0.0
C2026Q3T04,NSW1-QLD1,QLD1,2024-06,C2026Q3,T04,1,110,110,37536.0,0.0
C2026Q3T04,V-SA,SA1,2024-06,C2026Q3,T04,1,88,64,3243.0,0.0
C2026Q3T04,V-SA,VIC1,2024-06,C2026Q3,T04,1,98,73,13154.05,0.0
C2026Q3T04,VIC1-NSW1,NSW1,2024-06,C2026Q3,T04,1,109,108,1503.0,0.0
C2026Q3T04,VIC1-NSW1,VIC1,2024-06,C2026Q3,T04,1,187,125,16600.05,0.0
C2026Q3T05,NSW1-QLD1,NSW1,2024-09,C2026Q3,T05,1,47,45,4174.28,0.0
C2026Q3T05,NSW1-QLD1,QLD1,2024-09,C2026Q3,T05,1,149,100,32080.23,0.0
C2026Q3T05,V-SA,SA1,2024-09,C2026Q3,T05,1,94,64,4857.6,0.0
C2026Q3T05,V-SA,VIC1,2024-09,C2026Q3,T05,1,98,73,15300.01,0.0
C2026Q3T05,VIC1-NSW1,NSW1,2024-09,C2026Q3,T05,1,109,109,2782.22,0.0
C2026Q3T05,VIC1-NSW1,VIC1,2024-09,C2026Q3,T05,1,225,125,17150.0,0.0
C2026Q3T06,NSW1-QLD1,NSW1,2024-12,C2026Q3,T06,1,47,47,6139.01,0.0
C2026Q3T06,NSW1-QLD1,QLD1,2024-12,C2026Q3,T06,1,156,100,33800.76,0.0
C2026Q3T06,V-SA,SA1,2024-12,C2026Q3,T06,1,102,64,5722.0,0.0
C2026Q3T06,V-SA,VIC1,2024-12,C2026Q3,T06,1,98,73,16830.0,0.0
C2026Q3T06,VIC1-NSW1,NSW1,2024-12,C2026Q3,T06,1,108,108,2976.22,0.0
C2026Q3T06,VIC1-NSW1,VIC1,2024-12,C2026Q3,T06,1,234,129,20580.0,0.0
C2026Q3T07,NSW1-QLD1,NSW1,2026-05,C2026Q3,T07,3,45,45,5832.05,0.0
C2026Q3T07,NSW1-QLD1,QLD1,2026-05,C2026Q3,T07,3,148,103,34000.0,0.0
C2026Q3T07,V-SA,SA1,2026-05,C2026Q3,T07,3,99,73,5396.06,0.0
C2026Q3T07,V-SA,VIC1,2026-05,C2026Q3,T07,3,102,76,19354.5,0.0
C2026Q3T07,VIC1-NSW1,NSW1,2026-05,C2026Q3,T07,3,112,108,3353.0,0.0
C2026Q3T07,VIC1-NSW1,VIC1,2026-05,C2026Q3,T07,3,246,125,19894.0,0.0
C2026Q3T08,NSW1-QLD1,NSW1,2025-06,C2026Q3,T08,1,45,45,4803.45,0.0
C2026Q3T08,NSW1-QLD1,QLD1,2025-06,C2026Q3,T08,1,147,100,30280.84,0.0
C2026Q3T08,V-SA,SA1,2025-06,C2026Q3,T08,1,104,69,4843.21,0.0
C2026Q3T08,V-SA,VIC1,2025-06,C2026Q3,T08,1,103,81,16180.33,0.0
C2026Q3T08,VIC1-NSW1,NSW1,2025-06,C2026Q3,T08,1,132,108,3380.16,0.0
C2026Q3T08,VIC1-NSW1,VIC1,2025-06,C2026Q3,T08,1,196,125,17904.59,0.0
C2026Q3T09,NSW1-QLD1,NSW1,2025-09,C2026Q3,T09,1,62,55,4800.31,0.0
C2026Q3T09,NSW1-QLD1,QLD1,2025-09,C2026Q3,T09,1,140,100,32081.0,0.0
C2026Q3T09,V-SA,SA1,2025-09,C2026Q3,T09,1,110,69,4680.18,0.0
C2026Q3T09,V-SA,VIC1,2025-09,C2026Q3,T09,1,125,83,16380.0,0.0
C2026Q3T09,VIC1-NSW1,NSW1,2025-09,C2026Q3,T09,1,119,108,3582.0,0.0
C2026Q3T09,VIC1-NSW1,VIC1,2025-09,C2026Q3,T09,1,189,125,18856.02,0.0
C2026Q3T10,NSW1-QLD1,NSW1,2025-12,C2026Q3,T10,1,61,45,3803.0,0.0
C2026Q3T10,NSW1-QLD1,QLD1,2025-12,C2026Q3,T10,1,125,100,31713.0,0.0
C2026Q3T10,V-SA,SA1,2025-12,C2026Q3,T10,1,105,64,4416.0,0.0
C2026Q3T10,V-SA,VIC1,2025-12,C2026Q3,T10,1,124,73,13513.5,0.0
C2026Q3T10,VIC1-NSW1,NSW1,2025-12,C2026Q3,T10,1,121,108,3312.0,0.0
C2026Q3T10,VIC1-NSW1,VIC1,2025-12,C2026Q3,T10,1,207,125,15493.61,0.0
C2026Q3T11,NSW1-QLD1,NSW1,2026-03,C2026Q3,T11,1,73,45,3340.8,0.0
C2026Q3T11,NSW1-QLD1,QLD1,2026-03,C2026Q3,T11,1,158,100,33729.18,0.0
C2026Q3T11,V-SA,SA1,2026-03,C2026Q3,T11,1,122,64,3886.08,0.0
C2026Q3T11,V-SA,VIC1,2026-03,C2026Q3,T11,1,121,76,14248.8,0.0
C2026Q3T11,VIC1-NSW1,NSW1,2026-03,C2026Q3,T11,1,145,108,3000.0,0.0
C2026Q3T11,VIC1-NSW1,VIC1,2026-03,C2026Q3,T11,1,277,125,14977.16,0.0
C2026Q4T01,NSW1-QLD1,NSW1,2023-12,C2026Q4,T01,1,45,45,8280.0,0.0
C2026Q4T01,NSW1-QLD1,QLD1,2023-12,C2026Q4,T01,1,100,100,16515.84,0.0
C2026Q4T01,V-SA,SA1,2023-12,C2026Q4,T01,1,64,64,3006.0,0.0
C2026Q4T01,V-SA,VIC1,2023-12,C2026Q4,T01,1,73,73,8446.15,0.0
C2026Q4T01,VIC1-NSW1,NSW1,2023-12,C2026Q4,T01,1,108,108,883.2,0.0
C2026Q4T01,VIC1-NSW1,VIC1,2023-12,C2026Q4,T01,1,125,125,12680.2,0.0
C2026Q4T02,NSW1-QLD1,NSW1,2024-03,C2026Q4,T02,1,45,45,8137.33,0.0
C2026Q4T02,NSW1-QLD1,QLD1,2024-03,C2026Q4,T02,1,114,100,13216.6,0.0
C2026Q4T02,V-SA,SA1,2024-03,C2026Q4,T02,1,64,64,3006.0,0.0
C2026Q4T02,V-SA,VIC1,2024-03,C2026Q4,T02,1,73,73,9290.77,0.0
C2026Q4T02,VIC1-NSW1,NSW1,2024-03,C2026Q4,T02,1,108,108,900.0,0.0
C2026Q4T02,VIC1-NSW1,VIC1,2024-03,C2026Q4,T02,1,134,125,11412.18,0.0
C2026Q4T03,NSW1-QLD1,NSW1,2024-06,C2026Q4,T03,1,45,45,8962.27,0.0
C2026Q4T03,NSW1-QLD1,QLD1,2024-06,C2026Q4,T03,1,150,100,22080.0,0.0
C2026Q4T03,V-SA,SA1,2024-06,C2026Q4,T03,1,70,64,3050.78,0.0
C2026Q4T03,V-SA,VIC1,2024-06,C2026Q4,T03,1,87,73,11040.0,0.0
C2026Q4T03,VIC1-NSW1,NSW1,2024-06,C2026Q4,T03,1,108,108,803.0,0.0
C2026Q4T03,VIC1-NSW1,VIC1,2024-06,C2026Q4,T03,1,155,125,12400.05,0.0
C2026Q4T04,NSW1-QLD1,NSW1,2024-09,C2026Q4,T04,1,45,45,8603.0,0.0
C2026Q4T04,NSW1-QLD1,QLD1,2024-09,C2026Q4,T04,1,155,100,17512.0,0.0
C2026Q4T04,V-SA,SA1,2024-09,C2026Q4,T04,1,82,64,4670.7,0.0
C2026Q4T04,V-SA,VIC1,2024-09,C2026Q4,T04,1,87,73,11600.01,0.0
C2026Q4T04,VIC1-NSW1,NSW1,2024-09,C2026Q4,T04,1,108,108,1324.95,0.0
C2026Q4T04,VIC1-NSW1,VIC1,2024-09,C2026Q4,T04,1,185,125,13250.27,0.0
C2026Q4T05,NSW1-QLD1,NSW1,2024-12,C2026Q4,T05,1,45,45,10115.0,0.0
C2026Q4T05,NSW1-QLD1,QLD1,2024-12,C2026Q4,T05,1,156,100,18366.93,0.0
C2026Q4T05,V-SA,SA1,2024-12,C2026Q4,T05,1,97,64,5300.59,0.0
C2026Q4T05,V-SA,VIC1,2024-12,C2026Q4,T05,1,88,73,12760.01,0.0
C2026Q4T05,VIC1-NSW1,NSW1,2024-12,C2026Q4,T05,1,108,108,1853.0,0.0
C2026Q4T05,VIC1-NSW1,VIC1,2024-12,C2026Q4,T05,1,185,125,15934.86,0.0
C2026Q4T06,NSW1-QLD1,NSW1,2026-05,C2026Q4,T06,3,45,45,10115.0,0.0
C2026Q4T06,NSW1-QLD1,QLD1,2026-05,C2026Q4,T06,3,123,100,18907.0,0.0
C2026Q4T06,V-SA,SA1,2026-05,C2026Q4,T06,3,91,86,5103.0,0.0
C2026Q4T06,V-SA,VIC1,2026-05,C2026Q4,T06,3,95,95,13015.21,0.0
C2026Q4T06,VIC1-NSW1,NSW1,2026-05,C2026Q4,T06,3,108,108,2038.3,0.0
C2026Q4T06,VIC1-NSW1,VIC1,2026-05,C2026Q4,T06,3,202,125,17150.0,0.0
C2026Q4T07,NSW1-QLD1,NSW1,2025-06,C2026Q4,T07,1,45,45,9003.0,0.0
C2026Q4T07,NSW1-QLD1,QLD1,2025-06,C2026Q4,T07,1,132,100,19044.0,0.0
C2026Q4T07,V-SA,SA1,2025-06,C2026Q4,T07,1,92,75,4509.0,0.0
C2026Q4T07,V-SA,VIC1,2025-06,C2026Q4,T07,1,83,77,11713.69,0.0
C2026Q4T07,VIC1-NSW1,NSW1,2025-06,C2026Q4,T07,1,108,108,2353.0,0.0
C2026Q4T07,VIC1-NSW1,VIC1,2025-06,C2026Q4,T07,1,190,125,16232.13,0.0
C2026Q4T08,NSW1-QLD1,NSW1,2025-09,C2026Q4,T08,1,63,53,9903.0,0.0
C2026Q4T08,NSW1-QLD1,QLD1,2025-09,C2026Q4,T08,1,147,107,20000.0,0.0
C2026Q4T08,V-SA,SA1,2025-09,C2026Q4,T08,1,86,67,4283.55,0.0
C2026Q4T08,V-SA,VIC1,2025-09,C2026Q4,T08,1,103,75,10558.0,0.0
C2026Q4T08,VIC1-NSW1,NSW1,2025-09,C2026Q4,T08,1,110,110,2353.0,0.0
C2026Q4T08,VIC1-NSW1,VIC1,2025-09,C2026Q4,T08,1,195,128,15776.87,0.0
C2026Q4T09,NSW1-QLD1,NSW1,2025-12,C2026Q4,T09,1,45,45,7992.92,0.0
C2026Q4T09,NSW1-QLD1,QLD1,2025-12,C2026Q4,T09,1,170,100,20608.0,0.0
C2026Q4T09,V-SA,SA1,2025-12,C2026Q4,T09,1,106,64,3403.0,0.0
C2026Q4T09,V-SA,VIC1,2025-12,C2026Q4,T09,1,123,73,6800.2,0.0
C2026Q4T09,VIC1-NSW1,NSW1,2025-12,C2026Q4,T09,1,118,118,2116.0,0.0
C2026Q4T09,VIC1-NSW1,VIC1,2025-12,C2026Q4,T09,1,221,125,12003.0,0.0
C2026Q4T10,NSW1-QLD1,NSW1,2026-03,C2026Q4,T10,1,58,45,8175.0,0.0
C2026Q4T10,NSW1-QLD1,QLD1,2026-03,C2026Q4,T10,1,194,100,21375.9,0.0
C2026Q4T10,V-SA,SA1,2026-03,C2026Q4,T10,1,104,64,2382.1,0.0
C2026Q4T10,V-SA,VIC1,2026-03,C2026Q4,T10,1,98,76,7400.37,0.0
C2026Q4T10,VIC1-NSW1,NSW1,2026-03,C2026Q4,T10,1,112,108,1860.46,0.0
C2026Q4T10,VIC1-NSW1,VIC1,2026-03,C2026Q4,T10,1,230,128,11602.9,0.0
C2027Q1T01,NSW1-QLD1,NSW1,2024-03,C2027Q1,T01,1,45,45,15037.11,0.0
C2027Q1T01,NSW1-QLD1,QLD1,2024-03,C2027Q1,T01,1,100,100,17280.0,0.0
C2027Q1T01,V-SA,SA1,2024-03,C2027Q1,T01,1,64,64,4240.64,0.0
C2027Q1T01,V-SA,VIC1,2024-03,C2027Q1,T01,1,73,73,15550.23,0.0
C2027Q1T01,VIC1-NSW1,NSW1,2024-03,C2027Q1,T01,1,108,108,3280.0,0.0
C2027Q1T01,VIC1-NSW1,VIC1,2024-03,C2027Q1,T01,1,125,125,13800.02,0.0
C2027Q1T02,NSW1-QLD1,NSW1,2024-06,C2027Q1,T02,1,45,45,15037.11,0.0
C2027Q1T02,NSW1-QLD1,QLD1,2024-06,C2027Q1,T02,1,120,100,21600.0,0.0
C2027Q1T02,V-SA,SA1,2024-06,C2027Q1,T02,1,65,64,4503.0,0.0
C2027Q1T02,V-SA,VIC1,2024-06,C2027Q1,T02,1,86,73,16600.57,0.0
C2027Q1T02,VIC1-NSW1,NSW1,2024-06,C2027Q1,T02,1,123,108,3753.0,0.0
C2027Q1T02,VIC1-NSW1,VIC1,2024-06,C2027Q1,T02,1,143,125,13800.02,0.0
C2027Q1T03,NSW1-QLD1,NSW1,2024-09,C2027Q1,T03,1,45,45,14034.64,0.0
C2027Q1T03,NSW1-QLD1,QLD1,2024-09,C2027Q1,T03,1,138,100,19440.0,0.0
C2027Q1T03,V-SA,SA1,2024-09,C2027Q1,T03,1,65,65,5929.0,0.0
C2027Q1T03,V-SA,VIC1,2024-09,C2027Q1,T03,1,93,73,16903.0,0.0
C2027Q1T03,VIC1-NSW1,NSW1,2024-09,C2027Q1,T03,1,128,108,4128.3,0.0
C2027Q1T03,VIC1-NSW1,VIC1,2024-09,C2027Q1,T03,1,165,125,14100.0,0.0
C2027Q1T04,NSW1-QLD1,NSW1,2024-12,C2027Q1,T04,1,45,45,17385.32,0.0
C2027Q1T04,NSW1-QLD1,QLD1,2024-12,C2027Q1,T04,1,126,100,21903.0,0.0
C2027Q1T04,V-SA,SA1,2024-12,C2027Q1,T04,1,74,64,6203.0,0.0
C2027Q1T04,V-SA,VIC1,2024-12,C2027Q1,T04,1,93,73,19720.16,0.0
C2027Q1T04,VIC1-NSW1,NSW1,2024-12,C2027Q1,T04,1,148,108,4541.13,0.0
C2027Q1T04,VIC1-NSW1,VIC1,2024-12,C2027Q1,T04,1,175,127,16215.0,0.0
C2027Q1T05,NSW1-QLD1,NSW1,2026-05,C2027Q1,T05,3,45,45,18525.32,0.0
C2027Q1T05,NSW1-QLD1,QLD1,2026-05,C2027Q1,T05,3,120,100,21924.0,0.0
C2027Q1T05,V-SA,SA1,2026-05,C2027Q1,T05,3,69,64,5550.0,0.0
C2027Q1T05,V-SA,VIC1,2026-05,C2027Q1,T05,3,93,73,21836.31,0.0
C2027Q1T05,VIC1-NSW1,NSW1,2026-05,C2027Q1,T05,3,120,100,5536.0,0.0
C2027Q1T05,VIC1-NSW1,VIC1,2026-05,C2027Q1,T05,3,177,125,16862.34,0.0
C2027Q1T06,NSW1-QLD1,NSW1,2025-06,C2027Q1,T06,1,47,45,16887.87,0.0
C2027Q1T06,NSW1-QLD1,QLD1,2025-06,C2027Q1,T06,1,126,100,21880.29,0.0
C2027Q1T06,V-SA,SA1,2025-06,C2027Q1,T06,1,64,64,4800.0,0.0
C2027Q1T06,V-SA,VIC1,2025-06,C2027Q1,T06,1,103,103,24019.94,0.0
C2027Q1T06,VIC1-NSW1,NSW1,2025-06,C2027Q1,T06,1,136,108,5511.87,0.0
C2027Q1T06,VIC1-NSW1,VIC1,2025-06,C2027Q1,T06,1,150,125,14840.9,0.0
C2027Q1T07,NSW1-QLD1,NSW1,2025-09,C2027Q1,T07,1,57,45,18648.9,0.0
C2027Q1T07,NSW1-QLD1,QLD1,2025-09,C2027Q1,T07,1,133,101,22680.0,0.0
C2027Q1T07,V-SA,SA1,2025-09,C2027Q1,T07,1,70,64,4500.0,0.0
C2027Q1T07,V-SA,VIC1,2025-09,C2027Q1,T07,1,133,82,19564.88,0.0
C2027Q1T07,VIC1-NSW1,NSW1,2025-09,C2027Q1,T07,1,136,108,5003.0,0.0
C2027Q1T07,VIC1-NSW1,VIC1,2025-09,C2027Q1,T07,1,187,125,13248.0,0.0
C2027Q1T08,NSW1-QLD1,NSW1,2025-12,C2027Q1,T08,1,52,45,14993.92,0.0
C2027Q1T08,NSW1-QLD1,QLD1,2025-12,C2027Q1,T08,1,140,100,20520.0,0.0
C2027Q1T08,V-SA,SA1,2025-12,C2027Q1,T08,1,93,64,3500.0,0.0
C2027Q1T08,V-SA,VIC1,2025-12,C2027Q1,T08,1,130,73,10250.2,0.0
C2027Q1T08,VIC1-NSW1,NSW1,2025-12,C2027Q1,T08,1,215,108,4029.0,0.0
C2027Q1T08,VIC1-NSW1,VIC1,2025-12,C2027Q1,T08,1,203,125,11194.0,0.0
C2027Q1T09,NSW1-QLD1,NSW1,2026-03,C2027Q1,T09,1,71,45,14244.22,0.0
C2027Q1T09,NSW1-QLD1,QLD1,2026-03,C2027Q1,T09,1,142,100,22488.18,0.0
C2027Q1T09,V-SA,SA1,2026-03,C2027Q1,T09,1,95,64,2270.0,0.0
C2027Q1T09,V-SA,VIC1,2026-03,C2027Q1,T09,1,113,76,11275.22,0.0
C2027Q1T09,VIC1-NSW1,NSW1,2026-03,C2027Q1,T09,1,206,108,3850.0,0.0
C2027Q1T09,VIC1-NSW1,VIC1,2026-03,C2027Q1,T09,1,193,125,10000.0,0.0
C2027Q2T01,NSW1-QLD1,NSW1,2024-06,C2027Q2,T01,1,62,62,3604.25,0.0
C2027Q2T01,NSW1-QLD1,QLD1,2024-06,C2027Q2,T01,1,108,108,38904.13,0.0
C2027Q2T01,V-SA,SA1,2024-06,C2027Q2,T01,1,64,64,2924.21,0.0
C2027Q2T01,V-SA,VIC1,2024-06,C2027Q2,T01,1,73,73,7003.0,0.0
C2027Q2T01,VIC1-NSW1,NSW1,2024-06,C2027Q2,T01,1,108,108,1184.0,0.0
C2027Q2T01,VIC1-NSW1,VIC1,2024-06,C2027Q2,T01,1,125,125,13080.05,0.0
C2027Q2T02,NSW1-QLD1,NSW1,2024-09,C2027Q2,T02,1,69,62,3363.97,0.0
C2027Q2T02,NSW1-QLD1,QLD1,2024-09,C2027Q2,T02,1,126,108,30576.0,0.0
C2027Q2T02,V-SA,SA1,2024-09,C2027Q2,T02,1,64,64,4767.0,0.0
C2027Q2T02,V-SA,VIC1,2024-09,C2027Q2,T02,1,94,73,8500.01,0.0
C2027Q2T02,VIC1-NSW1,NSW1,2024-09,C2027Q2,T02,1,108,108,1618.13,0.0
C2027Q2T02,VIC1-NSW1,VIC1,2024-09,C2027Q2,T02,1,150,125,11600.27,0.0
C2027Q2T03,NSW1-QLD1,NSW1,2024-12,C2027Q2,T03,1,72,62,4505.0,0.0
C2027Q2T03,NSW1-QLD1,QLD1,2024-12,C2027Q2,T03,1,129,108,33633.6,0.0
C2027Q2T03,V-SA,SA1,2024-12,C2027Q2,T03,1,74,64,4888.0,0.0
C2027Q2T03,V-SA,VIC1,2024-12,C2027Q2,T03,1,96,73,9916.68,0.0
C2027Q2T03,VIC1-NSW1,NSW1,2024-12,C2027Q2,T03,1,108,108,2353.0,0.0
C2027Q2T03,VIC1-NSW1,VIC1,2024-12,C2027Q2,T03,1,152,127,14307.0,0.0
C2027Q2T04,NSW1-QLD1,NSW1,2026-05,C2027Q2,T04,3,79,62,4730.25,0.0
C2027Q2T04,NSW1-QLD1,QLD1,2026-05,C2027Q2,T04,3,157,108,33680.5,0.0
C2027Q2T04,V-SA,SA1,2026-05,C2027Q2,T04,3,69,69,5103.0,0.0
C2027Q2T04,V-SA,VIC1,2026-05,C2027Q2,T04,3,96,73,11503.0,0.0
C2027Q2T04,VIC1-NSW1,NSW1,2026-05,C2027Q2,T04,3,108,108,2773.56,0.0
C2027Q2T04,VIC1-NSW1,VIC1,2026-05,C2027Q2,T04,3,154,125,15737.7,0.0
C2027Q2T05,NSW1-QLD1,NSW1,2025-06,C2027Q2,T05,1,79,62,3903.0,0.0
C2027Q2T05,NSW1-QLD1,QLD1,2025-06,C2027Q2,T05,1,150,108,29673.28,0.0
C2027Q2T05,V-SA,SA1,2025-06,C2027Q2,T05,1,64,64,4003.0,0.0
C2027Q2T05,V-SA,VIC1,2025-06,C2027Q2,T05,1,106,83,11126.0,0.0
C2027Q2T05,VIC1-NSW1,NSW1,2025-06,C2027Q2,T05,1,108,108,3312.0,0.0
C2027Q2T05,VIC1-NSW1,VIC1,2025-06,C2027Q2,T05,1,165,125,14306.16,0.0
C2027Q2T06,NSW1-QLD1,NSW1,2025-09,C2027Q2,T06,1,89,62,3822.0,0.0
C2027Q2T06,NSW1-QLD1,QLD1,2025-09,C2027Q2,T06,1,135,108,31450.0,0.0
C2027Q2T06,V-SA,SA1,2025-09,C2027Q2,T06,1,68,64,3894.3,0.0
C2027Q2T06,V-SA,VIC1,2025-09,C2027Q2,T06,1,129,73,9443.0,0.0
C2027Q2T06,VIC1-NSW1,NSW1,2025-09,C2027Q2,T06,1,108,108,3358.0,0.0
C2027Q2T06,VIC1-NSW1,VIC1,2025-09,C2027Q2,T06,1,194,125,12280.87,0.0
C2027Q2T07,NSW1-QLD1,NSW1,2025-12,C2027Q2,T07,1,89,62,3285.28,0.0
C2027Q2T07,NSW1-QLD1,QLD1,2025-12,C2027Q2,T07,1,153,108,30960.06,0.0
C2027Q2T07,V-SA,SA1,2025-12,C2027Q2,T07,1,77,64,3333.0,0.0
C2027Q2T07,V-SA,VIC1,2025-12,C2027Q2,T07,1,126,73,6315.0,0.0
C2027Q2T07,VIC1-NSW1,NSW1,2025-12,C2027Q2,T07,1,141,108,3200.0,0.0
C2027Q2T07,VIC1-NSW1,VIC1,2025-12,C2027Q2,T07,1,213,125,10008.33,0.0
C2027Q2T08,NSW1-QLD1,NSW1,2026-03,C2027Q2,T08,1,95,62,2511.6,0.0
C2027Q2T08,NSW1-QLD1,QLD1,2026-03,C2027Q2,T08,1,238,108,30576.0,0.0
C2027Q2T08,V-SA,SA1,2026-03,C2027Q2,T08,1,76,64,2200.0,0.0
C2027Q2T08,V-SA,VIC1,2026-03,C2027Q2,T08,1,105,73,6315.0,0.0
C2027Q2T08,VIC1-NSW1,NSW1,2026-03,C2027Q2,T08,1,152,108,2526.0,0.0
C2027Q2T08,VIC1-NSW1,VIC1,2026-03,C2027Q2,T08,1,260,125,6674.0,0.0
C2027Q3T01,NSW1-QLD1,NSW1,2024-09,C2027Q3,T01,1,62,62,3503.0,0.0
C2027Q3T01,NSW1-QLD1,QLD1,2024-09,C2027Q3,T01,1,108,108,30912.0,0.0
C2027Q3T01,V-SA,SA1,2024-09,C2027Q3,T01,1,64,64,4500.7,0.0
C2027Q3T01,V-SA,VIC1,2024-09,C2027Q3,T01,1,73,73,8553.0,0.0
C2027Q3T01,VIC1-NSW1,NSW1,2024-09,C2027Q3,T01,1,108,108,2303.0,0.0
C2027Q3T01,VIC1-NSW1,VIC1,2024-09,C2027Q3,T01,1,125,125,13248.0,0.0
C2027Q3T02,NSW1-QLD1,NSW1,2024-12,C2027Q3,T02,1,62,62,4903.0,0.0
C2027Q3T02,NSW1-QLD1,QLD1,2024-12,C2027Q3,T02,1,123,108,33200.76,0.0
C2027Q3T02,V-SA,SA1,2024-12,C2027Q3,T02,1,65,64,5157.0,0.0
C2027Q3T02,V-SA,VIC1,2024-12,C2027Q3,T02,1,73,73,10000.79,0.0
C2027Q3T02,VIC1-NSW1,NSW1,2024-12,C2027Q3,T02,1,108,108,2658.0,0.0
C2027Q3T02,VIC1-NSW1,VIC1,2024-12,C2027Q3,T02,1,150,125,16600.0,0.0
C2027Q3T03,NSW1-QLD1,NSW1,2026-05,C2027Q3,T03,3,62,62,5055.51,0.0
C2027Q3T03,NSW1-QLD1,QLD1,2026-05,C2027Q3,T03,3,135,108,33771.85,0.0
C2027Q3T03,V-SA,SA1,2026-05,C2027Q3,T03,3,70,70,5414.85,0.0
C2027Q3T03,V-SA,VIC1,2026-05,C2027Q3,T03,3,75,73,11503.0,0.0
C2027Q3T03,VIC1-NSW1,NSW1,2026-05,C2027Q3,T03,3,108,108,2976.22,0.0
C2027Q3T03,VIC1-NSW1,VIC1,2026-05,C2027Q3,T03,3,152,125,18303.0,0.0
C2027Q3T04,NSW1-QLD1,NSW1,2025-06,C2027Q3,T04,1,62,62,4496.2,0.0
C2027Q3T04,NSW1-QLD1,QLD1,2025-06,C2027Q3,T04,1,133,108,29350.32,0.0
C2027Q3T04,V-SA,SA1,2025-06,C2027Q3,T04,1,64,64,4753.0,0.0
C2027Q3T04,V-SA,VIC1,2025-06,C2027Q3,T04,1,75,73,10753.0,0.0
C2027Q3T04,VIC1-NSW1,NSW1,2025-06,C2027Q3,T04,1,109,109,2989.18,0.0
C2027Q3T04,VIC1-NSW1,VIC1,2025-06,C2027Q3,T04,1,150,125,16472.7,0.0
C2027Q3T05,NSW1-QLD1,NSW1,2025-09,C2027Q3,T05,1,70,62,3935.2,0.0
C2027Q3T05,NSW1-QLD1,QLD1,2025-09,C2027Q3,T05,1,131,108,29920.66,0.0
C2027Q3T05,V-SA,SA1,2025-09,C2027Q3,T05,1,68,64,4100.18,0.0
C2027Q3T05,V-SA,VIC1,2025-09,C2027Q3,T05,1,100,73,9961.7,0.0
