quarter,interconnector_id,from_region,surplus_aud
C2025Q2,N-Q-MNSP1,NSW1,21088.23270999999
C2025Q2,N-Q-MNSP1,QLD1,5951900.854480011
C2025Q2,NSW1-QLD1,NSW1,238992.01421000037
C2025Q2,NSW1-QLD1,QLD1,67179751.85146005
C2025Q2,T-V-MNSP1,TAS1,0.0
C2025Q2,T-V-MNSP1,VIC1,0.0
C2025Q2,V-S-MNSP1,SA1,56978.87655000002
C2025Q2,V-S-MNSP1,VIC1,149566.36619999996
C2025Q2,V-SA,SA1,1660486.086990001
C2025Q2,V-SA,VIC1,1171454.3127900052
C2025Q2,VIC1-NSW1,NSW1,5325709.327139997
C2025Q2,VIC1-NSW1,VIC1,7397805.707029989
C2025Q3,N-Q-MNSP1,NSW1,2599.4303900000014
C2025Q3,N-Q-MNSP1,QLD1,1307836.3550800001
C2025Q3,NSW1-QLD1,NSW1,39946.779079999986
C2025Q3,NSW1-QLD1,QLD1,17472661.221180007
C2025Q3,T-V-MNSP1,TAS1,0.0
C2025Q3,T-V-MNSP1,VIC1,0.0
C2025Q3,V-S-MNSP1,SA1,442404.9750300008
C2025Q3,V-S-MNSP1,VIC1,69484.71927999996
C2025Q3,V-SA,SA1,2658274.2003399893
C2025Q3,V-SA,VIC1,8149102.594819992
C2025Q3,VIC1-NSW1,NSW1,2151233.0199899967
C2025Q3,VIC1-NSW1,VIC1,9407543.352690004
C2025Q4,N-Q-MNSP1,NSW1,119372.14257000005
C2025Q4,N-Q-MNSP1,QLD1,839409.3682999999
C2025Q4,NSW1-QLD1,NSW1,1268211.2572199996
C2025Q4,NSW1-QLD1,QLD1,11842262.96187001
C2025Q4,T-V-MNSP1,TAS1,0.0
C2025Q4,T-V-MNSP1,VIC1,0.0
C2025Q4,V-S-MNSP1,SA1,56645.84245000005
C2025Q4,V-S-MNSP1,VIC1,163433.73231999844
C2025Q4,V-SA,SA1,1359975.643590003
C2025Q4,V-SA,VIC1,2770856.4008899964
C2025Q4,VIC1-NSW1,NSW1,-3496409.24451
C2025Q4,VIC1-NSW1,VIC1,11645740.169300025
C2026Q1,N-Q-MNSP1,NSW1,335088.6814799991
C2026Q1,N-Q-MNSP1,QLD1,1504487.9296800005
C2026Q1,NSW1-QLD1,NSW1,3753282.849869998
C2026Q1,NSW1-QLD1,QLD1,12583730.175810013
C2026Q1,T-V-MNSP1,TAS1,0.0
C2026Q1,T-V-MNSP1,VIC1,0.0
C2026Q1,V-S-MNSP1,SA1,-60319.62076999989
C2026Q1,V-S-MNSP1,VIC1,940067.6019300008
C2026Q1,V-SA,SA1,104229.56584999996
C2026Q1,V-SA,VIC1,42810052.57298
C2026Q1,VIC1-NSW1,NSW1,35088.35295999894
C2026Q1,VIC1-NSW1,VIC1,6969002.277829978
