quarter,interconnector_id,from_region,surplus_aud
C2022Q3,N-Q-MNSP1,NSW1,0.0
C2022Q3,N-Q-MNSP1,QLD1,51609.21169983995
C2022Q3,NSW1-QLD1,NSW1,10829.90545236
C2022Q3,NSW1-QLD1,QLD1,2453920.283970748
C2022Q3,T-V-MNSP1,TAS1,0.0
C2022Q3,T-V-MNSP1,VIC1,0.0
C2022Q3,V-S-MNSP1,SA1,68697.85307242002
C2022Q3,V-S-MNSP1,VIC1,184815.35650543
C2022Q3,V-SA,SA1,145831.12303989008
C2022Q3,V-SA,VIC1,270952.8257350095
C2022Q3,VIC1-NSW1,NSW1,63684.795818069906
C2022Q3,VIC1-NSW1,VIC1,2867178.842277541
C2023Q1,N-Q-MNSP1,NSW1,0.0
C2023Q1,N-Q-MNSP1,QLD1,27513.440150899998
C2023Q1,NSW1-QLD1,NSW1,2471.18489478
C2023Q1,NSW1-QLD1,QLD1,237691.0176360901
C2023Q1,T-V-MNSP1,TAS1,0.0
C2023Q1,T-V-MNSP1,VIC1,0.0
C2023Q1,V-S-MNSP1,SA1,8975.304779830003
C2023Q1,V-S-MNSP1,VIC1,2760.3862283700014
C2023Q1,V-SA,SA1,186542.2787273
C2023Q1,V-SA,VIC1,17763.628785730005
C2023Q1,VIC1-NSW1,NSW1,-109248.33632924996
C2023Q1,VIC1-NSW1,VIC1,400774.5463769298
