quarter,interconnector_id,from_region,surplus_aud
C2024Q2,N-Q-MNSP1,NSW1,6107.075379999991
C2024Q2,N-Q-MNSP1,QLD1,845443.0757300019
C2024Q2,NSW1-QLD1,NSW1,298951.6586600001
C2024Q2,NSW1-QLD1,QLD1,18065327.671040043
C2024Q2,T-V-MNSP1,TAS1,0.0
C2024Q2,T-V-MNSP1,VIC1,0.0
C2024Q2,V-S-MNSP1,SA1,356017.96001999936
C2024Q2,V-S-MNSP1,VIC1,672373.53934
C2024Q2,V-SA,SA1,1616224.9110600038
C2024Q2,V-SA,VIC1,2282703.02880999
C2024Q2,VIC1-NSW1,NSW1,4486140.677719998
C2024Q2,VIC1-NSW1,VIC1,5692508.404349987
C2024Q3,N-Q-MNSP1,NSW1,780.8604200000005
C2024Q3,N-Q-MNSP1,QLD1,92843.4531600002
C2024Q3,NSW1-QLD1,NSW1,17587.330139999973
C2024Q3,NSW1-QLD1,QLD1,4273759.712899994
C2024Q3,T-V-MNSP1,TAS1,0.0
C2024Q3,T-V-MNSP1,VIC1,0.0
C2024Q3,V-S-MNSP1,SA1,95251.89259000002
C2024Q3,V-S-MNSP1,VIC1,58420.57170000005
C2024Q3,V-SA,SA1,2036675.4622199978
C2024Q3,V-SA,VIC1,337295.63459999993
C2024Q3,VIC1-NSW1,NSW1,4232082.166620005
C2024Q3,VIC1-NSW1,VIC1,322165.6093100001
C2024Q4,N-Q-MNSP1,NSW1,251788.73604999948
C2024Q4,N-Q-MNSP1,QLD1,1055121.9560500006
C2024Q4,NSW1-QLD1,NSW1,3052115.089649995
C2024Q4,NSW1-QLD1,QLD1,32672148.242279973
C2024Q4,T-V-MNSP1,TAS1,0.0
C2024Q4,T-V-MNSP1,VIC1,0.0
C2024Q4,V-S-MNSP1,SA1,192785.83834
C2024Q4,V-S-MNSP1,VIC1,2053768.9758900066
C2024Q4,V-SA,SA1,2413800.972920004
C2024Q4,V-SA,VIC1,5059352.026519981
C2024Q4,VIC1-NSW1,NSW1,-19663899.180110034
C2024Q4,VIC1-NSW1,VIC1,25932830.969409984
