quarter,interconnector_id,from_region,surplus_aud
C2022Q4,N-Q-MNSP1,NSW1,349.75176852000004
C2022Q4,N-Q-MNSP1,QLD1,73941.21474240992
C2022Q4,NSW1-QLD1,NSW1,74289.61509966993
C2022Q4,NSW1-QLD1,QLD1,662144.6452698901
C2022Q4,T-V-MNSP1,TAS1,0.0
C2022Q4,T-V-MNSP1,VIC1,0.0
C2022Q4,V-S-MNSP1,SA1,6771.316796860001
C2022Q4,V-S-MNSP1,VIC1,164949.56145209997
C2022Q4,V-SA,SA1,350972.66876662953
C2022Q4,V-SA,VIC1,432865.59033973987
C2022Q4,VIC1-NSW1,NSW1,-155766.24087901998
C2022Q4,VIC1-NSW1,VIC1,4356152.15260097
C2023Q1,N-Q-MNSP1,NSW1,0.0
C2023Q1,N-Q-MNSP1,QLD1,5214.243563779999
C2023Q1,NSW1-QLD1,NSW1,25130.17893516
C2023Q1,NSW1-QLD1,QLD1,35851.25038223002
C2023Q1,T-V-MNSP1,TAS1,0.0
C2023Q1,T-V-MNSP1,VIC1,0.0
C2023Q1,V-S-MNSP1,SA1,-29.64210016
C2023Q1,V-S-MNSP1,VIC1,3801.752977000001
C2023Q1,V-SA,SA1,83499.51188159997
C2023Q1,V-SA,VIC1,7413.62977468
C2023Q1,VIC1-NSW1,NSW1,-913.6477708000001
C2023Q1,VIC1-NSW1,VIC1,1044349.7707108103
