quarter,interconnector_id,from_region,surplus_aud
C2025Q2,N-Q-MNSP1,NSW1,36481.01370000003
C2025Q2,N-Q-MNSP1,QLD1,5871920.906279975
C2025Q2,NSW1-QLD1,NSW1,446422.39029000007
C2025Q2,NSW1-QLD1,QLD1,60533490.87919011
C2025Q2,T-V-MNSP1,TAS1,0.0
C2025Q2,T-V-MNSP1,VIC1,0.0
C2025Q2,V-S-MNSP1,SA1,110162.65439000008
C2025Q2,V-S-MNSP1,VIC1,1065813.3656100011
C2025Q2,V-SA,SA1,932286.9393900012
C2025Q2,V-SA,VIC1,4485083.703570001
C2025Q2,VIC1-NSW1,NSW1,-1145274.6835599956
C2025Q2,VIC1-NSW1,VIC1,11599258.882599987
C2025Q3,N-Q-MNSP1,NSW1,1248.3434400000015
C2025Q3,N-Q-MNSP1,QLD1,289490.0658899993
C2025Q3,NSW1-QLD1,NSW1,9992.949839999997
C2025Q3,NSW1-QLD1,QLD1,6393801.890560013
C2025Q3,T-V-MNSP1,TAS1,0.0
C2025Q3,T-V-MNSP1,VIC1,0.0
C2025Q3,V-S-MNSP1,SA1,154983.42834000013
C2025Q3,V-S-MNSP1,VIC1,109766.80952999991
C2025Q3,V-SA,SA1,638333.6980500005
C2025Q3,V-SA,VIC1,6473481.649800002
C2025Q3,VIC1-NSW1,NSW1,1355203.1441899997
C2025Q3,VIC1-NSW1,VIC1,4684495.79275
C2025Q4,N-Q-MNSP1,NSW1,213688.20394999982
C2025Q4,N-Q-MNSP1,QLD1,1769261.0599900028
C2025Q4,NSW1-QLD1,NSW1,2936121.921310001
C2025Q4,NSW1-QLD1,QLD1,19192142.662759975
C2025Q4,T-V-MNSP1,TAS1,0.0
C2025Q4,T-V-MNSP1,VIC1,0.0
C2025Q4,V-S-MNSP1,SA1,192739.09845999998
C2025Q4,V-S-MNSP1,VIC1,715839.901930001
C2025Q4,V-SA,SA1,1383067.5087299922
C2025Q4,V-SA,VIC1,2914394.966319998
C2025Q4,VIC1-NSW1,NSW1,-10726535.139940005
C2025Q4,VIC1-NSW1,VIC1,18857241.660740007
