quarter,interconnector_id,from_region,surplus_aud
C2025Q4,N-Q-MNSP1,NSW1,144314.99573999966
C2025Q4,N-Q-MNSP1,QLD1,1940055.3453199947
C2025Q4,NSW1-QLD1,NSW1,1583951.411389993
C2025Q4,NSW1-QLD1,QLD1,18912645.306710087
C2025Q4,T-V-MNSP1,TAS1,0.0
C2025Q4,T-V-MNSP1,VIC1,0.0
C2025Q4,V-S-MNSP1,SA1,75852.03069999997
C2025Q4,V-S-MNSP1,VIC1,2817.0542700006
C2025Q4,V-SA,SA1,1355844.9747399949
C2025Q4,V-SA,VIC1,2021826.0744699934
C2025Q4,VIC1-NSW1,NSW1,-7386642.477690002
C2025Q4,VIC1-NSW1,VIC1,16424012.577829968
C2026Q1,N-Q-MNSP1,NSW1,4876.035989999999
C2026Q1,N-Q-MNSP1,QLD1,1497191.4527099999
C2026Q1,NSW1-QLD1,NSW1,-64604.02407999987
C2026Q1,NSW1-QLD1,QLD1,12266804.382079992
C2026Q1,T-V-MNSP1,TAS1,0.0
C2026Q1,T-V-MNSP1,VIC1,0.0
C2026Q1,V-S-MNSP1,SA1,-6614.442949999993
C2026Q1,V-S-MNSP1,VIC1,380125.10880000057
C2026Q1,V-SA,SA1,68594.88800000002
C2026Q1,V-SA,VIC1,6792086.404410005
C2026Q1,VIC1-NSW1,NSW1,-240829.39252000014
C2026Q1,VIC1-NSW1,VIC1,1729681.605290002
C2026Q2,N-Q-MNSP1,NSW1,47440.0538799999
C2026Q2,N-Q-MNSP1,QLD1,639107.3843799978
C2026Q2,NSW1-QLD1,NSW1,482610.9216099997
C2026Q2,NSW1-QLD1,QLD1,5715860.13997003
C2026Q2,T-V-MNSP1,TAS1,0.0
C2026Q2,T-V-MNSP1,VIC1,0.0
C2026Q2,V-S-MNSP1,SA1,-2531.1817499999975
C2026Q2,V-S-MNSP1,VIC1,2590135.8844400044
C2026Q2,V-SA,SA1,83105.52783000012
C2026Q2,V-SA,VIC1,9732014.912749995
C2026Q2,VIC1-NSW1,NSW1,703011.5639800001
C2026Q2,VIC1-NSW1,VIC1,17543263.80471993
