quarter,interconnector_id,from_region,surplus_aud
C2024Q4,N-Q-MNSP1,NSW1,110469.86025999993
C2024Q4,N-Q-MNSP1,QLD1,998692.2780800009
C2024Q4,NSW1-QLD1,NSW1,2050612.656930003
C2024Q4,NSW1-QLD1,QLD1,30624257.090740014
C2024Q4,T-V-MNSP1,TAS1,0.0
C2024Q4,T-V-MNSP1,VIC1,0.0
C2024Q4,V-S-MNSP1,SA1,157596.42105999985
C2024Q4,V-S-MNSP1,VIC1,315682.6362199997
C2024Q4,V-SA,SA1,1891695.5919999988
C2024Q4,V-SA,VIC1,1064925.8940799993
C2024Q4,VIC1-NSW1,NSW1,-12834880.595560005
C2024Q4,VIC1-NSW1,VIC1,17147887.912590038
C2025Q1,N-Q-MNSP1,NSW1,49432.08026000002
C2025Q1,N-Q-MNSP1,QLD1,452966.1167400007
C2025Q1,NSW1-QLD1,NSW1,7494132.596029993
C2025Q1,NSW1-QLD1,QLD1,11884982.094610002
C2025Q1,T-V-MNSP1,TAS1,0.0
C2025Q1,T-V-MNSP1,VIC1,0.0
C2025Q1,V-S-MNSP1,SA1,20145.00041000003
C2025Q1,V-S-MNSP1,VIC1,332451.08945000096
C2025Q1,V-SA,SA1,852726.5455299999
C2025Q1,V-SA,VIC1,1265407.4576399978
C2025Q1,VIC1-NSW1,NSW1,-4096111.215909999
C2025Q1,VIC1-NSW1,VIC1,6129346.169410014
C2025Q2,N-Q-MNSP1,NSW1,25079.904260000032
C2025Q2,N-Q-MNSP1,QLD1,7011463.1954500135
C2025Q2,NSW1-QLD1,NSW1,380000.78570000036
C2025Q2,NSW1-QLD1,QLD1,79196976.01512004
C2025Q2,T-V-MNSP1,TAS1,0.0
C2025Q2,T-V-MNSP1,VIC1,0.0
C2025Q2,V-S-MNSP1,SA1,-10681.182599999813
C2025Q2,V-S-MNSP1,VIC1,624280.9275999987
C2025Q2,V-SA,SA1,1616161.2880900044
C2025Q2,V-SA,VIC1,3072853.1532700025
C2025Q2,VIC1-NSW1,NSW1,-6746353.400169975
C2025Q2,VIC1-NSW1,VIC1,15447558.321919946
