quarter,interconnector_id,from_region,surplus_aud
C2024Q3,N-Q-MNSP1,NSW1,8764.109569999997
C2024Q3,N-Q-MNSP1,QLD1,607.0397700000002
C2024Q3,NSW1-QLD1,NSW1,85922.52701
C2024Q3,NSW1-QLD1,QLD1,509188.40072999976
C2024Q3,T-V-MNSP1,TAS1,0.0
C2024Q3,T-V-MNSP1,VIC1,0.0
C2024Q3,V-S-MNSP1,SA1,52623.048870000006
C2024Q3,V-S-MNSP1,VIC1,44080.99865000001
C2024Q3,V-SA,SA1,179994.81319999992
C2024Q3,V-SA,VIC1,196946.12838999997
C2024Q3,VIC1-NSW1,NSW1,-518140.3254400003
C2024Q3,VIC1-NSW1,VIC1,1410319.6761000003
C2024Q4,N-Q-MNSP1,NSW1,230222.68532000043
C2024Q4,N-Q-MNSP1,QLD1,324368.05037000077
C2024Q4,NSW1-QLD1,NSW1,3414572.1679199976
C2024Q4,NSW1-QLD1,QLD1,4695123.808939975
C2024Q4,T-V-MNSP1,TAS1,0.0
C2024Q4,T-V-MNSP1,VIC1,0.0
C2024Q4,V-S-MNSP1,SA1,93926.55983999994
C2024Q4,V-S-MNSP1,VIC1,2258332.8664700007
C2024Q4,V-SA,SA1,1616263.7645799986
C2024Q4,V-SA,VIC1,5154016.786509996
C2024Q4,VIC1-NSW1,NSW1,-10863479.115330003
C2024Q4,VIC1-NSW1,VIC1,17961221.532079935
C2025Q1,N-Q-MNSP1,NSW1,23109.994400000003
C2025Q1,N-Q-MNSP1,QLD1,14303.200570000026
C2025Q1,NSW1-QLD1,NSW1,1978000.3185400027
C2025Q1,NSW1-QLD1,QLD1,2198631.3488900014
C2025Q1,T-V-MNSP1,TAS1,0.0
C2025Q1,T-V-MNSP1,VIC1,0.0
C2025Q1,V-S-MNSP1,SA1,33193.02140999999
C2025Q1,V-S-MNSP1,VIC1,306361.44450000016
C2025Q1,V-SA,SA1,243990.17511000027
C2025Q1,V-SA,VIC1,978260.5009599994
C2025Q1,VIC1-NSW1,NSW1,-1087707.4111300013
C2025Q1,VIC1-NSW1,VIC1,4518873.1955
C2025Q2,N-Q-MNSP1,NSW1,42970.676129999934
C2025Q2,N-Q-MNSP1,QLD1,1285464.1427200034
C2025Q2,NSW1-QLD1,NSW1,871701.8275100002
C2025Q2,NSW1-QLD1,QLD1,16719534.56414992
C2025Q2,T-V-MNSP1,TAS1,0.0
C2025Q2,T-V-MNSP1,VIC1,0.0
C2025Q2,V-S-MNSP1,SA1,-19907.96808999996
C2025Q2,V-S-MNSP1,VIC1,1508531.6943600012
C2025Q2,V-SA,SA1,361475.44038999954
C2025Q2,V-SA,VIC1,6040800.5193400085
C2025Q2,VIC1-NSW1,NSW1,-16694957.064130006
C2025Q2,VIC1-NSW1,VIC1,15309920.937050018
