quarter,interconnector_id,from_region,surplus_aud
C2025Q2,N-Q-MNSP1,NSW1,6403.794679999997
C2025Q2,N-Q-MNSP1,QLD1,1166150.1076599983
C2025Q2,NSW1-QLD1,NSW1,214834.25749999954
C2025Q2,NSW1-QLD1,QLD1,12852324.004020017
C2025Q2,T-V-MNSP1,TAS1,0.0
C2025Q2,T-V-MNSP1,VIC1,0.0
C2025Q2,V-S-MNSP1,SA1,-72559.56297999993
C2025Q2,V-S-MNSP1,VIC1,469884.5084899998
C2025Q2,V-SA,SA1,19401.69640999985
C2025Q2,V-SA,VIC1,1911294.4615099994
C2025Q2,VIC1-NSW1,NSW1,-12079965.282590006
C2025Q2,VIC1-NSW1,VIC1,8221627.774249996
C2025Q3,N-Q-MNSP1,NSW1,25396.20306000002
C2025Q3,N-Q-MNSP1,QLD1,382756.49028999783
C2025Q3,NSW1-QLD1,NSW1,245664.54531000002
C2025Q3,NSW1-QLD1,QLD1,9391064.777690003
C2025Q3,T-V-MNSP1,TAS1,0.0
C2025Q3,T-V-MNSP1,VIC1,0.0
C2025Q3,V-S-MNSP1,SA1,141620.8428699998
C2025Q3,V-S-MNSP1,VIC1,1491281.3818199902
C2025Q3,V-SA,SA1,771376.2282399992
C2025Q3,V-SA,VIC1,3963638.36637999
C2025Q3,VIC1-NSW1,NSW1,2095906.1038499998
C2025Q3,VIC1-NSW1,VIC1,12972907.974289956
C2025Q4,N-Q-MNSP1,NSW1,293301.9706300006
C2025Q4,N-Q-MNSP1,QLD1,1536391.852350002
C2025Q4,NSW1-QLD1,NSW1,3736875.822459996
C2025Q4,NSW1-QLD1,QLD1,23313880.35957999
C2025Q4,T-V-MNSP1,TAS1,0.0
C2025Q4,T-V-MNSP1,VIC1,0.0
C2025Q4,V-S-MNSP1,SA1,201194.15164999964
C2025Q4,V-S-MNSP1,VIC1,663830.7827999996
C2025Q4,V-SA,SA1,2134477.936690005
C2025Q4,V-SA,VIC1,4640489.5072499905
C2025Q4,VIC1-NSW1,NSW1,-9551575.355240017
C2025Q4,VIC1-NSW1,VIC1,20848504.58436013
