quarter,interconnector_id,from_region,surplus_aud
C2024Q3,N-Q-MNSP1,NSW1,48802.192569999956
C2024Q3,N-Q-MNSP1,QLD1,1578060.161830004
C2024Q3,NSW1-QLD1,NSW1,545325.1985799999
C2024Q3,NSW1-QLD1,QLD1,32687816.834859952
C2024Q3,T-V-MNSP1,TAS1,0.0
C2024Q3,T-V-MNSP1,VIC1,0.0
C2024Q3,V-S-MNSP1,SA1,1714380.9051
C2024Q3,V-S-MNSP1,VIC1,1134935.1512900016
C2024Q3,V-SA,SA1,4473672.732140022
C2024Q3,V-SA,VIC1,3681953.5192599995
C2024Q3,VIC1-NSW1,NSW1,1034528.4103699989
C2024Q3,VIC1-NSW1,VIC1,14502215.498899985
C2024Q4,N-Q-MNSP1,NSW1,26805.452129999994
C2024Q4,N-Q-MNSP1,QLD1,444303.7044500012
C2024Q4,NSW1-QLD1,NSW1,826953.8190000004
C2024Q4,NSW1-QLD1,QLD1,5538491.435249996
C2024Q4,T-V-MNSP1,TAS1,0.0
C2024Q4,T-V-MNSP1,VIC1,0.0
C2024Q4,V-S-MNSP1,SA1,79532.69365000007
C2024Q4,V-S-MNSP1,VIC1,1546571.5264500007
C2024Q4,V-SA,SA1,825508.9851100014
C2024Q4,V-SA,VIC1,3441280.7189800027
C2024Q4,VIC1-NSW1,NSW1,-9717407.23184001
C2024Q4,VIC1-NSW1,VIC1,10711181.386590006
C2025Q1,N-Q-MNSP1,NSW1,38735.625190000086
C2025Q1,N-Q-MNSP1,QLD1,1222601.2610499954
C2025Q1,NSW1-QLD1,NSW1,923429.8103100006
C2025Q1,NSW1-QLD1,QLD1,21779193.720030043
C2025Q1,T-V-MNSP1,TAS1,0.0
C2025Q1,T-V-MNSP1,VIC1,0.0
C2025Q1,V-S-MNSP1,SA1,28985.595829999995
C2025Q1,V-S-MNSP1,VIC1,372860.279699999
C2025Q1,V-SA,SA1,804135.4254999988
C2025Q1,V-SA,VIC1,6022240.469300007
C2025Q1,VIC1-NSW1,NSW1,-2504814.787970001
C2025Q1,VIC1-NSW1,VIC1,11188852.956050063
