quarter,interconnector_id,from_region,surplus_aud
C2024Q1,N-Q-MNSP1,NSW1,277.01806806999997
C2024Q1,N-Q-MNSP1,QLD1,2210.995771370001
C2024Q1,NSW1-QLD1,NSW1,9167.094037910005
C2024Q1,NSW1-QLD1,QLD1,20040.130363999986
C2024Q1,T-V-MNSP1,TAS1,0.0
C2024Q1,T-V-MNSP1,VIC1,0.0
C2024Q1,V-S-MNSP1,SA1,20.59046179
C2024Q1,V-S-MNSP1,VIC1,140382.13143384008
C2024Q1,V-SA,SA1,1433.0984556000008
C2024Q1,V-SA,VIC1,448186.6093203097
C2024Q1,VIC1-NSW1,NSW1,39734.35585231999
C2024Q1,VIC1-NSW1,VIC1,1504.0001278599998
