quarter,interconnector_id,from_region,surplus_aud
C2021Q2,N-Q-MNSP1,NSW1,38489.72212552
C2021Q2,N-Q-MNSP1,QLD1,-27020.26818538001
C2021Q2,NSW1-QLD1,NSW1,750122.2360753901
C2021Q2,NSW1-QLD1,QLD1,-645930.86223704
C2021Q2,T-V-MNSP1,TAS1,0.0
C2021Q2,T-V-MNSP1,VIC1,0.0
C2021Q2,V-S-MNSP1,SA1,4063.20712149
C2021Q2,V-S-MNSP1,VIC1,81612.60399474994
C2021Q2,V-SA,SA1,69612.28311803003
C2021Q2,V-SA,VIC1,288306.14122406975
C2021Q2,VIC1-NSW1,NSW1,36960.13098604001
C2021Q2,VIC1-NSW1,VIC1,23052955.10274826
C2022Q1,N-Q-MNSP1,NSW1,20725.16314993
C2022Q1,N-Q-MNSP1,QLD1,-1.17299998
C2022Q1,NSW1-QLD1,NSW1,230392.30156807986
C2022Q1,NSW1-QLD1,QLD1,-31.73592266
C2022Q1,T-V-MNSP1,TAS1,0.0
C2022Q1,T-V-MNSP1,VIC1,0.0
C2022Q1,V-S-MNSP1,SA1,200.02942923
C2022Q1,V-S-MNSP1,VIC1,1450.33731514
C2022Q1,V-SA,SA1,97248.12332363003
C2022Q1,V-SA,VIC1,23088.33480275
C2022Q1,VIC1-NSW1,NSW1,-22529.04906087
C2022Q1,VIC1-NSW1,VIC1,347793.62702555
