quarter,interconnector_id,from_region,surplus_aud
C2024Q2,N-Q-MNSP1,NSW1,1979.8667499999997
C2024Q2,N-Q-MNSP1,QLD1,992035.464739996
C2024Q2,NSW1-QLD1,NSW1,54913.693139999974
C2024Q2,NSW1-QLD1,QLD1,19119113.891660053
C2024Q2,T-V-MNSP1,TAS1,0.0
C2024Q2,T-V-MNSP1,VIC1,0.0
C2024Q2,V-S-MNSP1,SA1,501315.1201200011
C2024Q2,V-S-MNSP1,VIC1,1828922.6288600035
C2024Q2,V-SA,SA1,1303630.8939900014
C2024Q2,V-SA,VIC1,2036702.9544899995
C2024Q2,VIC1-NSW1,NSW1,4663275.845810008
C2024Q2,VIC1-NSW1,VIC1,4821506.013959997
C2024Q3,N-Q-MNSP1,NSW1,64064.9674799999
C2024Q3,N-Q-MNSP1,QLD1,347049.03439999995
C2024Q3,NSW1-QLD1,NSW1,646074.1707399996
C2024Q3,NSW1-QLD1,QLD1,4715720.547810016
C2024Q3,T-V-MNSP1,TAS1,0.0
C2024Q3,T-V-MNSP1,VIC1,0.0
C2024Q3,V-S-MNSP1,SA1,314307.08249000006
C2024Q3,V-S-MNSP1,VIC1,720799.3092800003
C2024Q3,V-SA,SA1,2751503.6024500052
C2024Q3,V-SA,VIC1,5831990.641129998
C2024Q3,VIC1-NSW1,NSW1,2767338.693179996
C2024Q3,VIC1-NSW1,VIC1,17043404.581589997
C2024Q4,N-Q-MNSP1,NSW1,135353.72424999977
C2024Q4,N-Q-MNSP1,QLD1,127321.12221999986
C2024Q4,NSW1-QLD1,NSW1,3686944.6518800003
C2024Q4,NSW1-QLD1,QLD1,11633104.746829955
C2024Q4,T-V-MNSP1,TAS1,0.0
C2024Q4,T-V-MNSP1,VIC1,0.0
C2024Q4,V-S-MNSP1,SA1,46694.214439999996
C2024Q4,V-S-MNSP1,VIC1,1289799.510199999
C2024Q4,V-SA,SA1,886072.6418899996
C2024Q4,V-SA,VIC1,2313920.4558199947
C2024Q4,VIC1-NSW1,NSW1,-11861206.864430001
C2024Q4,VIC1-NSW1,VIC1,16153742.537199978
C2025Q1,N-Q-MNSP1,NSW1,46472.35294999995
C2025Q1,N-Q-MNSP1,QLD1,67257.29738000003
C2025Q1,NSW1-QLD1,NSW1,8249445.513699992
C2025Q1,NSW1-QLD1,QLD1,6093590.811759994
C2025Q1,T-V-MNSP1,TAS1,0.0
C2025Q1,T-V-MNSP1,VIC1,0.0
C2025Q1,V-S-MNSP1,SA1,47396.09827999997
C2025Q1,V-S-MNSP1,VIC1,356717.64679000137
C2025Q1,V-SA,SA1,848410.6554900003
C2025Q1,V-SA,VIC1,1472103.563200001
C2025Q1,VIC1-NSW1,NSW1,-2992241.6141100037
C2025Q1,VIC1-NSW1,VIC1,6335729.280009982
