quarter,interconnector_id,from_region,surplus_aud
C2025Q3,N-Q-MNSP1,NSW1,8821.251890000003
C2025Q3,N-Q-MNSP1,QLD1,836858.9631099964
C2025Q3,NSW1-QLD1,NSW1,114603.08150000006
C2025Q3,NSW1-QLD1,QLD1,6550928.305259969
C2025Q3,T-V-MNSP1,TAS1,0.0
C2025Q3,T-V-MNSP1,VIC1,0.0
C2025Q3,V-S-MNSP1,SA1,194908.92682999975
C2025Q3,V-S-MNSP1,VIC1,307636.37428999983
C2025Q3,V-SA,SA1,1068041.3969299982
C2025Q3,V-SA,VIC1,3016200.2284099893
C2025Q3,VIC1-NSW1,NSW1,782612.0693699993
C2025Q3,VIC1-NSW1,VIC1,10690901.62855
C2025Q4,N-Q-MNSP1,NSW1,109182.39731000006
C2025Q4,N-Q-MNSP1,QLD1,589889.309880002
C2025Q4,NSW1-QLD1,NSW1,1851467.3251099947
C2025Q4,NSW1-QLD1,QLD1,11530065.200970069
C2025Q4,T-V-MNSP1,TAS1,0.0
C2025Q4,T-V-MNSP1,VIC1,0.0
C2025Q4,V-S-MNSP1,SA1,118439.43098999998
C2025Q4,V-S-MNSP1,VIC1,669871.2688099993
C2025Q4,V-SA,SA1,948938.6040000007
C2025Q4,V-SA,VIC1,2746530.9294000017
C2025Q4,VIC1-NSW1,NSW1,-5184078.575689998
C2025Q4,VIC1-NSW1,VIC1,10729365.504480034
C2026Q1,N-Q-MNSP1,NSW1,20557.525469999982
C2026Q1,N-Q-MNSP1,QLD1,306193.0917799988
C2026Q1,NSW1-QLD1,NSW1,243458.63235000038
C2026Q1,NSW1-QLD1,QLD1,4111948.7125400016
C2026Q1,T-V-MNSP1,TAS1,0.0
C2026Q1,T-V-MNSP1,VIC1,0.0
C2026Q1,V-S-MNSP1,SA1,-950.7276800000001
C2026Q1,V-S-MNSP1,VIC1,530621.5358399998
C2026Q1,V-SA,SA1,102190.38076000023
C2026Q1,V-SA,VIC1,3382001.685479998
C2026Q1,VIC1-NSW1,NSW1,-1473003.8279899994
C2026Q1,VIC1-NSW1,VIC1,7063240.480059988
C2026Q2,N-Q-MNSP1,NSW1,22070.101339999983
C2026Q2,N-Q-MNSP1,QLD1,262186.8734499998
C2026Q2,NSW1-QLD1,NSW1,260363.01884000012
C2026Q2,NSW1-QLD1,QLD1,3363995.5860499977
C2026Q2,T-V-MNSP1,TAS1,0.0
C2026Q2,T-V-MNSP1,VIC1,0.0
C2026Q2,V-S-MNSP1,SA1,-818.4038299999991
C2026Q2,V-S-MNSP1,VIC1,1761731.067149994
C2026Q2,V-SA,SA1,28239.77352
C2026Q2,V-SA,VIC1,6617295.368200025
C2026Q2,VIC1-NSW1,NSW1,-154414.59258000186
C2026Q2,VIC1-NSW1,VIC1,10274066.078659985
