quarter,interconnector_id,from_region,surplus_aud
C2025Q1,N-Q-MNSP1,NSW1,23252.794700000024
C2025Q1,N-Q-MNSP1,QLD1,453816.42560999905
C2025Q1,NSW1-QLD1,NSW1,346000.7324699997
C2025Q1,NSW1-QLD1,QLD1,10433618.608040037
C2025Q1,T-V-MNSP1,TAS1,0.0
C2025Q1,T-V-MNSP1,VIC1,0.0
C2025Q1,V-S-MNSP1,SA1,13903.677930000003
C2025Q1,V-S-MNSP1,VIC1,298741.30691000086
C2025Q1,V-SA,SA1,536132.59618
C2025Q1,V-SA,VIC1,5020145.6162999915
C2025Q1,VIC1-NSW1,NSW1,-1657533.9631800102
C2025Q1,VIC1-NSW1,VIC1,5244252.107899996
C2025Q2,N-Q-MNSP1,NSW1,15147.213250000015
C2025Q2,N-Q-MNSP1,QLD1,931358.8179900002
C2025Q2,NSW1-QLD1,NSW1,246585.37916999983
C2025Q2,NSW1-QLD1,QLD1,8286168.246270005
C2025Q2,T-V-MNSP1,TAS1,0.0
C2025Q2,T-V-MNSP1,VIC1,0.0
C2025Q2,V-S-MNSP1,SA1,51962.081670000014
C2025Q2,V-S-MNSP1,VIC1,1027389.3828600008
C2025Q2,V-SA,SA1,379105.1894300013
C2025Q2,V-SA,VIC1,3708566.960369992
C2025Q2,VIC1-NSW1,NSW1,-9350963.834319986
C2025Q2,VIC1-NSW1,VIC1,9313398.531740014
C2025Q3,N-Q-MNSP1,NSW1,19752.47774999998
C2025Q3,N-Q-MNSP1,QLD1,1499319.061390002
C2025Q3,NSW1-QLD1,NSW1,213459.60139999978
C2025Q3,NSW1-QLD1,QLD1,19782390.13150988
C2025Q3,T-V-MNSP1,TAS1,0.0
C2025Q3,T-V-MNSP1,VIC1,0.0
C2025Q3,V-S-MNSP1,SA1,608817.8482899986
C2025Q3,V-S-MNSP1,VIC1,383584.81406000076
C2025Q3,V-SA,SA1,3042205.5926999985
C2025Q3,V-SA,VIC1,3445145.471379995
C2025Q3,VIC1-NSW1,NSW1,2676647.6645199964
C2025Q3,VIC1-NSW1,VIC1,19624135.557800014
