quarter,interconnector_id,from_region,surplus_aud
C2025Q3,N-Q-MNSP1,NSW1,22797.521270000034
C2025Q3,N-Q-MNSP1,QLD1,417354.79837000085
C2025Q3,NSW1-QLD1,NSW1,286887.1642200007
C2025Q3,NSW1-QLD1,QLD1,7610975.157470003
C2025Q3,T-V-MNSP1,TAS1,0.0
C2025Q3,T-V-MNSP1,VIC1,0.0
C2025Q3,V-S-MNSP1,SA1,272457.6961499999
C2025Q3,V-S-MNSP1,VIC1,1517939.609119999
C2025Q3,V-SA,SA1,662306.5508699977
C2025Q3,V-SA,VIC1,4608995.936800009
C2025Q3,VIC1-NSW1,NSW1,1684274.247059993
C2025Q3,VIC1-NSW1,VIC1,18257722.423819955
C2025Q4,N-Q-MNSP1,NSW1,13363.95691999999
C2025Q4,N-Q-MNSP1,QLD1,649831.4086500007
C2025Q4,NSW1-QLD1,NSW1,87293.00410000005
C2025Q4,NSW1-QLD1,QLD1,3313738.744600005
C2025Q4,T-V-MNSP1,TAS1,0.0
C2025Q4,T-V-MNSP1,VIC1,0.0
C2025Q4,V-S-MNSP1,SA1,34341.39792
C2025Q4,V-S-MNSP1,VIC1,251743.2090900004
C2025Q4,V-SA,SA1,157762.8001700002
C2025Q4,V-SA,VIC1,866525.9393000014
C2025Q4,VIC1-NSW1,NSW1,-3299026.81348
C2025Q4,VIC1-NSW1,VIC1,5938794.543950002
C2026Q1,N-Q-MNSP1,NSW1,430077.450620001
C2026Q1,N-Q-MNSP1,QLD1,2025238.460930008
C2026Q1,NSW1-QLD1,NSW1,4909580.966849988
C2026Q1,NSW1-QLD1,QLD1,24009456.296089977
C2026Q1,T-V-MNSP1,TAS1,0.0
C2026Q1,T-V-MNSP1,VIC1,0.0
C2026Q1,V-S-MNSP1,SA1,-90033.18182000003
C2026Q1,V-S-MNSP1,VIC1,1071964.6798200035
C2026Q1,V-SA,SA1,205132.97032000052
C2026Q1,V-SA,VIC1,44501868.53685018
C2026Q1,VIC1-NSW1,NSW1,-4637235.654919989
C2026Q1,VIC1-NSW1,VIC1,13892738.38822001
