quarter,interconnector_id,from_region,surplus_aud
C2022Q3,N-Q-MNSP1,NSW1,0.0
C2022Q3,N-Q-MNSP1,QLD1,110035.14342896997
C2022Q3,NSW1-QLD1,NSW1,-425.5839239
C2022Q3,NSW1-QLD1,QLD1,4364765.98790076
C2022Q3,T-V-MNSP1,TAS1,0.0
C2022Q3,T-V-MNSP1,VIC1,0.0
C2022Q3,V-S-MNSP1,SA1,7445.343468840003
C2022Q3,V-S-MNSP1,VIC1,5964834.981332047
C2022Q3,V-SA,SA1,99817.55115761994
C2022Q3,V-SA,VIC1,2147389.3336926205
C2022Q3,VIC1-NSW1,NSW1,498396.17210964
C2022Q3,VIC1-NSW1,VIC1,1029745.701344269
C2023Q1,N-Q-MNSP1,NSW1,50.33914172
C2023Q1,N-Q-MNSP1,QLD1,2631.2078703899997
C2023Q1,NSW1-QLD1,NSW1,7658.208710789998
C2023Q1,NSW1-QLD1,QLD1,11528.318058199991
C2023Q1,T-V-MNSP1,TAS1,0.0
C2023Q1,T-V-MNSP1,VIC1,0.0
C2023Q1,V-S-MNSP1,SA1,0.0
C2023Q1,V-S-MNSP1,VIC1,2653.7610806299995
C2023Q1,V-SA,SA1,20151.738731799996
C2023Q1,V-SA,VIC1,5707.85752584
C2023Q1,VIC1-NSW1,NSW1,-183919.77990264003
C2023Q1,VIC1-NSW1,VIC1,132105.88754944995
