quarter,interconnector_id,from_region,surplus_aud
C2025Q1,N-Q-MNSP1,NSW1,76105.11627000003
C2025Q1,N-Q-MNSP1,QLD1,89499.7215200001
C2025Q1,NSW1-QLD1,NSW1,8470778.20394001
C2025Q1,NSW1-QLD1,QLD1,6219988.476980007
C2025Q1,T-V-MNSP1,TAS1,0.0
C2025Q1,T-V-MNSP1,VIC1,0.0
C2025Q1,V-S-MNSP1,SA1,76283.84421000004
C2025Q1,V-S-MNSP1,VIC1,314876.8919300002
C2025Q1,V-SA,SA1,1071257.0187100004
C2025Q1,V-SA,VIC1,1217796.5742499942
C2025Q1,VIC1-NSW1,NSW1,-2743588.9572400027
C2025Q1,VIC1-NSW1,VIC1,11004766.282410001
C2025Q2,N-Q-MNSP1,NSW1,21291.976360000004
C2025Q2,N-Q-MNSP1,QLD1,85858.77482999998
C2025Q2,NSW1-QLD1,NSW1,436987.96721000003
C2025Q2,NSW1-QLD1,QLD1,1774771.5722299998
C2025Q2,T-V-MNSP1,TAS1,0.0
C2025Q2,T-V-MNSP1,VIC1,0.0
C2025Q2,V-S-MNSP1,SA1,9225.203119999996
C2025Q2,V-S-MNSP1,VIC1,199147.93738999945
C2025Q2,V-SA,SA1,26162.55241000003
C2025Q2,V-SA,VIC1,1114069.7862199966
C2025Q2,VIC1-NSW1,NSW1,-4611136.929599997
C2025Q2,VIC1-NSW1,VIC1,1635575.3872500015
C2025Q3,N-Q-MNSP1,NSW1,27058.46726999998
C2025Q3,N-Q-MNSP1,QLD1,890892.5533299968
C2025Q3,NSW1-QLD1,NSW1,283474.5689199999
C2025Q3,NSW1-QLD1,QLD1,19263093.991189893
C2025Q3,T-V-MNSP1,TAS1,0.0
C2025Q3,T-V-MNSP1,VIC1,0.0
C2025Q3,V-S-MNSP1,SA1,587584.7651599989
C2025Q3,V-S-MNSP1,VIC1,1473077.823549998
C2025Q3,V-SA,SA1,2333402.4078499917
C2025Q3,V-SA,VIC1,3914221.848810012
C2025Q3,VIC1-NSW1,NSW1,3319823.705920004
C2025Q3,VIC1-NSW1,VIC1,20197280.75577007
