quarter,interconnector_id,from_region,surplus_aud
C2022Q4,N-Q-MNSP1,NSW1,298.4698750900001
C2022Q4,N-Q-MNSP1,QLD1,196388.23222478037
C2022Q4,NSW1-QLD1,NSW1,1544035.59540876
C2022Q4,NSW1-QLD1,QLD1,1475825.1927334743
C2022Q4,T-V-MNSP1,TAS1,0.0
C2022Q4,T-V-MNSP1,VIC1,0.0
C2022Q4,V-S-MNSP1,SA1,15202.090407919992
C2022Q4,V-S-MNSP1,VIC1,534438.1332588508
C2022Q4,V-SA,SA1,740441.1478139793
C2022Q4,V-SA,VIC1,1384750.6758148521
C2022Q4,VIC1-NSW1,NSW1,-493506.7457813005
C2022Q4,VIC1-NSW1,VIC1,6597464.350098756
C2023Q1,N-Q-MNSP1,NSW1,0.0
C2023Q1,N-Q-MNSP1,QLD1,3232.9070788300005
C2023Q1,NSW1-QLD1,NSW1,7980.794370620003
C2023Q1,NSW1-QLD1,QLD1,7643.717958090001
C2023Q1,T-V-MNSP1,TAS1,0.0
C2023Q1,T-V-MNSP1,VIC1,0.0
C2023Q1,V-S-MNSP1,SA1,0.0
C2023Q1,V-S-MNSP1,VIC1,142976.93829586997
C2023Q1,V-SA,SA1,587.7050574799999
C2023Q1,V-SA,VIC1,295374.3121352497
C2023Q1,VIC1-NSW1,NSW1,1147.1528417700001
C2023Q1,VIC1-NSW1,VIC1,139778.98676398
