quarter,interconnector_id,from_region,surplus_aud
C2025Q3,N-Q-MNSP1,NSW1,10951.311970000006
C2025Q3,N-Q-MNSP1,QLD1,693911.0173999994
C2025Q3,NSW1-QLD1,NSW1,99497.00867000002
C2025Q3,NSW1-QLD1,QLD1,13443690.988059975
C2025Q3,T-V-MNSP1,TAS1,0.0
C2025Q3,T-V-MNSP1,VIC1,0.0
C2025Q3,V-S-MNSP1,SA1,417723.85556000104
C2025Q3,V-S-MNSP1,VIC1,82727.60859999986
C2025Q3,V-SA,SA1,2043781.9149699972
C2025Q3,V-SA,VIC1,403319.44517000014
C2025Q3,VIC1-NSW1,NSW1,1868445.5979200003
C2025Q3,VIC1-NSW1,VIC1,9105595.547500018
C2025Q4,N-Q-MNSP1,NSW1,100539.03520000011
C2025Q4,N-Q-MNSP1,QLD1,744570.8595899978
C2025Q4,NSW1-QLD1,NSW1,1116246.6220900004
C2025Q4,NSW1-QLD1,QLD1,5891790.131900021
C2025Q4,T-V-MNSP1,TAS1,0.0
C2025Q4,T-V-MNSP1,VIC1,0.0
C2025Q4,V-S-MNSP1,SA1,99389.40251999996
C2025Q4,V-S-MNSP1,VIC1,433024.95714999933
C2025Q4,V-SA,SA1,1034851.6713000002
C2025Q4,V-SA,VIC1,1643855.2908999992
C2025Q4,VIC1-NSW1,NSW1,32525.0422200007
C2025Q4,VIC1-NSW1,VIC1,10679949.088870073
C2026Q1,N-Q-MNSP1,NSW1,128790.7313800001
C2026Q1,N-Q-MNSP1,QLD1,816034.393649999
C2026Q1,NSW1-QLD1,NSW1,1506996.0380000023
C2026Q1,NSW1-QLD1,QLD1,15471880.823189968
C2026Q1,T-V-MNSP1,TAS1,0.0
C2026Q1,T-V-MNSP1,VIC1,0.0
C2026Q1,V-S-MNSP1,SA1,-35789.329389999926
C2026Q1,V-S-MNSP1,VIC1,1098873.8086700065
C2026Q1,V-SA,SA1,189938.37068000014
C2026Q1,V-SA,VIC1,6272833.413709984
C2026Q1,VIC1-NSW1,NSW1,-6335676.282149982
C2026Q1,VIC1-NSW1,VIC1,13772913.564809965
