month,dataset,dataset_status,rows,files,min_interval,max_interval,blocker
2020-07,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2020-07,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2020-07,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2020-08,DISPATCHPRICE,MISSING,0,,,,
2020-08,DISPATCHREGIONSUM,MISSING,0,,,,
2020-08,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2020-08,DISPATCHCONSTRAINT,AVAILABLE,8928,1.0,2020-07-31T14:05:00Z,2020-08-31T14:00:00Z,
2020-08,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2020-08,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2020-08,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2020-08,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2020-08,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2020-08,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2020-09,DISPATCHPRICE,MISSING,0,,,,
2020-09,DISPATCHREGIONSUM,MISSING,0,,,,
2020-09,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2020-09,DISPATCHCONSTRAINT,AVAILABLE,8640,1.0,2020-08-31T14:05:00Z,2020-09-30T14:00:00Z,
2020-09,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2020-09,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2020-09,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2020-09,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2020-09,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2020-09,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2020-10,DISPATCHPRICE,MISSING,0,,,,
2020-10,DISPATCHREGIONSUM,MISSING,0,,,,
2020-10,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2020-10,DISPATCHCONSTRAINT,AVAILABLE,8928,1.0,2020-09-30T14:05:00Z,2020-10-31T14:00:00Z,
2020-10,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2020-10,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2020-10,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2020-10,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2020-10,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2020-10,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2020-11,DISPATCHPRICE,MISSING,0,,,,
2020-11,DISPATCHREGIONSUM,MISSING,0,,,,
2020-11,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2020-11,DISPATCHCONSTRAINT,AVAILABLE,8640,1.0,2020-10-31T14:05:00Z,2020-11-30T14:00:00Z,
2020-11,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2020-11,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2020-11,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2020-11,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2020-11,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2020-11,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2020-12,DISPATCHPRICE,MISSING,0,,,,
2020-12,DISPATCHREGIONSUM,MISSING,0,,,,
2020-12,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2020-12,DISPATCHCONSTRAINT,AVAILABLE,8928,1.0,2020-11-30T14:05:00Z,2020-12-31T14:00:00Z,
2020-12,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2020-12,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2020-12,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2020-12,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2020-12,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2020-12,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2021-01,DISPATCHPRICE,MISSING,0,,,,
2021-01,DISPATCHREGIONSUM,MISSING,0,,,,
2021-01,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2021-01,DISPATCHCONSTRAINT,AVAILABLE,8928,1.0,2020-12-31T14:05:00Z,2021-01-31T14:00:00Z,
2021-01,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2021-01,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2021-01,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2021-01,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2021-01,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2021-01,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2021-02,DISPATCHPRICE,MISSING,0,,,,
2021-02,DISPATCHREGIONSUM,MISSING,0,,,,
2021-02,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2021-02,DISPATCHCONSTRAINT,AVAILABLE,8064,1.0,2021-01-31T14:05:00Z,2021-02-28T14:00:00Z,
2021-02,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2021-02,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2021-02,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2021-02,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2021-02,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2021-02,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2021-03,DISPATCHPRICE,MISSING,0,,,,
2021-03,DISPATCHREGIONSUM,MISSING,0,,,,
2021-03,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2021-03,DISPATCHCONSTRAINT,AVAILABLE,8928,1.0,2021-02-28T14:05:00Z,2021-03-31T14:00:00Z,
2021-03,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2021-03,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2021-03,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2021-03,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2021-03,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2021-03,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2021-04,DISPATCHPRICE,MISSING,0,,,,
2021-04,DISPATCHREGIONSUM,MISSING,0,,,,
2021-04,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2021-04,DISPATCHCONSTRAINT,AVAILABLE,8640,1.0,2021-03-31T14:05:00Z,2021-04-30T14:00:00Z,
2021-04,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2021-04,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2021-04,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2021-04,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2021-04,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2021-04,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2021-05,DISPATCHPRICE,MISSING,0,,,,
2021-05,DISPATCHREGIONSUM,MISSING,0,,,,
2021-05,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2021-05,DISPATCHCONSTRAINT,AVAILABLE,8928,1.0,2021-04-30T14:05:00Z,2021-05-31T14:00:00Z,
2021-05,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2021-05,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2021-05,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2021-05,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2021-05,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2021-05,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2021-06,DISPATCHPRICE,MISSING,0,,,,
2021-06,DISPATCHREGIONSUM,MISSING,0,,,,
2021-06,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2021-06,DISPATCHCONSTRAINT,AVAILABLE,8640,1.0,2021-05-31T14:05:00Z,2021-06-30T14:00:00Z,
2021-06,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2021-06,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2021-06,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2021-06,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2021-06,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2021-06,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2021-07,DISPATCHPRICE,MISSING,0,,,,
2021-07,DISPATCHREGIONSUM,MISSING,0,,,,
2021-07,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2021-07,DISPATCHCONSTRAINT,AVAILABLE,8928,1.0,2021-06-30T14:05:00Z,2021-07-31T14:00:00Z,
2021-07,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2021-07,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2021-07,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2021-07,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2021-07,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2021-07,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2021-08,DISPATCHPRICE,MISSING,0,,,,
2021-08,DISPATCHREGIONSUM,MISSING,0,,,,
2021-08,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2021-08,DISPATCHCONSTRAINT,AVAILABLE,8928,1.0,2021-07-31T14:05:00Z,2021-08-31T14:00:00Z,
2021-08,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2021-08,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2021-08,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2021-08,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2021-08,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2021-08,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2021-09,DISPATCHPRICE,MISSING,0,,,,
2021-09,DISPATCHREGIONSUM,MISSING,0,,,,
2021-09,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2021-09,DISPATCHCONSTRAINT,AVAILABLE,8640,1.0,2021-08-31T14:05:00Z,2021-09-30T14:00:00Z,
2021-09,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2021-09,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2021-09,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2021-09,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2021-09,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2021-09,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2021-10,DISPATCHPRICE,MISSING,0,,,,
2021-10,DISPATCHREGIONSUM,MISSING,0,,,,
2021-10,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2021-10,DISPATCHCONSTRAINT,AVAILABLE,8928,1.0,2021-09-30T14:05:00Z,2021-10-31T14:00:00Z,
2021-10,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2021-10,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2021-10,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2021-10,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2021-10,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2021-10,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2021-11,DISPATCHPRICE,MISSING,0,,,,
2021-11,DISPATCHREGIONSUM,MISSING,0,,,,
2021-11,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2021-11,DISPATCHCONSTRAINT,AVAILABLE,8640,1.0,2021-10-31T14:05:00Z,2021-11-30T14:00:00Z,
2021-11,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2021-11,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2021-11,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2021-11,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2021-11,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2021-11,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2021-12,DISPATCHPRICE,MISSING,0,,,,
2021-12,DISPATCHREGIONSUM,MISSING,0,,,,
2021-12,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2021-12,DISPATCHCONSTRAINT,AVAILABLE,8928,1.0,2021-11-30T14:05:00Z,2021-12-31T14:00:00Z,
2021-12,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2021-12,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2021-12,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2021-12,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2021-12,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2021-12,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2022-01,DISPATCHPRICE,MISSING,0,,,,
2022-01,DISPATCHREGIONSUM,MISSING,0,,,,
2022-01,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2022-01,DISPATCHCONSTRAINT,INVALID,0,,,,
2022-01,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2022-01,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2022-01,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2022-01,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2022-01,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2022-01,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2022-02,DISPATCHPRICE,MISSING,0,,,,
2022-02,DISPATCHREGIONSUM,MISSING,0,,,,
2022-02,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2022-02,DISPATCHCONSTRAINT,MISSING,0,,,,
2022-02,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2022-02,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2022-02,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2022-02,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2022-02,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2022-02,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2022-03,DISPATCHPRICE,MISSING,0,,,,
2022-03,DISPATCHREGIONSUM,MISSING,0,,,,
2022-03,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2022-03,DISPATCHCONSTRAINT,MISSING,0,,,,
2022-03,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2022-03,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2022-03,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2022-03,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2022-03,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2022-03,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2022-04,DISPATCHPRICE,MISSING,0,,,,
2022-04,DISPATCHREGIONSUM,MISSING,0,,,,
2022-04,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2022-04,DISPATCHCONSTRAINT,MISSING,0,,,,
2022-04,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2022-04,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2022-04,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2022-04,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2022-04,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2022-04,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2022-05,DISPATCHPRICE,MISSING,0,,,,
2022-05,DISPATCHREGIONSUM,MISSING,0,,,,
2022-05,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2022-05,DISPATCHCONSTRAINT,MISSING,0,,,,
2022-05,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2022-05,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2022-05,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2022-05,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2022-05,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2022-05,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2022-06,DISPATCHPRICE,MISSING,0,,,,
2022-06,DISPATCHREGIONSUM,MISSING,0,,,,
2022-06,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2022-06,DISPATCHCONSTRAINT,MISSING,0,,,,
2022-06,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2022-06,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2022-06,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2022-06,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2022-06,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2022-06,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2022-07,DISPATCHPRICE,MISSING,0,,,,
2022-07,DISPATCHREGIONSUM,MISSING,0,,,,
2022-07,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2022-07,DISPATCHCONSTRAINT,MISSING,0,,,,
2022-07,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2022-07,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2022-07,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2022-07,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2022-07,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2022-07,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2022-08,DISPATCHPRICE,MISSING,0,,,,
2022-08,DISPATCHREGIONSUM,MISSING,0,,,,
2022-08,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2022-08,DISPATCHCONSTRAINT,MISSING,0,,,,
2022-08,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2022-08,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2022-08,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2022-08,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2022-08,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2022-08,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2022-09,DISPATCHPRICE,MISSING,0,,,,
2022-09,DISPATCHREGIONSUM,MISSING,0,,,,
2022-09,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2022-09,DISPATCHCONSTRAINT,MISSING,0,,,,
2022-09,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2022-09,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2022-09,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2022-09,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2022-09,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2022-09,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2022-10,DISPATCHPRICE,MISSING,0,,,,
2022-10,DISPATCHREGIONSUM,MISSING,0,,,,
2022-10,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2022-10,DISPATCHCONSTRAINT,MISSING,0,,,,
2022-10,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2022-10,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2022-10,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2022-10,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2022-10,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2022-10,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2022-11,DISPATCHPRICE,MISSING,0,,,,
2022-11,DISPATCHREGIONSUM,MISSING,0,,,,
2022-11,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2022-11,DISPATCHCONSTRAINT,MISSING,0,,,,
2022-11,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2022-11,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2022-11,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2022-11,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2022-11,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2022-11,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2022-12,DISPATCHPRICE,MISSING,0,,,,
2022-12,DISPATCHREGIONSUM,MISSING,0,,,,
2022-12,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2022-12,DISPATCHCONSTRAINT,MISSING,0,,,,
2022-12,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2022-12,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2022-12,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2022-12,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2022-12,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2022-12,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2023-01,DISPATCHPRICE,MISSING,0,,,,
2023-01,DISPATCHREGIONSUM,MISSING,0,,,,
2023-01,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2023-01,DISPATCHCONSTRAINT,MISSING,0,,,,
2023-01,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2023-01,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2023-01,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2023-01,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2023-01,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2023-01,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2023-02,DISPATCHPRICE,MISSING,0,,,,
2023-02,DISPATCHREGIONSUM,MISSING,0,,,,
2023-02,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2023-02,DISPATCHCONSTRAINT,MISSING,0,,,,
2023-02,DISPATCH_UNIT_SCADA,MISSING,0,,,,
2023-02,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,0,0.0,,,External outage source not ingested yet
2023-02,UNIT_COMMITMENT,DERIVED_PARTIAL,0,0.0,,,Derived proxy from SCADA only (no unit technology register)
2023-02,RENEWABLE_GENERATION,DERIVED_PARTIAL,0,0.0,,,No DUID technology map in repo snapshot
2023-02,WEATHER,BLOCKED_EXTERNAL,0,0.0,,,No BOM weather ingest configured
2023-02,FCAS,BLOCKED_EXTERNAL,0,0.0,,,No FCAS dataset ingest in current snapshot
2023-03,DISPATCHPRICE,MISSING,0,,,,
2023-03,DISPATCHREGIONSUM,MISSING,0,,,,
2023-03,DISPATCHINTERCONNECTORRES,MISSING,0,,,,
2023-03,DISPATCHCONSTRAINT,MISSING,0,,,,
2023-03,DISPATCH_UNIT_SCADA,MISSING,0,,,,
