month,dataset,dataset_status,lineage_hash,source_lineage_complete
2023-06,DISPATCH_UNIT_SCADA,MISSING,,False
2023-06,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2023-06,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2023-06,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2023-06,WEATHER,BLOCKED_EXTERNAL,,True
2023-06,FCAS,BLOCKED_EXTERNAL,,True
2023-07,DISPATCHPRICE,MISSING,,False
2023-07,DISPATCHREGIONSUM,MISSING,,False
2023-07,DISPATCHINTERCONNECTORRES,MISSING,,False
2023-07,DISPATCHCONSTRAINT,MISSING,,False
2023-07,DISPATCH_UNIT_SCADA,MISSING,,False
2023-07,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2023-07,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2023-07,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2023-07,WEATHER,BLOCKED_EXTERNAL,,True
2023-07,FCAS,BLOCKED_EXTERNAL,,True
2023-08,DISPATCHPRICE,MISSING,,False
2023-08,DISPATCHREGIONSUM,MISSING,,False
2023-08,DISPATCHINTERCONNECTORRES,MISSING,,False
2023-08,DISPATCHCONSTRAINT,MISSING,,False
2023-08,DISPATCH_UNIT_SCADA,MISSING,,False
2023-08,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2023-08,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2023-08,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2023-08,WEATHER,BLOCKED_EXTERNAL,,True
2023-08,FCAS,BLOCKED_EXTERNAL,,True
2023-09,DISPATCHPRICE,MISSING,,False
2023-09,DISPATCHREGIONSUM,MISSING,,False
2023-09,DISPATCHINTERCONNECTORRES,MISSING,,False
2023-09,DISPATCHCONSTRAINT,MISSING,,False
2023-09,DISPATCH_UNIT_SCADA,MISSING,,False
2023-09,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2023-09,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2023-09,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2023-09,WEATHER,BLOCKED_EXTERNAL,,True
2023-09,FCAS,BLOCKED_EXTERNAL,,True
2023-10,DISPATCHPRICE,MISSING,,False
2023-10,DISPATCHREGIONSUM,MISSING,,False
2023-10,DISPATCHINTERCONNECTORRES,MISSING,,False
2023-10,DISPATCHCONSTRAINT,MISSING,,False
2023-10,DISPATCH_UNIT_SCADA,MISSING,,False
2023-10,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2023-10,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2023-10,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2023-10,WEATHER,BLOCKED_EXTERNAL,,True
2023-10,FCAS,BLOCKED_EXTERNAL,,True
2023-11,DISPATCHPRICE,MISSING,,False
2023-11,DISPATCHREGIONSUM,MISSING,,False
2023-11,DISPATCHINTERCONNECTORRES,MISSING,,False
2023-11,DISPATCHCONSTRAINT,MISSING,,False
2023-11,DISPATCH_UNIT_SCADA,MISSING,,False
2023-11,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2023-11,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2023-11,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2023-11,WEATHER,BLOCKED_EXTERNAL,,True
2023-11,FCAS,BLOCKED_EXTERNAL,,True
2023-12,DISPATCHPRICE,MISSING,,False
2023-12,DISPATCHREGIONSUM,MISSING,,False
2023-12,DISPATCHINTERCONNECTORRES,MISSING,,False
2023-12,DISPATCHCONSTRAINT,MISSING,,False
2023-12,DISPATCH_UNIT_SCADA,AVAILABLE,76373cc547a63a1f8bf46bffaf2bc2bc7b3101ddeaaf24f608b03e34f7ddc9ff,True
2023-12,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2023-12,UNIT_COMMITMENT,DERIVED_PARTIAL,76373cc547a63a1f8bf46bffaf2bc2bc7b3101ddeaaf24f608b03e34f7ddc9ff,True
2023-12,RENEWABLE_GENERATION,DERIVED_PARTIAL,76373cc547a63a1f8bf46bffaf2bc2bc7b3101ddeaaf24f608b03e34f7ddc9ff,True
2023-12,WEATHER,BLOCKED_EXTERNAL,,True
2023-12,FCAS,BLOCKED_EXTERNAL,,True
2024-01,DISPATCHPRICE,AVAILABLE,38d45316dddb7dbaaa7c430c6dd03e0295839f0ca4f70c18f090106d8736f34d,True
2024-01,DISPATCHREGIONSUM,AVAILABLE,b8b7c5a4ed07d64ff523898122efd3c57460260567f7e993ac991782dad8124f,True
2024-01,DISPATCHINTERCONNECTORRES,AVAILABLE,042915f5326a2367885d6d87f7e453311cbbd61b7bf5a892e77cc6ed866325f0,True
2024-01,DISPATCHCONSTRAINT,AVAILABLE,a2fcd1d1efbc07bf7690c8b192b6feb5188a39c3dbc5917634b55035d53a0c4c,True
2024-01,DISPATCH_UNIT_SCADA,AVAILABLE,0f002fceda92f4956838536d71728085c7c04129cfbdd7e5941ca0bf29251466,True
2024-01,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2024-01,UNIT_COMMITMENT,DERIVED_PARTIAL,0f002fceda92f4956838536d71728085c7c04129cfbdd7e5941ca0bf29251466,True
2024-01,RENEWABLE_GENERATION,DERIVED_PARTIAL,0f002fceda92f4956838536d71728085c7c04129cfbdd7e5941ca0bf29251466,True
2024-01,WEATHER,BLOCKED_EXTERNAL,,True
2024-01,FCAS,BLOCKED_EXTERNAL,,True
2024-02,DISPATCHPRICE,MISSING,,False
2024-02,DISPATCHREGIONSUM,MISSING,,False
2024-02,DISPATCHINTERCONNECTORRES,MISSING,,False
2024-02,DISPATCHCONSTRAINT,MISSING,,False
2024-02,DISPATCH_UNIT_SCADA,AVAILABLE,a9fea9d235c26cecea6e18e756ce96def2af6e3d33c906afd7254d3c9718dd24,True
2024-02,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2024-02,UNIT_COMMITMENT,DERIVED_PARTIAL,a9fea9d235c26cecea6e18e756ce96def2af6e3d33c906afd7254d3c9718dd24,True
2024-02,RENEWABLE_GENERATION,DERIVED_PARTIAL,a9fea9d235c26cecea6e18e756ce96def2af6e3d33c906afd7254d3c9718dd24,True
2024-02,WEATHER,BLOCKED_EXTERNAL,,True
2024-02,FCAS,BLOCKED_EXTERNAL,,True
2024-03,DISPATCHPRICE,MISSING,,False
2024-03,DISPATCHREGIONSUM,MISSING,,False
2024-03,DISPATCHINTERCONNECTORRES,MISSING,,False
2024-03,DISPATCHCONSTRAINT,MISSING,,False
2024-03,DISPATCH_UNIT_SCADA,AVAILABLE,40b7d23fc7f952bb38e2867ce6eacecaef6e54507f8ad1eb66f5aae4d0c2499b,True
2024-03,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2024-03,UNIT_COMMITMENT,DERIVED_PARTIAL,40b7d23fc7f952bb38e2867ce6eacecaef6e54507f8ad1eb66f5aae4d0c2499b,True
2024-03,RENEWABLE_GENERATION,DERIVED_PARTIAL,40b7d23fc7f952bb38e2867ce6eacecaef6e54507f8ad1eb66f5aae4d0c2499b,True
2024-03,WEATHER,BLOCKED_EXTERNAL,,True
2024-03,FCAS,BLOCKED_EXTERNAL,,True
2024-04,DISPATCHPRICE,MISSING,,False
2024-04,DISPATCHREGIONSUM,MISSING,,False
2024-04,DISPATCHINTERCONNECTORRES,MISSING,,False
2024-04,DISPATCHCONSTRAINT,MISSING,,False
2024-04,DISPATCH_UNIT_SCADA,AVAILABLE,f3fd0fc9246c6cf7bf583878918d8caa73f95ec341b5ccee7a7f166b9a64a119,True
2024-04,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2024-04,UNIT_COMMITMENT,DERIVED_PARTIAL,f3fd0fc9246c6cf7bf583878918d8caa73f95ec341b5ccee7a7f166b9a64a119,True
2024-04,RENEWABLE_GENERATION,DERIVED_PARTIAL,f3fd0fc9246c6cf7bf583878918d8caa73f95ec341b5ccee7a7f166b9a64a119,True
2024-04,WEATHER,BLOCKED_EXTERNAL,,True
2024-04,FCAS,BLOCKED_EXTERNAL,,True
2024-05,DISPATCHPRICE,MISSING,,False
2024-05,DISPATCHREGIONSUM,MISSING,,False
2024-05,DISPATCHINTERCONNECTORRES,MISSING,,False
2024-05,DISPATCHCONSTRAINT,MISSING,,False
2024-05,DISPATCH_UNIT_SCADA,AVAILABLE,7b663ba0f5ed94b8530683bd1b1ed3d2ebd37f93071c9b3eabf8468dc6699b50,True
2024-05,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2024-05,UNIT_COMMITMENT,DERIVED_PARTIAL,7b663ba0f5ed94b8530683bd1b1ed3d2ebd37f93071c9b3eabf8468dc6699b50,True
2024-05,RENEWABLE_GENERATION,DERIVED_PARTIAL,7b663ba0f5ed94b8530683bd1b1ed3d2ebd37f93071c9b3eabf8468dc6699b50,True
2024-05,WEATHER,BLOCKED_EXTERNAL,,True
2024-05,FCAS,BLOCKED_EXTERNAL,,True
2024-06,DISPATCHPRICE,MISSING,,False
2024-06,DISPATCHREGIONSUM,MISSING,,False
2024-06,DISPATCHINTERCONNECTORRES,MISSING,,False
2024-06,DISPATCHCONSTRAINT,MISSING,,False
2024-06,DISPATCH_UNIT_SCADA,AVAILABLE,5d76cd89885d826e8662bb9e004ba100c561f21a541cfa0bc357d127950d7ccd,True
2024-06,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2024-06,UNIT_COMMITMENT,DERIVED_PARTIAL,5d76cd89885d826e8662bb9e004ba100c561f21a541cfa0bc357d127950d7ccd,True
2024-06,RENEWABLE_GENERATION,DERIVED_PARTIAL,5d76cd89885d826e8662bb9e004ba100c561f21a541cfa0bc357d127950d7ccd,True
2024-06,WEATHER,BLOCKED_EXTERNAL,,True
2024-06,FCAS,BLOCKED_EXTERNAL,,True
2024-07,DISPATCHPRICE,MISSING,,False
2024-07,DISPATCHREGIONSUM,MISSING,,False
2024-07,DISPATCHINTERCONNECTORRES,MISSING,,False
2024-07,DISPATCHCONSTRAINT,MISSING,,False
2024-07,DISPATCH_UNIT_SCADA,AVAILABLE,d213b9ac2b0ad7b6a351c3d0affbdef3b9657e244c9afa506ffcb19edc4cbbb7,True
2024-07,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2024-07,UNIT_COMMITMENT,DERIVED_PARTIAL,d213b9ac2b0ad7b6a351c3d0affbdef3b9657e244c9afa506ffcb19edc4cbbb7,True
2024-07,RENEWABLE_GENERATION,DERIVED_PARTIAL,d213b9ac2b0ad7b6a351c3d0affbdef3b9657e244c9afa506ffcb19edc4cbbb7,True
2024-07,WEATHER,BLOCKED_EXTERNAL,,True
2024-07,FCAS,BLOCKED_EXTERNAL,,True
2024-08,DISPATCHPRICE,MISSING,,False
2024-08,DISPATCHREGIONSUM,MISSING,,False
2024-08,DISPATCHINTERCONNECTORRES,MISSING,,False
2024-08,DISPATCHCONSTRAINT,MISSING,,False
2024-08,DISPATCH_UNIT_SCADA,MISSING,,False
2024-08,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2024-08,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2024-08,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2024-08,WEATHER,BLOCKED_EXTERNAL,,True
2024-08,FCAS,BLOCKED_EXTERNAL,,True
2024-09,DISPATCHPRICE,MISSING,,False
2024-09,DISPATCHREGIONSUM,MISSING,,False
2024-09,DISPATCHINTERCONNECTORRES,MISSING,,False
2024-09,DISPATCHCONSTRAINT,MISSING,,False
2024-09,DISPATCH_UNIT_SCADA,MISSING,,False
2024-09,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2024-09,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2024-09,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2024-09,WEATHER,BLOCKED_EXTERNAL,,True
2024-09,FCAS,BLOCKED_EXTERNAL,,True
2024-10,DISPATCHPRICE,MISSING,,False
2024-10,DISPATCHREGIONSUM,AVAILABLE,9846533e4096f620b36323c877cc922d8037f663a136269bc293fed8ba09fb7f,True
2024-10,DISPATCHINTERCONNECTORRES,AVAILABLE,e17da30144e97c4b3fda25ea8877490711871221ca608152a54340b69aa6f61b,True
2024-10,DISPATCHCONSTRAINT,MISSING,,False
2024-10,DISPATCH_UNIT_SCADA,MISSING,,False
2024-10,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2024-10,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2024-10,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2024-10,WEATHER,BLOCKED_EXTERNAL,,True
2024-10,FCAS,BLOCKED_EXTERNAL,,True
2024-11,DISPATCHPRICE,MISSING,,False
2024-11,DISPATCHREGIONSUM,AVAILABLE,e42ccf85e6f5bbfc66cd9a41abe251b5aaa78ebc8b9087a994952703d4f9a418,True
2024-11,DISPATCHINTERCONNECTORRES,AVAILABLE,3c08196537eedd9e30deea0cb546c5146c72c3552bb223a2670d41f2888ebf09,True
2024-11,DISPATCHCONSTRAINT,MISSING,,False
2024-11,DISPATCH_UNIT_SCADA,MISSING,,False
2024-11,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2024-11,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2024-11,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2024-11,WEATHER,BLOCKED_EXTERNAL,,True
2024-11,FCAS,BLOCKED_EXTERNAL,,True
2024-12,DISPATCHPRICE,MISSING,,False
2024-12,DISPATCHREGIONSUM,AVAILABLE,bfbbac83d8bb56328b9571cc79ff38152dc47baf89eb837c0f01129c6e14267e,True
2024-12,DISPATCHINTERCONNECTORRES,AVAILABLE,16c7769aadc769eada9303dd7b57b59e33f440915efeee87e7f90ce11a53cec7,True
2024-12,DISPATCHCONSTRAINT,MISSING,,False
2024-12,DISPATCH_UNIT_SCADA,MISSING,,False
2024-12,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2024-12,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2024-12,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2024-12,WEATHER,BLOCKED_EXTERNAL,,True
2024-12,FCAS,BLOCKED_EXTERNAL,,True
2025-01,DISPATCHPRICE,MISSING,,False
2025-01,DISPATCHREGIONSUM,MISSING,,False
2025-01,DISPATCHINTERCONNECTORRES,MISSING,,False
2025-01,DISPATCHCONSTRAINT,MISSING,,False
2025-01,DISPATCH_UNIT_SCADA,MISSING,,False
2025-01,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2025-01,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2025-01,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2025-01,WEATHER,BLOCKED_EXTERNAL,,True
2025-01,FCAS,BLOCKED_EXTERNAL,,True
2025-02,DISPATCHPRICE,MISSING,,False
2025-02,DISPATCHREGIONSUM,MISSING,,False
2025-02,DISPATCHINTERCONNECTORRES,MISSING,,False
2025-02,DISPATCHCONSTRAINT,MISSING,,False
2025-02,DISPATCH_UNIT_SCADA,MISSING,,False
2025-02,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2025-02,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2025-02,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2025-02,WEATHER,BLOCKED_EXTERNAL,,True
2025-02,FCAS,BLOCKED_EXTERNAL,,True
2025-03,DISPATCHPRICE,MISSING,,False
2025-03,DISPATCHREGIONSUM,MISSING,,False
2025-03,DISPATCHINTERCONNECTORRES,MISSING,,False
2025-03,DISPATCHCONSTRAINT,MISSING,,False
2025-03,DISPATCH_UNIT_SCADA,MISSING,,False
2025-03,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2025-03,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2025-03,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2025-03,WEATHER,BLOCKED_EXTERNAL,,True
2025-03,FCAS,BLOCKED_EXTERNAL,,True
2025-04,DISPATCHPRICE,MISSING,,False
2025-04,DISPATCHREGIONSUM,MISSING,,False
2025-04,DISPATCHINTERCONNECTORRES,MISSING,,False
2025-04,DISPATCHCONSTRAINT,MISSING,,False
2025-04,DISPATCH_UNIT_SCADA,MISSING,,False
2025-04,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2025-04,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2025-04,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2025-04,WEATHER,BLOCKED_EXTERNAL,,True
2025-04,FCAS,BLOCKED_EXTERNAL,,True
2025-05,DISPATCHPRICE,MISSING,,False
2025-05,DISPATCHREGIONSUM,MISSING,,False
2025-05,DISPATCHINTERCONNECTORRES,MISSING,,False
2025-05,DISPATCHCONSTRAINT,MISSING,,False
2025-05,DISPATCH_UNIT_SCADA,MISSING,,False
2025-05,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2025-05,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2025-05,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2025-05,WEATHER,BLOCKED_EXTERNAL,,True
2025-05,FCAS,BLOCKED_EXTERNAL,,True
2025-06,DISPATCHPRICE,MISSING,,False
2025-06,DISPATCHREGIONSUM,MISSING,,False
2025-06,DISPATCHINTERCONNECTORRES,MISSING,,False
2025-06,DISPATCHCONSTRAINT,MISSING,,False
2025-06,DISPATCH_UNIT_SCADA,MISSING,,False
2025-06,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2025-06,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2025-06,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2025-06,WEATHER,BLOCKED_EXTERNAL,,True
2025-06,FCAS,BLOCKED_EXTERNAL,,True
2025-07,DISPATCHPRICE,MISSING,,False
2025-07,DISPATCHREGIONSUM,MISSING,,False
2025-07,DISPATCHINTERCONNECTORRES,MISSING,,False
2025-07,DISPATCHCONSTRAINT,MISSING,,False
2025-07,DISPATCH_UNIT_SCADA,MISSING,,False
2025-07,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2025-07,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2025-07,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2025-07,WEATHER,BLOCKED_EXTERNAL,,True
2025-07,FCAS,BLOCKED_EXTERNAL,,True
2025-08,DISPATCHPRICE,MISSING,,False
2025-08,DISPATCHREGIONSUM,MISSING,,False
2025-08,DISPATCHINTERCONNECTORRES,MISSING,,False
2025-08,DISPATCHCONSTRAINT,MISSING,,False
2025-08,DISPATCH_UNIT_SCADA,MISSING,,False
2025-08,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2025-08,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2025-08,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2025-08,WEATHER,BLOCKED_EXTERNAL,,True
2025-08,FCAS,BLOCKED_EXTERNAL,,True
2025-09,DISPATCHPRICE,MISSING,,False
2025-09,DISPATCHREGIONSUM,MISSING,,False
2025-09,DISPATCHINTERCONNECTORRES,MISSING,,False
2025-09,DISPATCHCONSTRAINT,MISSING,,False
2025-09,DISPATCH_UNIT_SCADA,MISSING,,False
2025-09,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2025-09,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2025-09,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2025-09,WEATHER,BLOCKED_EXTERNAL,,True
2025-09,FCAS,BLOCKED_EXTERNAL,,True
2025-10,DISPATCHPRICE,MISSING,,False
2025-10,DISPATCHREGIONSUM,MISSING,,False
2025-10,DISPATCHINTERCONNECTORRES,MISSING,,False
2025-10,DISPATCHCONSTRAINT,MISSING,,False
2025-10,DISPATCH_UNIT_SCADA,MISSING,,False
2025-10,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2025-10,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2025-10,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2025-10,WEATHER,BLOCKED_EXTERNAL,,True
2025-10,FCAS,BLOCKED_EXTERNAL,,True
2025-11,DISPATCHPRICE,MISSING,,False
2025-11,DISPATCHREGIONSUM,MISSING,,False
2025-11,DISPATCHINTERCONNECTORRES,MISSING,,False
2025-11,DISPATCHCONSTRAINT,MISSING,,False
2025-11,DISPATCH_UNIT_SCADA,MISSING,,False
2025-11,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2025-11,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2025-11,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2025-11,WEATHER,BLOCKED_EXTERNAL,,True
2025-11,FCAS,BLOCKED_EXTERNAL,,True
2025-12,DISPATCHPRICE,MISSING,,False
2025-12,DISPATCHREGIONSUM,MISSING,,False
2025-12,DISPATCHINTERCONNECTORRES,MISSING,,False
2025-12,DISPATCHCONSTRAINT,MISSING,,False
2025-12,DISPATCH_UNIT_SCADA,MISSING,,False
2025-12,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2025-12,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2025-12,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2025-12,WEATHER,BLOCKED_EXTERNAL,,True
2025-12,FCAS,BLOCKED_EXTERNAL,,True
2026-01,DISPATCHPRICE,MISSING,,False
2026-01,DISPATCHREGIONSUM,MISSING,,False
2026-01,DISPATCHINTERCONNECTORRES,MISSING,,False
2026-01,DISPATCHCONSTRAINT,MISSING,,False
2026-01,DISPATCH_UNIT_SCADA,MISSING,,False
2026-01,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2026-01,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2026-01,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2026-01,WEATHER,BLOCKED_EXTERNAL,,True
2026-01,FCAS,BLOCKED_EXTERNAL,,True
2026-02,DISPATCHPRICE,MISSING,,False
2026-02,DISPATCHREGIONSUM,MISSING,,False
2026-02,DISPATCHINTERCONNECTORRES,MISSING,,False
2026-02,DISPATCHCONSTRAINT,MISSING,,False
2026-02,DISPATCH_UNIT_SCADA,MISSING,,False
2026-02,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2026-02,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2026-02,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2026-02,WEATHER,BLOCKED_EXTERNAL,,True
2026-02,FCAS,BLOCKED_EXTERNAL,,True
2026-03,DISPATCHPRICE,MISSING,,False
2026-03,DISPATCHREGIONSUM,MISSING,,False
2026-03,DISPATCHINTERCONNECTORRES,MISSING,,False
2026-03,DISPATCHCONSTRAINT,MISSING,,False
2026-03,DISPATCH_UNIT_SCADA,MISSING,,False
2026-03,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2026-03,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2026-03,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2026-03,WEATHER,BLOCKED_EXTERNAL,,True
2026-03,FCAS,BLOCKED_EXTERNAL,,True
2026-04,DISPATCHPRICE,MISSING,,False
2026-04,DISPATCHREGIONSUM,MISSING,,False
2026-04,DISPATCHINTERCONNECTORRES,MISSING,,False
2026-04,DISPATCHCONSTRAINT,MISSING,,False
2026-04,DISPATCH_UNIT_SCADA,MISSING,,False
2026-04,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2026-04,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2026-04,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2026-04,WEATHER,BLOCKED_EXTERNAL,,True
2026-04,FCAS,BLOCKED_EXTERNAL,,True
2026-05,DISPATCHPRICE,MISSING,,False
2026-05,DISPATCHREGIONSUM,MISSING,,False
2026-05,DISPATCHINTERCONNECTORRES,MISSING,,False
2026-05,DISPATCHCONSTRAINT,MISSING,,False
2026-05,DISPATCH_UNIT_SCADA,MISSING,,False
2026-05,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2026-05,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2026-05,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2026-05,WEATHER,BLOCKED_EXTERNAL,,True
2026-05,FCAS,BLOCKED_EXTERNAL,,True
2026-06,DISPATCHPRICE,MISSING,,False
2026-06,DISPATCHREGIONSUM,MISSING,,False
2026-06,DISPATCHINTERCONNECTORRES,MISSING,,False
2026-06,DISPATCHCONSTRAINT,MISSING,,False
2026-06,DISPATCH_UNIT_SCADA,MISSING,,False
2026-06,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2026-06,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2026-06,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2026-06,WEATHER,BLOCKED_EXTERNAL,,True
2026-06,FCAS,BLOCKED_EXTERNAL,,True
2026-07,DISPATCHPRICE,MISSING,,False
2026-07,DISPATCHREGIONSUM,MISSING,,False
2026-07,DISPATCHINTERCONNECTORRES,MISSING,,False
2026-07,DISPATCHCONSTRAINT,MISSING,,False
2026-07,DISPATCH_UNIT_SCADA,MISSING,,False
2026-07,GENERATOR_OUTAGES,BLOCKED_EXTERNAL,,True
2026-07,UNIT_COMMITMENT,DERIVED_PARTIAL,,False
2026-07,RENEWABLE_GENERATION,DERIVED_PARTIAL,,False
2026-07,WEATHER,BLOCKED_EXTERNAL,,True
2026-07,FCAS,BLOCKED_EXTERNAL,,True
