C,NEM,SRRES,NEMMCO,PUBLIC,"2026/07/02 11:01:35"
C,"SETTLEMENTS RESIDUE CONTRACT REPORT","For Contract ID C2027Q2T03, VersionNo 8",C2027Q2T03,8
I,RESIDUE_PUBLIC_DATA,,1,CONTRACTID,VERSIONNO,INTERCONNECTORID,FROMREGIONID,UNITSOFFERED,UNITSSOLD,CLEARINGPRICE,RESERVEPRICE
C,END OF REPORT,4
