C,NEM,SRRES,NEMMCO,PUBLIC,"2026/06/30 16:06:56"
C,"SETTLEMENTS RESIDUE CONTRACT REPORT","For Contract ID C2025Q3T10, VersionNo 4",C2025Q3T10,4
I,RESIDUE_PUBLIC_DATA,,1,CONTRACTID,VERSIONNO,INTERCONNECTORID,FROMREGIONID,UNITSOFFERED,UNITSSOLD,CLEARINGPRICE,RESERVEPRICE
D,RESIDUE_PUBLIC_DATA,,1,C2025Q3T10,4,NSW1-QLD1,NSW1,54,45,4903,0
D,RESIDUE_PUBLIC_DATA,,1,C2025Q3T10,4,NSW1-QLD1,QLD1,193,100,33250.76,0
D,RESIDUE_PUBLIC_DATA,,1,C2025Q3T10,4,V-SA,SA1,148,64,6370,0
D,RESIDUE_PUBLIC_DATA,,1,C2025Q3T10,4,V-SA,VIC1,114,73,17190,0
D,RESIDUE_PUBLIC_DATA,,1,C2025Q3T10,4,VIC1-NSW1,NSW1,234,114,4091,0
D,RESIDUE_PUBLIC_DATA,,1,C2025Q3T10,4,VIC1-NSW1,VIC1,300,127,22652.66,0
C,END OF REPORT,10
