C,NEM,SRRES,NEMMCO,PUBLIC,"2026/07/02 09:10:08"
C,"SETTLEMENTS RESIDUE CONTRACT REPORT","For Contract ID C2025Q4T10, VersionNo 10",C2025Q4T10,10
I,RESIDUE_PUBLIC_DATA,,1,CONTRACTID,VERSIONNO,INTERCONNECTORID,FROMREGIONID,UNITSOFFERED,UNITSSOLD,CLEARINGPRICE,RESERVEPRICE
D,RESIDUE_PUBLIC_DATA,,1,C2025Q4T10,10,NSW1-QLD1,NSW1,46,45,10532,0
D,RESIDUE_PUBLIC_DATA,,1,C2025Q4T10,10,NSW1-QLD1,QLD1,203,104,22000.16,0
D,RESIDUE_PUBLIC_DATA,,1,C2025Q4T10,10,V-SA,SA1,131,91,5103,0
D,RESIDUE_PUBLIC_DATA,,1,C2025Q4T10,10,V-SA,VIC1,113,93,12476.52,0
D,RESIDUE_PUBLIC_DATA,,1,C2025Q4T10,10,VIC1-NSW1,NSW1,155,108,2865.54,0
D,RESIDUE_PUBLIC_DATA,,1,C2025Q4T10,10,VIC1-NSW1,VIC1,287,125,17797.83,0
C,END OF REPORT,10
