C,NEM,SRRES,NEMMCO,PUBLIC,"2025/12/15 14:18:05"
C,"SETTLEMENTS RESIDUE CONTRACT REPORT","For Contract ID C2028Q2T03, VersionNo 1",C2028Q2T03,1
I,RESIDUE_PUBLIC_DATA,,1,CONTRACTID,VERSIONNO,INTERCONNECTORID,FROMREGIONID,UNITSOFFERED,UNITSSOLD,CLEARINGPRICE,RESERVEPRICE
D,RESIDUE_PUBLIC_DATA,,1,C2028Q2T03,1,NSW1-QLD1,NSW1,67,62,3000,0
D,RESIDUE_PUBLIC_DATA,,1,C2028Q2T03,1,NSW1-QLD1,QLD1,153,108,29568,0
D,RESIDUE_PUBLIC_DATA,,1,C2028Q2T03,1,V-SA,SA1,64,64,2545,0
D,RESIDUE_PUBLIC_DATA,,1,C2028Q2T03,1,V-SA,VIC1,106,73,5850.2,0
D,RESIDUE_PUBLIC_DATA,,1,C2028Q2T03,1,VIC1-NSW1,NSW1,112,108,2600.34,0
D,RESIDUE_PUBLIC_DATA,,1,C2028Q2T03,1,VIC1-NSW1,VIC1,165,125,7850.6,0
C,END OF REPORT,10
