C,NEM,SRRES,NEMMCO,PUBLIC,"2026/07/02 09:09:35"
C,"SETTLEMENTS RESIDUE CONTRACT REPORT","For Contract ID C2026Q1T07, VersionNo 7",C2026Q1T07,7
I,RESIDUE_PUBLIC_DATA,,1,CONTRACTID,VERSIONNO,INTERCONNECTORID,FROMREGIONID,UNITSOFFERED,UNITSSOLD,CLEARINGPRICE,RESERVEPRICE
C,END OF REPORT,4
