C,NEM,SRRES,NEMMCO,PUBLIC,"2025/06/16 14:26:40"
C,"SETTLEMENTS RESIDUE CONTRACT REPORT","For Contract ID C2025Q3T12, VersionNo 1",C2025Q3T12,1
I,RESIDUE_PUBLIC_DATA,,1,CONTRACTID,VERSIONNO,INTERCONNECTORID,FROMREGIONID,UNITSOFFERED,UNITSSOLD,CLEARINGPRICE,RESERVEPRICE
D,RESIDUE_PUBLIC_DATA,,1,C2025Q3T12,1,NSW1-QLD1,NSW1,69,55,4250,0
D,RESIDUE_PUBLIC_DATA,,1,C2025Q3T12,1,NSW1-QLD1,QLD1,192,100,31051.93,0
D,RESIDUE_PUBLIC_DATA,,1,C2025Q3T12,1,V-SA,SA1,118,66,5550,0
D,RESIDUE_PUBLIC_DATA,,1,C2025Q3T12,1,V-SA,VIC1,117,79,16830,0
D,RESIDUE_PUBLIC_DATA,,1,C2025Q3T12,1,VIC1-NSW1,NSW1,201,117,3903,0
D,RESIDUE_PUBLIC_DATA,,1,C2025Q3T12,1,VIC1-NSW1,VIC1,263,125,18292.01,0
C,END OF REPORT,10
