C,NEM,SRRES,NEMMCO,PUBLIC,"2026/06/30 14:29:26"
C,"SETTLEMENTS RESIDUE CONTRACT REPORT","For Contract ID C2024Q3T11, VersionNo 2",C2024Q3T11,2
I,RESIDUE_PUBLIC_DATA,,1,CONTRACTID,VERSIONNO,INTERCONNECTORID,FROMREGIONID,UNITSOFFERED,UNITSSOLD,CLEARINGPRICE,RESERVEPRICE
C,END OF REPORT,4
