C,NEM,SRRES,NEMMCO,PUBLIC,"2026/07/02 11:01:29"
C,"SETTLEMENTS RESIDUE CONTRACT REPORT","For Contract ID C2025Q4T09, VersionNo 8",C2025Q4T09,8
I,RESIDUE_PUBLIC_DATA,,1,CONTRACTID,VERSIONNO,INTERCONNECTORID,FROMREGIONID,UNITSOFFERED,UNITSSOLD,CLEARINGPRICE,RESERVEPRICE
C,END OF REPORT,4
