C,NEM,SRRES,NEMMCO,PUBLIC,"2026/07/01 15:04:57"
C,"SETTLEMENTS RESIDUE CONTRACT REPORT","For Contract ID C2025Q1T11, VersionNo 6",C2025Q1T11,6
I,RESIDUE_PUBLIC_DATA,,1,CONTRACTID,VERSIONNO,INTERCONNECTORID,FROMREGIONID,UNITSOFFERED,UNITSSOLD,CLEARINGPRICE,RESERVEPRICE
C,END OF REPORT,4
