C,NEM,SRRES,NEMMCO,PUBLIC,"2026/06/30 15:37:50"
C,"SETTLEMENTS RESIDUE CONTRACT REPORT","For Contract ID C2026Q3T07, VersionNo 6",C2026Q3T07,6
I,RESIDUE_PUBLIC_DATA,,1,CONTRACTID,VERSIONNO,INTERCONNECTORID,FROMREGIONID,UNITSOFFERED,UNITSSOLD,CLEARINGPRICE,RESERVEPRICE
C,END OF REPORT,4
