asset_code,asset_name,network,state,latitude,longitude,capacity_mva,peak_demand_mva,available_mva,annual_deferral_aud,aug_cost_aud,proposed_timing,asset_category,data_year,data_source_file,built_at
ES_RAG3B3,RAG3B3 RAGLAN INDUSTRIAL,Essential Energy,NSW,-33.426395,149.719955,,,-200000.0,20000.0,200000.0,2024,"Summer, Winter",2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_FIN8B1,FIN8B1 TOCUMWAL,Essential Energy,NSW,-35.7078,145.5776,,,-600000.0,50000.0,600000.0,2025,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_ALU8B10,ALU8B10 ETTAMOGAH,Essential Energy,NSW,-36.041354,146.965104,,,-320000.0,30000.0,0.0,2024,"Summer, Winter",2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_TDL8B2_1,TDL8B2 TULLAMORE/TOTTENHAM_1,Essential Energy,NSW,-32.375014,147.487244,,,-1780000.0,150000.0,1780000.0,2025,"Summer, Winter",2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_PKT3B9,PKT3B9 PARKES TOWN NO.3,Essential Energy,NSW,-33.145297,148.177981,,,-560000.0,50000.0,0.0,2025,"Summer, Winter",2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_MAH3B3,MAH3B3 GLEBE,Essential Energy,NSW,-36.679037,149.872432,,,-280000.0,20000.0,0.0,2024,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_TDL8B1,TDL8B1 BOGAN GATE,Essential Energy,NSW,-33.109756,147.760993,,,-280000.0,20000.0,0.0,2025,"Summer, Winter",2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_TDL8B2_2,TDL8B2 TULLAMORE/TOTTENHAM_2,Essential Energy,NSW,-32.652759,147.581598,,,-220000.0,20000.0,0.0,2025,"Summer, Winter",2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_PKT3B3,PKT3B3 TELESCOPE,Essential Energy,NSW,-32.971465,148.165844,,,-210000.0,20000.0,0.0,2025,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_MYT3B6,MYT3B6 MORUYA NTH,Essential Energy,NSW,-35.876989,150.117782,,,-210000.0,20000.0,0.0,2025,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_JYE3B2,JYE3B2 KALKITE,Essential Energy,NSW,-36.389999,148.671936,,,-710000.0,60000.0,710000.0,2025,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_CST5362,CST5362 STH GOULBURN/COLLECTOR,Essential Energy,NSW,-34.827827,149.559372,,,-320000.0,30000.0,0.0,2024,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_GBN3B4,GBN3B4 TOWRANG,Essential Energy,NSW,-34.729538,149.822571,,,-290000.0,20000.0,0.0,2024,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_CWD13,CWD13 CARGO,Essential Energy,NSW,-33.398974,148.609094,,,-540000.0,50000.0,370000.0,2025,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_WJL3B3,WJL3B3 WEST PLAIN,Essential Energy,NSW,-33.380814,147.661564,,,-370000.0,30000.0,370000.0,2025,"Summer, Winter",2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_WJL3B2,WJL3B2 WARROO,Essential Energy,NSW,-33.362461,147.67276,,,-340000.0,30000.0,0.0,2023,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_CLY1523,CLY1523 COLEAMBALLY 132 - DARLINGTON POINT (BORE PUMPERS),Essential Energy,NSW,-34.619851,145.901814,,,-620000.0,50000.0,620000.0,2025,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_THA2225,THA2225 HILLSTON RD,Essential Energy,NSW,-34.264173,146.000501,,,-340000.0,30000.0,0.0,2025,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_GFH3B2,GFH3B2 WAKADEN ST,Essential Energy,NSW,-34.279135,146.043583,,,-220000.0,20000.0,220000.0,2025,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_LEE3B7,LEE3B7 CORBIE HILL,Essential Energy,NSW,-34.557697,146.458629,,,-210000.0,20000.0,210000.0,2025,"Summer, Winter",2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_HAM3B7,HAM3B7 TARCUTTA ST,Essential Energy,NSW,-35.120015,147.383979,,,-340000.0,30000.0,0.0,2025,"Summer, Winter",2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_ASM3B4,ASM3B4 FERNLEIGH RD WEST,Essential Energy,NSW,-35.123158,147.321499,,,-250000.0,20000.0,0.0,2024,"Summer, Winter",2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_ORS3B7,ORS3B7 ANSON ST STH,Essential Energy,NSW,-33.298207,149.095994,,,-770000.0,60000.0,0.0,2025,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_STH3B6,STH3B6 COUNTRY LN,Essential Energy,NSW,-31.093029,150.844993,,,-410000.0,30000.0,0.0,2024,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_BBA3B4,BBA3B4 BARRABA,Essential Energy,NSW,-30.398699,150.728226,,,-310000.0,30000.0,0.0,2025,"Summer, Winter",2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_STH3B11,STH3B11 ROBERT ST,Essential Energy,NSW,-31.108754,150.907651,,,-250000.0,20000.0,0.0,2024,"Summer, Winter",2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_BTS8B8_1,BTS8B8 DELUNGRA_1,Essential Energy,NSW,-29.690382,150.941895,,,-250000.0,20000.0,250000.0,2025,"Summer, Winter",2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_BTS8B8_2,BTS8B8 DELUNGRA_2,Essential Energy,NSW,-29.779789,150.983627,,,-250000.0,20000.0,0.0,2025,"Summer, Winter",2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_TEA3B4,TEA3B4 TEA GARDENS,Essential Energy,NSW,-32.651159,152.148717,,,-810000.0,70000.0,810000.0,2025,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_BNK24787,BNK24787 OLD BAR NO.2,Essential Energy,NSW,-31.973385,152.5793,,,-350000.0,30000.0,350000.0,2025,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_BLH3B2,BLH3B2 CRAWFORD/GIRVAN/BOORAL,Essential Energy,NSW,-32.290928,152.175415,,,-340000.0,30000.0,0.0,2025,"Summer, Winter",2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_HGN3B1,HGN3B1 CROWDY HEAD,Essential Energy,NSW,-31.872477,152.681625,,,-330000.0,30000.0,0.0,2025,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_GLS3B7,GLS3B7 CITY CENTRAL,Essential Energy,NSW,-30.514381,151.668793,,,-530000.0,40000.0,0.0,2024,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_HGE3B1,HGE3B1 GRAFTON RD,Essential Energy,NSW,-30.308781,152.026077,,,-430000.0,40000.0,0.0,2025,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_SLI3B23,SLI3B23 CARRINGTON ST NTH,Essential Energy,NSW,-28.801962,153.275734,,,-320000.0,30000.0,0.0,2025,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_GYA8K1,GYA8K1 WANDSWORTH,Essential Energy,NSW,-30.119531,151.510161,,,-290000.0,20000.0,0.0,2025,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_MWN3B2,MWN3B2 NORCO,Essential Energy,NSW,-28.338869,153.419128,,,-390000.0,30000.0,390000.0,2025,"Summer, Winter",2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_BPT3B3,BPT3B3 FINGAL,Essential Energy,NSW,-28.208887,153.559219,,,-350000.0,30000.0,0.0,2025,"Summer, Winter",2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_MWN3B8,MWN3B8 UKI,Essential Energy,NSW,-28.490942,153.217712,,,-300000.0,30000.0,0.0,2025,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_MLN3B5,MLN3B5 WOODFORD DALE-LEIGH,Essential Energy,NSW,-29.49156,153.117218,,,-260000.0,20000.0,0.0,2025,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_GID42,GID42 TOWN NO.2,Essential Energy,NSW,-31.712212,148.668213,,,-720000.0,60000.0,0.0,2024,"Summer, Winter",2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_EUL32,EUL32 DUBBO NTH/EAST TOWN,Essential Energy,NSW,-32.251156,148.648209,,,-520000.0,40000.0,0.0,2024,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_EUL62,EUL62 DUBBO STH/EAST TOWN,Essential Energy,NSW,-32.256003,148.64235,,,-260000.0,20000.0,0.0,2024,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_DBW3B5,DBW3B5 RURAL WEST,Essential Energy,NSW,-32.226106,148.568178,,,-250000.0,20000.0,250000.0,2025,"Summer, Winter",2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_GID22,GID22 RURAL NTH/STH/WEST,Essential Energy,NSW,-31.726295,148.655243,,,-240000.0,20000.0,0.0,2025,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_SGN3B1,SGN3B1 ARMIDALE RD,Essential Energy,NSW,-29.951408,153.118256,,,-670000.0,60000.0,670000.0,2025,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_WBN3B4,WBN3B4 BROADWATER,Essential Energy,NSW,-28.996492,153.442993,,,-590000.0,50000.0,0.0,2024,"Summer, Winter",2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_LHD3B5,LHD3B5 LENNOX WEST,Essential Energy,NSW,-28.802166,153.585733,,,-300000.0,20000.0,300000.0,2025,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_BPM3B4_1,BPM3B4 HASTINGS RIVER DR_1,Essential Energy,NSW,-31.45385,152.881927,,,-640000.0,50000.0,640000.0,2024,"Summer, Winter",2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_OPM3B1,OPM3B1 GRANITE ST,Essential Energy,NSW,-31.4489,152.908567,,,-280000.0,20000.0,0.0,2024,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_BPM3B4_2,BPM3B4 HASTINGS RIVER DR_2,Essential Energy,NSW,-31.45385,152.881927,,,-230000.0,20000.0,230000.0,2024,"Summer, Winter",2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_SWR3B6,SWR3B6 STUARTS PT,Essential Energy,NSW,-30.88512,153.006073,,,-220000.0,20000.0,0.0,2025,"Summer, Winter",2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
ES_79W,79W THARBOGANG - WARRAWIDGEE - NERICON,Essential Energy,NSW,-34.235502,146.048076,,,-4000000.0,340000.0,4000000.0,2027,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
EV_LZS,LATHAM ZONE SUB,Evoenergy,ACT,-35.20036254,148.9439518,,,-42040000.0,4110000.0000000005,42040000.0,2028,Summer,2025,Dec 2023 DAPR; (No Evoenergy review),2026-05-08T14:08:45.864833
EV_Strathnairn - Weir extension,LATHAM ZONE SUB - FEEDER,Evoenergy,ACT,-35.22366498,148.9765064,,,-3420000.0,330000.0,3420000.0,2024,Winter,2025,Dec 2023 DAPR; (No Evoenergy review),2026-05-08T14:08:45.864833
"EV_Kingston (Monash, Kelliher, Mundaring-Russel No 3, Power House, Dairy South)",TELOPEA PARK ZONE SUB - FEEDER KINGSTON,Evoenergy,ACT,-35.31093802,149.141917,,,-1050000.0,100000.0,1050000.0,2027,Summer,2025,Dec 2023 DAPR; (No Evoenergy review),2026-05-08T14:08:45.864833
EV_Kingston (Dairy South),EAST LAKE ZONE SUB - FEEDER KINGSTON,Evoenergy,ACT,-35.31093802,149.141917,,,-1050000.0,100000.0,1050000.0,2027,Summer,2025,Dec 2023 DAPR; (No Evoenergy review),2026-05-08T14:08:45.864833
EV_Fyshwick Sec 38,EAST LAKE ZONE SUB - FEEDER FYSHWICK,Evoenergy,ACT,-35.32010231,149.1631341,,,-720000.0,70000.0,720000.0,2025,Winter,2025,Dec 2023 DAPR; (No Evoenergy review),2026-05-08T14:08:45.864833
"EV_Lyneham (Cowper, Ebden, Duffy)",CITY EAST ZONE SUB - FEEDER LYNEHAM,Evoenergy,ACT,-35.23257788,149.1254206,,,-4150000.0000000005,410000.0,4150000.0000000005,2027,Summer,2025,Dec 2023 DAPR; (No Evoenergy review),2026-05-08T14:08:45.864833
EV_Lyneham (Swinden-Lampard),BELCONNEN ZONE SUB - FEEDER,Evoenergy,ACT,-35.23257788,149.1254206,,,-4150000.0000000005,410000.0,4150000.0000000005,2027,Summer,2025,Dec 2023 DAPR; (No Evoenergy review),2026-05-08T14:08:45.864833
EV_Curtin,WODEN ZONE SUB - FEEDER,Evoenergy,ACT,-35.31395785,149.0809852,,,-5120000.0,500000.0,5120000.0,2028,Summer,2025,Dec 2023 DAPR; (No Evoenergy review),2026-05-08T14:08:45.864833
EV_Fairbairn,EAST LAKE ZONE SUB - FEEDER FAIRBAIRN,Evoenergy,ACT,-35.30539563,149.2051067,,,-1970000.0,190000.0,1970000.0,2025,Winter,2025,Dec 2023 DAPR; (No Evoenergy review),2026-05-08T14:08:45.864833
EV_Hume,GILMORE ZONE SUB - FEEDER,Evoenergy,ACT,-35.40417428,149.1465742,,,-2290000.0,220000.0,2290000.0,2027,Summer,2025,Dec 2023 DAPR; (No Evoenergy review),2026-05-08T14:08:45.864833
EV_Greenway,WANNIASSA ZONE SUB - FEEDER,Evoenergy,ACT,-35.41910495,149.0702617,,,-2740000.0,270000.0,2740000.0,2028,Summer,2025,Dec 2023 DAPR; (No Evoenergy review),2026-05-08T14:08:45.864833
EV_Parkes,CITY EAST ZONE SUB - FEEDER PARKES,Evoenergy,ACT,-35.28436664,149.1354539,,,-5150000.0,500000.0,5150000.0,2026,Summer,2025,Dec 2023 DAPR; (No Evoenergy review),2026-05-08T14:08:45.864833
EV_Gungahlin,GOLD CREEK ZONE SUB - FEEDER GUNGAHLIN,Evoenergy,ACT,-35.18381942,149.1375622,,,-5130000.0,500000.0,5130000.0,2025,Summer,2025,Dec 2023 DAPR; (No Evoenergy review),2026-05-08T14:08:45.864833
EV_Barton,TELOPEA PARK ZONE SUB - FEEDER BARTON,Evoenergy,ACT,-35.30684785,149.1300085,,,-3030000.0,300000.0,3030000.0,2025,Summer,2025,Dec 2023 DAPR; (No Evoenergy review),2026-05-08T14:08:45.864833
"EV_Canberra City (Hobart Short, Edinburgh)",CIVIC ZONE SUB - FEEDER,Evoenergy,ACT,-35.28276593,149.1288212,,,-3150000.0,310000.0,3150000.0,2026,Summer,2025,Dec 2023 DAPR; (No Evoenergy review),2026-05-08T14:08:45.864833
"EV_Canberra City (Binara, Electricity House, Akuna, Lonsdale)",CITY EAST ZONE SUB - FEEDER CANBERRA CITY ,Evoenergy,ACT,-35.28276593,149.1288212,,,-3150000.0,310000.0,3150000.0,2026,Summer,2025,Dec 2023 DAPR; (No Evoenergy review),2026-05-08T14:08:45.864833
"EV_Canberra City (Edmund Barton, King Edward + Belmore)",TELOPEA PARK ZONE SUB - FEEDER CANBERRA CITY,Evoenergy,ACT,-35.28276593,149.1288212,,,-3150000.0,310000.0,3150000.0,2026,Summer,2025,Dec 2023 DAPR; (No Evoenergy review),2026-05-08T14:08:45.864833
EV_Franklin,GOLD CREEK ZONE SUB - FEEDER FRANKLIN,Evoenergy,ACT,-35.18463203,149.1555996,,,-5180000.0,510000.0,5180000.0,2025,Summer,2025,Dec 2023 DAPR; (No Evoenergy review),2026-05-08T14:08:45.864833
EV_Braddon,CITY EAST ZONE SUB - FEEDER BRADDON,Evoenergy,ACT,-35.27035409,149.130434,,,-3830000.0,370000.0,3830000.0,2028,Summer,2025,Dec 2023 DAPR; (No Evoenergy review),2026-05-08T14:08:45.864833
JE_CN,COBURG NORTH ZONE SUBSTATION,Jemena,NSW,-37.720935,144.977825,,,-28900000.0,1910000.0,0.0,2027,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_COO,COOLAROO ZONE SUBSTATION,Jemena,NSW,-37.64207088,144.9340219,,,-42900000.0,2840000.0,0.0,2027,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_CS,COBURG SOUTH ZONE SUBSTATION,Jemena,NSW,-37.742523,144.962604,,,-14600000.0,970000.0,0.0,2028,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_EP A,EAST PRESTON ZONE SUBSTATION SWITCH HOUSE A,Jemena,NSW,-37.74531722,145.0328521,,,-0.0,0.0,0.0,2025,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_EP B,EAST PRESTON ZONE SUBSTATION SWITCH HOUSE B,Jemena,NSW,-37.74531722,145.0328521,,,-12900000.0,850000.0,0.0,2028,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_FF,FAIRFIELD ZONE SUBSTATION,Jemena,NSW,-37.76998367,145.0203507,,,-0.0,0.0,0.0,2025,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_FT,FLEMINGTON ZONE SUBSTATION,Jemena,NSW,-37.79171023,144.9318854,,,-1060000.0,70000.0,0.0,2025,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_FW,FOOTSCRAY WEST ZONE SUBSTATION,Jemena,NSW,-37.81523291,144.8726177,,,-0.0,0.0,0.0,2025,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_HB,HEIDELBERG ZONE SUBSTATION,Jemena,NSW,-37.75906987,145.0706367,,,-0.0,0.0,0.0,2024,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_NH,NORTH HEIDELBERG ZONE SUBSTATION,Jemena,NSW,-37.729535,145.067959,,,-5000000.0,330000.0,0.0,2025,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_NS,NORTH ESSENDON ZONE SUBSTATION,Jemena,NSW,-37.751052,144.928944,,,-9700000.0,640000.0,0.0,2026,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_SBY,SUNBURY ZONE SUBSTATION,Jemena,NSW,-37.58558169,144.7222071,,,-14000000.0,930000.0,14000000.0,2027,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_SHM,SYDENHAM ZONE SUBSTATION,Jemena,NSW,-37.676056,144.753515,,,-17000000.0,1120000.0,0.0,2027,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_ST,SOMERTON ZONE SUBSTATION,Jemena,NSW,-37.62247219,144.9486292,,,-42900000.0,2840000.0,0.0,2027,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_BD0-008,BD008 FEEDER,Jemena,NSW,-37.665352,144.943022,,,-500000.0,30000.0,500000.0,2026,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_CS0-005,CS005 FEEDER,Jemena,NSW,-37.742523,144.962604,,,-600000.0,40000.0,600000.0,2027,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_ES0-011,ES011 FEEDER ,Jemena,NSW,-37.75405307,144.8936384,,,-4200000.0,280000.0,4200000.0,2026,,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_FF0-096,FF096 FEEDER,Jemena,NSW,-37.76998367,145.0203507,,,-100000.0,10000.0,100000.0,2026,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_FT0-011,FT011 FEEDER,Jemena,NSW,-37.79171023,144.9318854,,,-700000.0,50000.0,700000.0,2025,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_FT0-021,FT021 FEEDER ,Jemena,NSW,-37.79171023,144.9318854,,,-700000.0,50000.0,700000.0,2025,,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_FT0-022,FT022 FEEDER,Jemena,NSW,-37.79171023,144.9318854,,,-1700000.0,110000.0,1700000.0,2026,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_FT0-032,FT032 FEEDER,Jemena,NSW,-37.79171023,144.9318854,,,-1400000.0,90000.0,1400000.0,2028,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_FT0-033,FT033 FEEDER,Jemena,NSW,-37.79171023,144.9318854,,,-1400000.0,90000.0,1400000.0,2028,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_HB0-015,HB015 FEEDER,Jemena,NSW,-37.75906987,145.0706367,,,-0.0,0.0,3300000.0,2024,,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_KLO-022,KLO022 FEEDER,Jemena,NSW,-37.53824,144.941209,,,-0.0,0.0,0.0,2024,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_NH0-002,NH002 FEEDER,Jemena,NSW,-37.729535,145.067959,,,-820000.0,50000.0,820000.0,2027,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_SBY-013,SBY013 FEEDER,Jemena,NSW,-37.58558169,144.7222071,,,-370000.0,20000.0,0.0,2025,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_SBY-023,SBY023 FEEDER,Jemena,NSW,-37.58558169,144.7222071,,,-500000.0,30000.0,0.0,2028,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_SBY-024,SBY024 FEEDER,Jemena,NSW,-37.58558169,144.7222071,,,-210000.0,10000.0,210000.0,2025,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_SHM-011,SHM011 FEEDER,Jemena,NSW,-37.676056,144.753515,,,-4800000.0,320000.0,0.0,2027,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_SHM-013,SHM013 FEEDER ,Jemena,NSW,-37.676056,144.753515,,,-8000000.0,530000.0,8000000.0,2026,,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_ST0-011,ST011 FEEDER,Jemena,NSW,-37.62247219,144.9486292,,,-42900000.0,2840000.0,0.0,2027,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_ST0-022,ST022 FEEDER,Jemena,NSW,-37.62247219,144.9486292,,,-42900000.0,2840000.0,0.0,2027,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_ST0-033,ST033 FEEDER,Jemena,NSW,-37.62247219,144.9486292,,,-42900000.0,2840000.0,0.0,2027,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_TT0-011,TT011 FEEDER,Jemena,NSW,-37.69234,145.008618,,,-1500000.0,100000.0,1500000.0,2028,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_BTS-FF181,BTS-FF-BTS_1,Jemena,NSW,-37.772898,144.984828,,,-9600000.0,630000.0,9600000.0,2026,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_BTS-FF184,BTS-FF-BTS_2,Jemena,NSW,-37.772898,144.984828,,,-9600000.0,630000.0,9600000.0,2026,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_BTS-FF188,BTS-FF-BTS_3,Jemena,NSW,-37.772898,144.984828,,,-9600000.0,630000.0,9600000.0,2026,Winter,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_BTS-NS176,BTS-NS-BTS_1,Jemena,NSW,-37.772898,144.984828,,,-16010000.000000002,1060000.0,16010000.000000002,2027,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_BTS-NS190,BTS-NS-BTS_2,Jemena,NSW,-37.772898,144.984828,,,-16010000.000000002,1060000.0,16010000.000000002,2027,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_BTS-NS193,BTS-NS-BTS_3,Jemena,NSW,-37.772898,144.984828,,,-16010000.000000002,1060000.0,16010000.000000002,2027,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_TSTS-HB,TSTS-HB-L-Q-TSTS_1,Jemena,NSW,-37.747867,145.171512,,,-0.0,0.0,0.0,2033,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_TSTS-L,TSTS-HB-L-Q-TSTS_2,Jemena,NSW,-37.747867,145.171512,,,-0.0,0.0,0.0,2033,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_TTS-NEI/NH,TTS-NEI-NH-NEL-WT-TTS_1,Jemena,NSW,-37.69234,145.008618,,,-12590000.0,830000.0,12590000.0,2027,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
JE_TTS-WT,TTS-NEI-NH-NEL-WT-TTS_2,Jemena,NSW,-37.69234,145.008618,,,-12590000.0,830000.0,12590000.0,2027,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
PC_BMH,BACCHUS MARSH ZS,Powercor,VIC,-37.699594,144.408463,,,-7400000.0,570000.0,7400000.0,2027,"Summer, Winter",2025,Dec 2023 DAPR (annual data); Dec 2021 DAPR (load trace data); (No Powercor review),2026-05-08T14:08:45.864833
PC_DDL,DRYSDALE ZS,Powercor,VIC,-38.182668,144.564311,,,-3300000.0,250000.0,3300000.0,2028,"Summer, Winter",2025,Dec 2023 DAPR (annual data); Dec 2021 DAPR (load trace data); (No Powercor review),2026-05-08T14:08:45.864833
PC_EHK,EAGLEHAWK ZS,Powercor,VIC,-36.735934,144.27852,,,-11500000.0,890000.0,11500000.0,2026,"Summer, Winter",2025,Dec 2023 DAPR (annual data); Dec 2021 DAPR (load trace data); (No Powercor review),2026-05-08T14:08:45.864833
PC_LV,LAVERTON ZS,Powercor,VIC,-37.851882,144.727624,,,-31000000.0,2390000.0,31000000.0,2025,"Summer, Winter",2025,Dec 2023 DAPR (annual data); Dec 2021 DAPR (load trace data); (No Powercor review),2026-05-08T14:08:45.864833
PC_MLN,MELTON ZS,Powercor,VIC,-37.687243,144.585891,,,-31000000.0,2390000.0,31000000.0,2034,"Summer, Winter",2025,Dec 2023 DAPR (annual data); Dec 2021 DAPR (load trace data); (No Powercor review),2026-05-08T14:08:45.864833
PC_WBE,WERRIBEE ZS,Powercor,VIC,-37.890462,144.662828,,,-31000000.0,2390000.0,31000000.0,2025,"Summer, Winter",2025,Dec 2023 DAPR (annual data); Dec 2021 DAPR (load trace data); (No Powercor review),2026-05-08T14:08:45.864833
PC_GL,GEELONG ZS,Powercor,VIC,-38.128707,144.340458,,,-1300000.0,100000.0,0.0,2027,Summer,2025,Dec 2023 DAPR (annual data); Dec 2021 DAPR (load trace data); (No Powercor review),2026-05-08T14:08:45.864833
PC_OYN,OUYEN ZS,Powercor,VIC,-35.058425,142.315288,,,-840000.0,60000.0,0.0,2026,Winter,2025,Dec 2023 DAPR (annual data); Dec 2021 DAPR (load trace data); (No Powercor review),2026-05-08T14:08:45.864833
PC_BAS033,BALLART SOUTH 033,Powercor,VIC,-37.5749,143.827767,,,-1890000.0,150000.0,1890000.0,2024,Summer,2025,Dec 2023 DAPR (annual data); Dec 2021 DAPR (load trace data); (No Powercor review),2026-05-08T14:08:45.864833
