asset_code,asset_name,network,state,latitude,longitude,capacity_mva,peak_demand_mva,available_mva,annual_deferral_aud,aug_cost_aud,proposed_timing,asset_category,data_year,data_source_file,built_at
PC_ATS-HCP,ALTONA TO HOPPERS CROSSING,Powercor,VIC,-37.838633,144.789011,,,-0.0,0.0,0.0,2034,Summer,2025,Dec 2023 DAPR (annual data); Dec 2021 DAPR (load trace data); (No Powercor review),2026-05-08T14:08:45.864833
PC_ATS-WBE,ALTONA TO WERRIBEE,Powercor,VIC,-37.838633,144.789011,,,-0.0,0.0,0.0,2034,Summer,2025,Dec 2023 DAPR (annual data); Dec 2021 DAPR (load trace data); (No Powercor review),2026-05-08T14:08:45.864833
PC_BATS-YSW/BGL,BALLARAT TERMINAL STATION,Powercor,VIC,-37.56760165,143.9215937,,,-0.0,0.0,0.0,2034,"Summer, Winter",2025,Dec 2023 DAPR (annual data); Dec 2021 DAPR (load trace data); (No Powercor review),2026-05-08T14:08:45.864833
PC_BGO-EHK,BENDIGO TO EAGLEHAWK,Powercor,VIC,-36.770554,144.276956,,,-0.0,0.0,0.0,2034,"Summer, Winter",2025,Dec 2023 DAPR (annual data); Dec 2021 DAPR (load trace data); (No Powercor review),2026-05-08T14:08:45.864833
PC_GTS-GCY,GEELONG TERMINAL TO GEELONG CITY,Powercor,VIC,-38.09901593,144.3392372,,,-0.0,0.0,0.0,2034,"Summer, Winter",2025,Dec 2023 DAPR (annual data); Dec 2021 DAPR (load trace data); (No Powercor review),2026-05-08T14:08:45.864833
PC_GTS-GLE1,GEELONG TERMINAL TO GLE1,Powercor,VIC,-38.083224,144.338752,,,-1500000.0,120000.0,1500000.0,2034,Summer,2025,Dec 2023 DAPR (annual data); Dec 2021 DAPR (load trace data); (No Powercor review),2026-05-08T14:08:45.864833
PC_GTS-GLE2,GEELONG TERMINAL TO GLE2,Powercor,VIC,-38.083492,144.338707,,,-1500000.0,120000.0,1500000.0,2034,Summer,2025,Dec 2023 DAPR (annual data); Dec 2021 DAPR (load trace data); (No Powercor review),2026-05-08T14:08:45.864833
PC_KGTS-SHL,KERANG TO SWAN HILL,Powercor,VIC,-35.77078977,143.9340681,,,-13000000.0,1000000.0,13000000.0,2034,Summer,2025,Dec 2023 DAPR (annual data); Dec 2021 DAPR (load trace data); (No Powercor review),2026-05-08T14:08:45.864833
PC_RCTS-MDA1,RED CLIFF TERMINAL TO MILDURA 1,Powercor,VIC,-34.291773,142.239351,,,-0.0,0.0,0.0,2034,Summer,2025,Dec 2023 DAPR (annual data); Dec 2021 DAPR (load trace data); (No Powercor review),2026-05-08T14:08:45.864833
SA_SSD353,HINDLEY STREET 11KV,SA Power Networks,SA,-34.92,138.59,,,-0.0,0.0,0.0,2026,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD341,NORWOOD 11KV,SA Power Networks,SA,-34.92,138.64,,,-0.0,0.0,0.0,2025,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD432,PROSPECT 11KV,SA Power Networks,SA,-34.88,138.58,,,-0.0,0.0,1000000.0,2026,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD355,CROYDON 11KV,SA Power Networks,SA,-34.9,138.57,,,-0.0,0.0,0.0,2027,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD214,FINDON 11KV,SA Power Networks,SA,-34.89,138.53,,,-0.0,0.0,0.0,2026,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD829,KILBURN 11KV,SA Power Networks,SA,-34.85,138.58,,,-0.0,0.0,0.0,2026,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD529,LARGS NORTH 11KV,SA Power Networks,SA,-34.82094,138.5015,,,-0.0,0.0,0.0,2026,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD347,NEW RICHMOND 11KV,SA Power Networks,SA,-34.94,138.57,,,-0.0,0.0,0.0,2028,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD132,PORT ADELAIDE NORTH 11KV,SA Power Networks,SA,-34.84,138.52,,,-0.0,0.0,0.0,2028,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD351,WOODVILLE 11KV,SA Power Networks,SA,-34.88,138.53,,,-0.0,0.0,500000.0,2028,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD183,ELIZABETH HEIGHTS 11KV,SA Power Networks,SA,-34.72,138.69,,,-0.0,0.0,0.0,2028,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD230,EVANSTON 11KV,SA Power Networks,SA,-34.61,138.73,,,-0.0,0.0,0.0,2026,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD407,SALISBURY 11KV,SA Power Networks,SA,-34.76,138.64,,,-0.0,0.0,5000000.0,2024,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD260,SMITHFIELD WEST 11KV,SA Power Networks,SA,-34.67,138.68,,,-7420000.0,700000.0,7420000.0,2026,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD456,ALDINGA 11KV,SA Power Networks,SA,-35.28,138.47,,,-0.0,0.0,0.0,2027,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD172,ASCOT PARK 11KV,SA Power Networks,SA,-34.98,138.56,,,-560000.0,50000.0,560000.0,2026,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD126,BLACKWOOD 11KV,SA Power Networks,SA,-35.02,138.61,,,-0.0,0.0,0.0,2028,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD120,CLARENDON 11KV,SA Power Networks,SA,-35.11,138.63,,,-0.0,0.0,0.0,2027,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD179,LOWER MITCHAM 11KV,SA Power Networks,SA,-34.98,138.6,,,-0.0,0.0,0.0,2024,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD324,MACGILLIVRAY 11KV,SA Power Networks,SA,-35.80875,137.5319,,,-0.0,0.0,0.0,2024,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD475,MCLAREN VALE 11KV,SA Power Networks,SA,-35.22,138.55,,,-0.0,0.0,0.0,2025,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD511,NOARLUNGA CENTRE 11KV,SA Power Networks,SA,-35.14,138.49,,,-0.0,0.0,0.0,2026,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD349,SEACOMBE 11KV,SA Power Networks,SA,-35.03,138.54,,,-0.0,0.0,0.0,2028,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD544,SEAFORD 11KV,SA Power Networks,SA,-35.21,138.48,,,-0.0,0.0,0.0,2025,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD451,SHEIDOW PARK 11KV,SA Power Networks,SA,-35.08,138.53,,,-0.0,0.0,0.0,2028,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD242,LANGHORNE CREEK 11KV,SA Power Networks,SA,-35.29,139.03,,,-0.0,0.0,0.0,2024,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD238,MILANG 11KV,SA Power Networks,SA,-35.4,138.97,,,-0.0,0.0,0.0,2025,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD178,LOBETHAL 11KV,SA Power Networks,SA,-34.89,138.88,,,-0.0,0.0,0.0,2024,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD389,MURRAY BRIDGE NORTH 11KV,SA Power Networks,SA,-35.11821,139.2558,,,-0.0,0.0,0.0,2028,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD206,LAMEROO 11KV,SA Power Networks,SA,-35.33,140.51,,,-0.0,0.0,0.0,2028,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD144,PINNAROO 11KV,SA Power Networks,SA,-35.26263,140.9043,,,-0.0,0.0,0.0,2026,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD303,TAILEM BEND TOWN 11KV,SA Power Networks,SA,-35.26,139.46,,,-0.0,0.0,0.0,2027,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD169,YORKETOWN 11KV,SA Power Networks,SA,-35.02,137.6,,,-0.0,0.0,0.0,2026,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD204,SPALDING 11KV,SA Power Networks,SA,-33.49,138.6,,,-0.0,0.0,470000.0,2025,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD713,MOUNT SCHANK 11KV,SA Power Networks,SA,-37.94028,140.7203,,,-0.0,0.0,0.0,2027,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD299,KINGSTON SE 11KV,SA Power Networks,SA,-36.84,139.86,,,-1680000.0,160000.0,1680000.0,2025,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD543,KALANGADOO 11KV,SA Power Networks,SA,-37.5597,140.7052,,,-920000.0,90000.0,920000.0,2025,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSDMI22,MOUNT BURR 11KV,SA Power Networks,SA,-37.54319,140.4489,,,-430000.0,40000.0,0.0,2025,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD420,RENMARK 11KV,SA Power Networks,SA,-34.16,140.74,,,-0.0,0.0,0.0,2027,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD276,PORTEE 11KV,SA Power Networks,SA,-34.47,139.58,,,-1990000.0,190000.0,1990000.0,2026,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD287,QUALCO 11KV,SA Power Networks,SA,-34.1,139.86,,,-2730000.0,260000.0,2730000.0,2027,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD459,JAMESTOWN 11KV,SA Power Networks,SA,-33.21,138.6,,,-0.0,0.0,0.0,2028,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD219,PORT PIRIE SOUTH 11KV,SA Power Networks,SA,-33.19,138.01,,,-0.0,0.0,0.0,2027,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD366,EAST TERRACE 11KV,SA Power Networks,SA,-34.92,138.61,,,-0.0,0.0,0.0,2027,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD403,NORTHFIELD 11KV,SA Power Networks,SA,-34.85,138.63,,,-8170000.0,770000.0,0.0,2027,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD115,MORPHETT VALE EAST 11KV,SA Power Networks,SA,-35.11,138.55,,,-0.0,0.0,0.0,2028,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SD1526,GLANVILLE - QUEENSTOWN 66KV,SA Power Networks,SA,-34.857268,138.492136,,,-16170000.000000002,1530000.0,16170000.000000002,2025,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SD1527,NEW OSBORNE - GLANVILLE 66KV,SA Power Networks,SA,-34.819944,138.494584,,,-16170000.000000002,1530000.0,16170000.000000002,2025,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SD49200,HATHERLEIGH-ROBE,SA Power Networks,SA,-37.465735,140.244799,,,-13840000.0,1310000.0,13840000.0,2024,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SD1594,MORPHETT VALE EAST - MCLAREN FLAT 66KV ,SA Power Networks,SA,-35.20799,138.5682,,,-4730000.0,450000.0,4730000.0,2024,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_ST12,STRATHALBYN EAST,SA Power Networks,SA,-35.27116,138.8964,,,-880000.0,80000.0,880000.0,2024,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_LX43,LOXTON,SA Power Networks,SA,-34.4188,140.5944,,,-220000.0,20000.0,220000.0,2024,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD325,PORT LINCOLN DOCKS 11KV,SA Power Networks,SA,-34.72339,135.8681,,,-0.0,0.0,0.0,2024,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD438,ANGAS CREEK 33KV,SA Power Networks,SA,-34.84725,138.9369,,,-0.0,0.0,0.0,2024,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SD1676,PORT NOARLUNGA - SEAFORD 66KV,SA Power Networks,SA,-35.20799,138.5682,,,-5380000.0,510000.0,5380000.0,2027,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SD58200,PENOLA - PENOLA TEE 33KV,SA Power Networks,SA,-37.393472,140.813479,,,-780000.0,70000.0,780000.0,2025,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD403,NORTHFIELD 66KV,SA Power Networks,SA,-34.84757,138.6342,,,-0.0,0.0,45500000.0,2026,,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SD1519,FULHAM GARDENS - HENLEY SOUTH 1 66KV,SA Power Networks,SA,-34.90713,138.5056,,,-0.0,0.0,0.0,2025,,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SD1639,FULHAM GARDENS - BLACKPOOL 66KV,SA Power Networks,SA,-34.90713,138.5056,,,-0.0,0.0,0.0,2025,,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SD32101,BUNGAMA - PORT PIRIE SOUTH 33KV,SA Power Networks,SA,-34.90713,138.5056,,,-0.0,0.0,0.0,2025,,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD154,SQUARE WATER HOLE 11KV,SA Power Networks,SA,-35.37881,138.6319,,,-0.0,0.0,600000.0,2025,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SD1545,EAST TERRACE - NORWOOD 66KV,SA Power Networks,SA,-34.922469,138.614071,,,-1920000.0,180000.0,1920000.0,2026,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SD36400,WATERLOO - RIVERTON TEE,SA Power Networks,SA,-34.013293,138.845992,,,-1020000.0,100000.0,1020000.0,2026,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SD37200,FREELING - KAPUNDA,SA Power Networks,SA,-34.448187,138.810763,,,-560000.0,50000.0,560000.0,2026,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SD1669,NORTH UNLEY - WHITMORE SQUARE TEE 66KV,SA Power Networks,SA,-34.9444,138.5789,,,-390000.0,40000.0,390000.0,2026,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_NL451C,TROTT PARK BACKBONE,SA Power Networks,SA,-35.0771,138.5281,,,-290000.0,30000.0,290000.0,2026,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SD2004,DIREK - PARALOWIE 66KV,SA Power Networks,SA,-34.72793,138.623028,,,-0.0,0.0,0.0,2026,,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SD32102,PORT PIRIE SOUTH - PORT PIRIE 33KV,SA Power Networks,SA,-34.90713,138.5056,,,-0.0,0.0,0.0,2026,,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SD32103,BUNGAMA - PORT PIRIE 33KV,SA Power Networks,SA,-34.90713,138.5056,,,-0.0,0.0,0.0,2026,,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SD40700,GERANIUM - LAMEROO 33KV,SA Power Networks,SA,-35.30247,140.6736,,,-0.0,0.0,3300000.0,2027,,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SD1686,ELIZABETH DOWNS - SMITHFIELD WEST 66KV,SA Power Networks,SA,-34.678013,138.494584,,,-2570000.0,240000.0,2570000.0,2027,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SD1619,FULHAM GARDENS - HENLEY SOUTH 2 66KV,SA Power Networks,SA,-34.90713,138.5056,,,-0.0,0.0,0.0,2027,,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SD1670,KESWICK - NEW RICHMOND TEE - PLYMPTON 66KV,SA Power Networks,SA,-34.9444,138.5789,,,-7380000.0,700000.0,7380000.0,2028,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD111,PORT STANVAC 11KV,SA Power Networks,SA,-35.10867,138.4896,,,-0.0,0.0,0.0,2028,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
SA_SSD195,MOUNT GAMBIER WEST 11KV,SA Power Networks,SA,-37.82979,140.7511,,,-0.0,0.0,0.0,2028,Summer,2025,Dec 2023 DAPR,2026-05-08T14:08:45.864833
TN_BEZ,BELLERIVE ZONE SUBSTATION,TasNetworks,TAS,-42.8573428,147.3920297,,,-3000000.0,250000.0,0.0,2024,"Summer, Winter",2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_DPZ,DERWENT PARK ZONE SUBSTATION,TasNetworks,TAS,-42.8352451,147.2906752,,,-2000000.0,170000.0,0.0,2021,"Summer, Winter",2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_GBZ,GEILSTON BAY ZONE SUBSTATION,TasNetworks,TAS,-42.8395221,147.3598223,,,-2600000.0,220000.0,0.0,2023,"Summer, Winter",2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_GRZ,GRETNA RURAL ZONE SUBSTATION,TasNetworks,TAS,-42.6919003,146.9419874,,,-1100000.0,90000.0,0.0,2021,"Summer, Winter",2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_KR,KNIGHTS ROAD SUBSTATION,TasNetworks,TAS,-43.022861,147.073676,,,-1800000.0,150000.0,0.0,2030,"Summer, Winter",2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_BY,BOYER SUBSTATION,TasNetworks,TAS,-42.7807604,147.1007365,,,-5400000.0,460000.0,0.0,2024,"Summer, Winter",2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_BU,BURNIE SUBSTATION,TasNetworks,TAS,-41.076775,145.890923,,,-19950000.0,1680000.0,0.0,2025,"Summer, Winter",2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_CS,CHAPEL STREET SUBSTATION,TasNetworks,TAS,-42.842991,147.255172,,,-11700000.0,990000.0,0.0,2025,"Summer, Winter",2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_KE,KERMANDIE SUBSTATION,TasNetworks,TAS,-43.164435,146.945525,,,-4700000.0,400000.0,0.0,2027,"Summer, Winter",2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_PL,PORT LATTA SUBSTATION,TasNetworks,TAS,-40.854047,145.378031,,,-3700000.0,310000.0,0.0,2027,"Summer, Winter",2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_RA,RAILTON SUBSTATION,TasNetworks,TAS,-41.333952,146.423402,,,-1900000.0,160000.0,0.0,2025,"Summer, Winter",2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_RB,ROSEBERY SUBSTATION,TasNetworks,TAS,-41.776977,145.539301,,,-4800000.0,400000.0,0.0,2029,"Summer, Winter",2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_SR,SAVAGE RIVER SUBSTATION,TasNetworks,TAS,-41.487375,145.212255,,,-4400000.0,370000.0,0.0,2029,"Summer, Winter",2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_SO,SORELL SUBSTATION,TasNetworks,TAS,-42.776213,147.555404,,,-5000000.0,420000.0,0.0,2026,"Summer, Winter",2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_SM,ST MARYS SUBSTATION,TasNetworks,TAS,-41.592224,148.183699,,,-600000.0,50000.0,0.0,2027,"Summer, Winter",2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_UL,ULVERSTONE SUBSTATION,TasNetworks,TAS,-41.171572,146.162454,,,-11500000.0,970000.0,0.0,2025,"Summer, Winter",2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_WA,WADDAMANA SUBSTATION,TasNetworks,TAS,-42.125229,146.745163,,,-300000.0,30000.0,0.0,2029,"Summer, Winter",2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_GT,GEORGE TOWN SUBSTATION,TasNetworks,TAS,-41.128393,146.885431,,,-1000000.0,80000.0,0.0,2026,"Summer, Winter",2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_NW,NORWOOD SUBSTATION,TasNetworks,TAS,-41.473323,147.184294,,,-18050000.0,1520000.0,0.0,2025,Winter,2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_WV,WESLEY VALE SUBSTATION,TasNetworks,TAS,-41.179448,146.445053,,,-2400000.0,200000.0,0.0,2026,Winter,2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_SH,SHEFFIELD SUBSTATION,TasNetworks,TAS,-41.335143,146.307425,,,-15500000.0,1310000.0,0.0,2027,Winter,2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_LF-BEZ,LINDISFARNE-BELLERIVE 33 KV SUB-TRANSMISSION LINE,TasNetworks,TAS,-42.8247913,147.3495422,,,-900000.0,80000.0,0.0,2021,"Summer, Winter",2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_RI-DPZ,RISDON-DERWENT PARK 33 KV SUB-TRANSMISSION LINE,TasNetworks,TAS,-42.835317,147.3164281,,,-2000000.0,170000.0,2000000.0,2021,"Summer, Winter",2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_RI-NTZ,RISDON-NEW TOWN 33 KV SUB-TRANSMISSION LINE,TasNetworks,TAS,-42.835317,147.3164281,,,-2000000.0,170000.0,2000000.0,2027,"Summer, Winter",2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_RI-EHZ,RISDON-EAST HOBART 33 KV SUB-TRANSMISSION LINE,TasNetworks,TAS,-42.835317,147.3164281,,,-2000000.0,170000.0,2000000.0,2021,Summer,2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_CR-CLZ,CREEK RD -CLAREMONT 33 KV SUB-TRANSMISSION LINE,TasNetworks,TAS,-42.7955785,147.2434829,,,-2000000.0,170000.0,2000000.0,2026,"Summer, Winter",2025,Dec 2023 APR,2026-05-08T14:08:45.864833
TN_CR-SBZ,CREEK RD -SANDY BAY 33 KV SUB-TRANSMISSION LINE,TasNetworks,TAS,-42.9055058,147.3272529,,,-2000000.0,170000.0,2000000.0,2028,"Summer, Winter",2025,Dec 2023 APR,2026-05-08T14:08:45.864833
UE_HGS,HASTINGS ZONE SUBSTATION,United Energy,VIC,-38.288804,145.192585,,,-4000000.0,220000.0,0.0,2027,Summer,2025,Dec 2023 DAPR; (No United Energy review),2026-05-08T14:08:45.864833
UE_DC,DONCASTER ZONE SUBSTATION,United Energy,VIC,-37.798509,145.135316,,,-5700000.0,320000.0,0.0,2026,Summer,2025,Dec 2023 DAPR; (No United Energy review),2026-05-08T14:08:45.864833
UE_EM,EAST MALVERN ZONE SUBSTATION,United Energy,VIC,-37.878881,145.070911,,,-4000000.0,220000.0,0.0,2025,Summer,2025,Dec 2023 DAPR; (No United Energy review),2026-05-08T14:08:45.864833
UE_SR,SANDRINGHAM ZONE SUBSTATION,United Energy,VIC,-37.94687,145.022867,,,-4000000.0,220000.0,0.0,2025,Summer,2025,Dec 2023 DAPR; (No United Energy review),2026-05-08T14:08:45.864833
UE_MGE-12,MGE-12 (MULGRAVE) HV FEEDER,United Energy,VIC,-37.922463,145.184961,,,-1820000.0,100000.0,1500000.0,2024,Summer,2025,Dec 2023 DAPR; (No United Energy review),2026-05-08T14:08:45.864833
UE_K-31,K31,United Energy,VIC,-37.851459,145.053364,,,-270000.0,10000.0,570000.0,2024,Summer,2025,Dec 2023 DAPR; (No United Energy review),2026-05-08T14:08:45.864833
UE_K-34,"K34 (EM NEW WEST FEEDER, K34 OFFLOAD)",United Energy,VIC,-37.851459,145.053364,,,-1200000.0,70000.0,150000.0,2025,Summer,2025,Dec 2023 DAPR; (No United Energy review),2026-05-08T14:08:45.864833
UE_NW-21,NW21,United Energy,VIC,-37.81123,145.178026,,,-290000.0,20000.0,570000.0,2025,Summer,2025,Dec 2023 DAPR; (No United Energy review),2026-05-08T14:08:45.864833
UE_HTS-MR-BT-NB-HTS,BT-MR 66KV THERMAL UPRATE,United Energy,VIC,-37.932698,145.029094,,,-190000.0,10000.0,0.0,2028,Summer,2025,Dec 2023 DAPR; (No United Energy review),2026-05-08T14:08:45.864833
