quarter,interconnector_id,from_region,residue_aud
C2026Q3,N-Q-MNSP1,NSW1,-318.233720
C2026Q3,N-Q-MNSP1,QLD1,95988.063980
C2026Q3,NSW1-QLD1,NSW1,0
C2026Q3,NSW1-QLD1,QLD1,2423194.569530
C2026Q3,T-V-MNSP1,TAS1,276997.404450
C2026Q3,T-V-MNSP1,VIC1,-1710.634440
C2026Q3,V-S-MNSP1,SA1,23.767180
C2026Q3,V-S-MNSP1,VIC1,63164.976990
C2026Q3,V-SA,SA1,1356.974830
C2026Q3,V-SA,VIC1,183923.130330
C2026Q3,VIC1-NSW1,NSW1,262788.326340
C2026Q3,VIC1-NSW1,VIC1,231517.144810
